GEOID,Name,Short Name,Primary County GEOID,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
54955,"Marshall, MI Urban Area","Marshall, MI",26025,7620,3635,4.59,0.029,42.278549,-84.961378
54982,"Marshall, MN Urban Area","Marshall, MN",27083,13783,6210,8.293,0.0,44.448224,-95.788518
55009,"Marshall, MO Urban Area","Marshall, MO",29195,13344,5225,6.815,0.072,39.113875,-93.199059
55036,"Marshall, TX Urban Area","Marshall, TX",48203,21772,8968,16.165,0.021,32.537314,-94.359182
55090,"Marshalltown, IA Urban Area","Marshalltown, IA",19127,27353,10869,12.098,0.01,42.03276,-92.9168
55117,"Marshfield, MO Urban Area","Marshfield, MO",29225,7599,3122,5.336,0.003,37.340871,-92.908921
55144,"Marshfield, WI Urban Area","Marshfield, WI",55141,19262,9826,11.27,0.0,44.663306,-90.166586
55171,"Martin, TN Urban Area","Martin, TN",47183,10790,4727,8.037,0.0,36.3406,-88.858218
55225,"Martinsville, IN Urban Area","Martinsville, IN",18109,12277,5520,6.174,0.187,39.424497,-86.422466
55252,"Martinsville, VA Urban Area","Martinsville, VA",51089,31292,15599,39.788,0.085,36.688852,-79.889562
55306,"Marysville, OH Urban Area","Marysville, OH",39159,26666,10040,11.557,0.149,40.232732,-83.365056
55333,"Marysville, WA Urban Area","Marysville, WA",53061,162038,60768,67.799,1.886,48.050099,-122.134593
55360,"Maryville, MO Urban Area","Maryville, MO",29147,11293,5070,5.613,0.006,40.342581,-94.873662
55375,"Mascoutah, IL Urban Area","Mascoutah, IL",17163,8743,3107,3.211,0.054,38.498077,-89.804384
55414,"Mason City, IA Urban Area","Mason City, IA",19033,25758,13581,14.667,0.274,43.152258,-93.200648
55468,"Massena, NY Urban Area","Massena, NY",36089,11300,5611,6.168,0.331,44.933749,-74.886114
55495,"Mathis, TX Urban Area","Mathis, TX",48409,5336,2543,3.243,0.0,28.102217,-97.831057
55534,"Mattawan, MI Urban Area","Mattawan, MI",26159,6523,2411,6.343,0.064,42.226429,-85.790089
55576,"Mattoon, IL Urban Area","Mattoon, IL",17029,17082,8882,8.344,0.018,39.477837,-88.367702
55603,"Mauldin--Simpsonville, SC Urban Area","Mauldin, SC",45045,165356,66924,101.203,0.849,34.766652,-82.255938
55738,"Mayagüez, PR Urban Area","Mayagüez, PR",72097,90994,49995,50.145,0.034,18.192264,-67.113824
55765,"Mayfield, KY Urban Area","Mayfield, KY",21083,12175,5730,9.411,0.061,36.74102,-88.643001
55792,"Mayodan, NC Urban Area","Mayodan, NC",37157,4695,2616,4.593,0.008,36.393981,-79.975984
55819,"Maysville, KY--OH Urban Area","Maysville, KY",21161,9983,5187,8.96,1.509,38.646944,-83.780986
55832,"Maytown--Marietta, PA Urban Area","Maytown, PA",42071,8057,3092,3.132,0.007,40.067751,-76.571305
55846,"Mayville, WI Urban Area","Mayville, WI",55027,5169,2322,2.743,0.088,43.496988,-88.546481
55900,"Meadville, PA Urban Area","Meadville, PA",42039,20075,9137,15.76,0.006,41.642941,-80.154693
55927,"Mecca, CA Urban Area","Mecca, CA",06065,5670,1952,0.626,0.0,33.575023,-116.071512
55954,"Mechanicville, NY Urban Area","Mechanicville, NY",36091,12553,6183,6.544,0.022,42.92083,-73.684675
55981,"Medford, OR Urban Area","Medford, OR",41029,174156,75139,63.02,0.152,42.331637,-122.84409
56008,"Medford, WI Urban Area","Medford, WI",55119,4163,2001,3.032,0.029,45.137412,-90.347979
56035,"Medina, NY Urban Area","Medina, NY",36073,6310,2995,3.056,0.072,43.218236,-78.389959
56062,"Medina, OH Urban Area","Medina, OH",39103,45664,19030,27.779,0.277,41.127119,-81.842637
56074,"Melissa--Anna, TX Urban Area","Melissa, TX",48085,42957,14310,16.947,0.073,33.331261,-96.561922
56116,"Memphis, TN--MS--AR Urban Area","Memphis, TN",47157,1049210,456322,491.267,3.567,35.084143,-89.915288
56143,"Mena, AR Urban Area","Mena, AR",05113,5582,2641,6.97,0.046,34.586683,-94.247662
56170,"Mendota, CA Urban Area","Mendota, CA",06019,13694,3224,4.263,0.003,36.745374,-120.391753
56197,"Mendota, IL Urban Area","Mendota, IL",17099,6772,3009,2.851,0.027,41.551222,-89.116251
56224,"Menomonie, WI Urban Area","Menomonie, WI",55033,17156,6603,10.625,1.599,44.887224,-91.909055
56251,"Merced, CA Urban Area","Merced, CA",06047,154143,48669,43.077,0.012,37.301766,-120.46947
56290,"Meredith, NH Urban Area","Meredith, NH",33001,3935,2577,4.9,2.066,43.6527,-71.4965
56305,"Meridian, MS Urban Area","Meridian, MS",28075,33675,17546,29.477,0.162,32.383907,-88.703756
56359,"Merrill, WI Urban Area","Merrill, WI",55069,9332,4614,7.518,0.639,45.178569,-89.702511
56413,"Mesquite, NV--AZ Urban Area","Mesquite, NV",32003,20407,11547,9.97,0.0,36.815113,-114.084185
56467,"Metropolis, IL Urban Area","Metropolis, IL",17127,5682,3103,2.988,0.003,37.157888,-88.728696
56521,"Mexia, TX Urban Area","Mexia, TX",48293,6377,2668,4.491,0.032,31.678286,-96.478695
56548,"Mexico, MO Urban Area","Mexico, MO",29007,11810,5074,6.712,0.06,39.167392,-91.886914
56602,"Miami--Fort Lauderdale, FL Urban Area","Miami, FL",12099,6079180,2644370,1244.175,87.664,26.196181,-80.230395
56629,"Miami, OK Urban Area","Miami, OK",40115,15232,6780,9.205,0.011,36.890865,-94.87594
56656,"Michigan City--La Porte, IN--MI Urban Area","Michigan City, IN",18091,69763,36678,49.16,1.655,41.711237,-86.832139
56737,"Middlebury, VT Urban Area","Middlebury, VT",50001,5849,1663,4.377,0.103,44.011384,-73.163376
56791,"Middleport, OH--WV Urban Area","Middleport, OH",54053,6082,3100,5.514,0.557,38.974903,-81.936631
56818,"Middlesborough, KY--TN Urban Area","Middlesborough, KY",21013,13849,6521,11.791,0.098,36.619993,-83.731847
56829,"Middleton, ID Urban Area","Middleton, ID",16027,10830,3860,4.468,0.022,43.710033,-116.609895
56845,"Middletown, DE Urban Area","Middletown, DE",10003,45166,15891,24.16,0.109,39.496834,-75.655156
56899,"Middletown, NY Urban Area","Middletown, NY",36071,60827,23274,25.961,0.134,41.440598,-74.387442
56926,"Middletown, OH Urban Area","Middletown, OH",39017,93751,37121,53.615,0.349,39.482219,-84.364064
56980,"Midland, MI Urban Area","Midland, MI",26111,52860,23889,38.145,0.38,43.628847,-84.232535
57007,"Midland, TX Urban Area","Midland, TX",48329,144241,60211,68.288,0.056,31.997137,-102.106821
57034,"Midlothian, TX Urban Area","Midlothian, TX",48139,33055,11114,24.72,0.205,32.454199,-96.98507
57088,"Milan, MI Urban Area","Milan, MI",26161,8155,2864,3.394,0.081,42.084889,-83.678251
57115,"Milan, TN Urban Area","Milan, TN",47053,7940,3318,5.998,0.0,35.913173,-88.759662
57169,"Miles City, MT Urban Area","Miles City, MT",30017,9232,4520,4.634,0.003,46.405823,-105.838944
57196,"Milford, DE Urban Area","Milford, DE",10005,19004,8416,11.971,0.215,38.907579,-75.425805
57223,"Milledgeville, GA Urban Area","Milledgeville, GA",13009,22108,10375,19.784,0.018,33.082986,-83.237554
57304,"Millersburg, PA Urban Area","Millersburg, PA",42043,4729,2136,1.873,0.0,40.540803,-76.951693
57319,"Millington, TN Urban Area","Millington, TN",47157,13474,6010,12.689,0.016,35.337638,-89.88389
57331,"Millinocket, ME Urban Area","Millinocket, ME",23019,3059,2233,3.297,0.052,45.652825,-68.698553
57358,"Millsboro, DE Urban Area","Millsboro, DE",10005,11111,4665,6.634,0.074,38.576801,-75.280902
57402,"Milton, VT Urban Area","Milton, VT",50007,6275,2398,5.531,0.085,44.631984,-73.13033
57412,"Milton-Freewater, OR Urban Area","Milton, OR",41059,8473,3420,3.336,0.0,45.947511,-118.390778
57439,"Milton, PA Urban Area","Milton, PA",42119,28184,12355,17.913,0.037,41.022368,-76.876288
57466,"Milwaukee, WI Urban Area","Milwaukee, WI",55079,1295353,581409,463.682,10.083,43.051223,-88.085101
57493,"Minden, LA Urban Area","Minden, LA",22119,13359,6450,12.917,0.09,32.603437,-93.297383
57547,"Mineola, TX Urban Area","Mineola, TX",48499,5724,2542,5.655,0.059,32.672727,-95.490657
57574,"Mineral Wells, TX Urban Area","Mineral Wells, TX",48363,14327,6040,8.856,0.026,32.805701,-98.098329
57628,"Minneapolis--St. Paul, MN Urban Area","Minneapolis, MN",27053,2912164,1221577,1014.793,66.967,44.974458,-93.283077
57655,"Minot, ND Urban Area","Minot, ND",38101,50743,24927,26.67,0.034,48.233606,-101.278541
57698,"Minster--New Bremen, OH Urban Area","Minster, OH",39011,5999,2491,4.179,0.0,40.417632,-84.376679
57709,"Mission Viejo--Lake Forest--Laguna Niguel, CA Urban Area","Mission Viejo, CA",06059,642445,264944,163.632,0.641,33.566169,-117.665161
57736,"Missoula, MT Urban Area","Missoula, MT",30063,90611,42294,44.292,0.227,46.879863,-114.03166
57817,"Mitchell, SD Urban Area","Mitchell, SD",46035,15686,7990,9.113,1.066,43.719201,-98.03186
57844,"Moab, UT Urban Area","Moab, UT",49019,8170,4307,6.62,0.0,38.553993,-109.527052
57898,"Moberly, MO Urban Area","Moberly, MO",29175,12319,5792,11.427,0.01,39.421203,-92.435033
57925,"Mobile, AL Urban Area","Mobile, AL",01097,319211,146204,220.748,3.904,30.671566,-88.1592
57979,"Mocksville, NC Urban Area","Mocksville, NC",37059,6115,2450,6.403,0.016,35.899716,-80.561095
58006,"Modesto, CA Urban Area","Modesto, CA",06099,353589,115923,70.379,0.363,37.65459,-120.97713
58033,"Molalla, OR Urban Area","Molalla, OR",41005,10168,3968,2.491,0.0,45.149602,-122.583384
58087,"Monahans, TX Urban Area","Monahans, TX",48475,8456,3774,7.302,0.012,31.57896,-102.899827
58162,"Monessen, PA Urban Area","Monessen, PA",42125,48945,26371,32.975,2.258,40.16725,-79.889374
58195,"Monett, MO Urban Area","Monett, MO",29009,9554,3841,5.763,0.015,36.921075,-93.921451
58222,"Monmouth, IL Urban Area","Monmouth, IL",17187,9166,3973,4.155,0.021,40.912476,-90.644833
58249,"Monmouth--Independence, OR Urban Area","Monmouth, OR",41053,21174,6901,4.939,0.08,44.853608,-123.209035
58303,"Monroe, GA Urban Area","Monroe, GA",13297,17120,5880,13.081,0.114,33.796441,-83.715878
58330,"Monroe, LA Urban Area","Monroe, LA",22073,119830,53619,90.971,2.198,32.521516,-92.116599
58357,"Monroe, MI Urban Area","Monroe, MI",26115,57380,25300,35.345,0.733,41.931053,-83.38457
58369,"Monroe, WA Urban Area","Monroe, WA",53061,25479,8034,11.463,0.06,47.866768,-121.964514
58384,"Monroe, WI Urban Area","Monroe, WI",55045,10614,5241,4.374,0.0,42.600061,-89.644485
58411,"Monroeville, AL Urban Area","Monroeville, AL",01099,3928,2101,4.858,0.0,31.515515,-87.324893
58420,"Montauk, NY Urban Area","Montauk, NY",36103,3416,4005,5.927,0.269,41.047256,-71.945299
58429,"Mont Belvieu, TX Urban Area","Mont Belvieu, TX",48071,14996,5004,10.794,0.061,29.824266,-94.836547
58469,"Montesano--Elma, WA Urban Area","Montesano, WA",53027,13041,5565,10.018,0.046,46.96927,-123.684259
58492,"Montevallo, AL Urban Area","Montevallo, AL",01117,6951,2645,5.069,0.025,33.097293,-86.866315
58519,"Montevideo, MN Urban Area","Montevideo, MN",27023,5314,2474,4.083,0.05,44.9512,-95.714501
58600,"Montgomery, AL Urban Area","Montgomery, AL",01101,252576,115673,145.1,0.946,32.391958,-86.285756
58708,"Monticello, AR Urban Area","Monticello, AR",05043,8349,4013,7.782,0.027,33.627185,-91.79357
58735,"Monticello, IL Urban Area","Monticello, IL",17147,6390,2835,3.92,0.002,40.034809,-88.573667
58762,"Monticello, IN Urban Area","Monticello, IN",18181,10635,7630,13.119,0.065,40.760939,-86.761772
58816,"Monticello, KY Urban Area","Monticello, KY",21231,6583,3236,6.453,0.04,36.843623,-84.848878
58830,"Monticello, MN Urban Area","Monticello, MN",27171,15669,5935,8.664,0.65,45.294103,-93.786294
58843,"Monticello, NY Urban Area","Monticello, NY",36105,13510,7144,9.85,0.62,41.653211,-74.676648
58951,"Montrose, CO Urban Area","Montrose, CO",08085,25360,11439,19.483,0.0,38.480934,-107.876079
58961,"Montrose, MN Urban Area","Montrose, MN",27171,6265,2340,2.753,0.754,45.075985,-93.920019
59167,"Morehead, KY Urban Area","Morehead, KY",21205,8652,3114,8.123,0.122,38.184722,-83.452592
59194,"Morehead City--Emerald Isle--Atlantic Beach, NC Urban Area","Morehead City, NC",37031,44879,38074,46.92,1.324,34.72909,-76.862201
59221,"Morgan City, LA Urban Area","Morgan City, LA",22101,29309,13181,19.732,0.903,29.690392,-91.216192
59275,"Morgantown, WV Urban Area","Morgantown, WV",54061,80245,38415,40.699,1.045,39.641226,-79.926412
59302,"Morrilton, AR Urban Area","Morrilton, AR",05029,6766,3000,5.721,0.065,35.159659,-92.741054
59329,"Morris, IL Urban Area","Morris, IL",17063,16322,7318,8.638,0.127,41.370401,-88.428801
59356,"Morris, MN Urban Area","Morris, MN",27149,5100,2136,3.363,0.0,45.585289,-95.907787
59410,"Morristown, TN Urban Area","Morristown, TN",47063,67737,29383,63.905,0.072,36.207779,-83.330278
59430,"Morro Bay, CA Urban Area","Morro Bay, CA",06079,13095,8670,5.307,0.001,35.388054,-120.859066
59491,"Moscow, ID Urban Area","Moscow, ID",16057,26388,10916,6.405,0.003,46.731741,-116.997162
59518,"Moses Lake, WA Urban Area","Moses Lake, WA",53025,38398,15308,27.674,3.795,47.141347,-119.292035
59572,"Moultrie, GA Urban Area","Moultrie, GA",13071,18904,8387,19.251,0.247,31.177346,-83.777392
59590,"Moundsville, WV Urban Area","Moundsville, WV",54051,12109,5465,4.451,0.0,39.930535,-80.739963
59653,"Mountain Grove, MO Urban Area","Mountain Grove, MO",29229,4225,2225,3.207,0.031,37.134177,-92.263756
59680,"Mountain Home, AR Urban Area","Mountain Home, AR",05005,17348,9103,16.131,0.016,36.337569,-92.387529
59707,"Mountain Home, ID Urban Area","Mountain Home, ID",16039,18186,7449,6.558,0.005,43.138398,-115.694083
59761,"Mountain Lake Park, MD Urban Area","Mountain Lake Park, MD",24023,4542,2561,4.374,0.016,39.408451,-79.388239
59779,"Mountain Top, PA Urban Area","Mountain Top, PA",42079,11049,4213,10.227,0.0,41.136931,-75.904498
59815,"Mount Airy, NC Urban Area","Mount Airy, NC",37171,16862,8309,20.334,0.17,36.511634,-80.612663
59842,"Mount Carmel, IL Urban Area","Mount Carmel, IL",17185,6849,3418,4.296,0.0,38.419436,-87.771078
59950,"Mount Horeb, WI Urban Area","Mount Horeb, WI",55025,7719,2927,2.985,0.0,43.007263,-89.730771
60085,"Mount Pleasant, IA Urban Area","Mount Pleasant, IA",19087,8825,3661,6.852,0.003,40.965573,-91.546215
60112,"Mount Pleasant, MI Urban Area","Mount Pleasant, MI",26073,31140,13572,14.763,0.18,43.594478,-84.760054
60166,"Mount Pleasant, TX Urban Area","Mount Pleasant, TX",48449,15102,5524,12.734,0.325,33.167205,-94.976338
60184,"Mount Plymouth, FL Urban Area","Mount Plymouth, FL",12069,5572,2434,4.033,0.157,28.807717,-81.531482
60223,"Mount Shasta, CA Urban Area","Mount Shasta, CA",06093,5504,3370,6.029,0.005,41.318052,-122.322955
60274,"Mount Sterling, KY Urban Area","Mount Sterling, KY",21173,13954,6409,11.681,0.051,38.064869,-83.931831
60328,"Mount Vernon, IL Urban Area","Mount Vernon, IL",17081,15094,7569,12.812,0.092,38.315355,-88.916107
60355,"Mount Vernon, IN Urban Area","Mount Vernon, IN",18129,6529,3180,4.84,0.024,37.92993,-87.901287
60382,"Mount Vernon, IA Urban Area","Mount Vernon, IA",19113,6074,2047,3.357,0.006,41.922495,-91.410907
60463,"Mount Vernon, OH Urban Area","Mount Vernon, OH",39083,19120,8955,9.494,0.164,40.390376,-82.47355
60490,"Mount Vernon, WA Urban Area","Mount Vernon, WA",53057,67648,26908,30.663,0.557,48.461058,-122.318653
60502,"Mount Washington, KY Urban Area","Mount Washington, KY",21029,21886,8343,13.004,0.065,38.041187,-85.570293
60517,"Mukwonago, WI Urban Area","Mukwonago, WI",55133,14816,5837,15.844,1.143,42.870297,-88.353371
60571,"Muleshoe, TX Urban Area","Muleshoe, TX",48017,5340,2116,2.686,0.0,34.228655,-102.73339
60598,"Mullins, SC Urban Area","Mullins, SC",45067,4714,2471,4.01,0.0,34.202786,-79.259528
60625,"Muncie, IN Urban Area","Muncie, IN",18035,85718,39625,48.202,0.251,40.198112,-85.407244
60652,"Muncy, PA Urban Area","Muncy, PA",42081,8840,3712,4.987,0.018,41.206167,-76.782031
60663,"Munds Park, AZ Urban Area","Munds Park, AZ",04005,481,2182,1.195,0.0,34.942207,-111.641056
60733,"Murfreesboro, TN Urban Area","Murfreesboro, TN",47149,183811,73648,86.132,0.133,35.8437,-86.406582
60787,"Murray, KY Urban Area","Murray, KY",21035,19552,8380,11.838,0.016,36.609697,-88.325908
60814,"Muscatine, IA Urban Area","Muscatine, IA",19139,24975,10798,16.033,0.04,41.420129,-91.06984
60841,"Muskegon--Norton Shores, MI Urban Area","Muskegon, MI",26121,167259,73495,112.063,6.56,43.158419,-86.208213
60868,"Muskogee, OK Urban Area","Muskogee, OK",40101,35730,16514,30.639,0.055,35.746812,-95.35616
60895,"Myrtle Beach--North Myrtle Beach, SC--NC Urban Area","Myrtle Beach, SC",45051,312728,200671,218.938,4.807,33.760451,-78.857484
60930,"Mystic Island--Little Egg Harbor, NJ Urban Area","Mystic Island, NJ",34029,23310,12246,12.975,0.93,39.590491,-74.349083
60949,"Nacogdoches, TX Urban Area","Nacogdoches, TX",48347,34444,14764,25.005,0.076,31.608284,-94.653299
60976,"Nampa, ID Urban Area","Nampa, ID",16027,188055,66567,65.864,0.165,43.603365,-116.596959
61003,"Nantucket, MA Urban Area","Nantucket, MA",25019,12582,8601,11.651,0.232,41.266045,-70.102433
61057,"Napa, CA Urban Area","Napa, CA",06055,84351,34920,20.348,0.168,38.309526,-122.291708
61084,"Napoleon, OH Urban Area","Napoleon, OH",39069,8561,4109,6.241,0.206,41.395094,-84.12609
61111,"Nappanee, IN Urban Area","Nappanee, IN",18039,7436,3168,4.321,0.001,41.445041,-85.998069
61165,"Nashua, NH--MA Urban Area","Nashua, NH",33011,240952,97495,195.561,3.586,42.828085,-71.500545
61219,"Nashville, GA Urban Area","Nashville, GA",13019,4900,2195,3.627,0.044,31.206031,-83.244602
61273,"Nashville-Davidson, TN Urban Area","Nashville, TN",47037,1164605,519020,584.954,5.308,36.125909,-86.691169
61327,"Natchez, MS--LA Urban Area","Natchez, MS",28001,25057,13345,22.39,0.015,31.557676,-91.404904
61354,"Natchitoches, LA Urban Area","Natchitoches, LA",22069,18739,8478,11.066,0.465,31.754426,-93.083408
61372,"Navarre--Miramar Beach--Destin, FL Urban Area","Navarre, FL",12091,230759,123761,119.619,8.325,30.433463,-86.657337
61381,"Navasota, TX Urban Area","Navasota, TX",48185,7291,3020,7.058,0.04,30.381824,-96.086477
61408,"Nebraska City, NE Urban Area","Nebraska City, NE",31131,7088,3059,4.191,0.0,40.675083,-95.862225
61435,"Needles, CA--AZ Urban Area","Needles, CA",06071,8361,4263,5.551,0.175,34.845219,-114.608928
61489,"Nelsonville, OH Urban Area","Nelsonville, OH",39009,3702,2028,3.115,0.004,39.460172,-82.221368
61543,"Neosho, MO Urban Area","Neosho, MO",29145,12612,5109,9.759,0.01,36.847286,-94.383367
61570,"Nephi, UT Urban Area","Nephi, UT",49023,6665,2114,3.513,0.0,39.709456,-111.831267
61597,"Nevada, IA Urban Area","Nevada, IA",19169,6967,3261,3.684,0.011,42.015954,-93.452624
61624,"Nevada, MO Urban Area","Nevada, MO",29217,8386,4092,6.115,0.034,37.837606,-94.354685
61651,"New Albany, MS Urban Area","New Albany, MS",28145,6308,2959,8.213,0.04,34.492286,-89.02172
61678,"Newark, NY Urban Area","Newark, NY",36117,13555,6340,8.828,0.102,43.047674,-77.066358
61705,"Newark, OH Urban Area","Newark, OH",39089,81650,36238,44.09,3.439,40.021637,-82.449886
61786,"New Bedford, MA Urban Area","New Bedford, MA",25005,153110,67219,59.307,5.0,41.66492,-70.937674
61813,"Newberg, OR Urban Area","Newberg, OR",41071,30203,11707,10.661,0.016,45.299099,-122.978146
61840,"New Bern, NC Urban Area","New Bern, NC",37049,47351,23959,41.283,1.335,35.092713,-77.071774
61894,"Newberry, SC Urban Area","Newberry, SC",45071,12054,5504,10.418,0.012,34.28473,-81.614841
61921,"New Boston, TX Urban Area","New Boston, TX",48037,4579,2124,3.728,0.003,33.45812,-94.416267
61948,"New Braunfels, TX Urban Area","New Braunfels, TX",48091,109999,46383,50.426,0.828,29.692064,-98.112474
62083,"New Carlisle, OH Urban Area","New Carlisle, OH",39023,5517,2205,1.524,0.009,39.942322,-84.029874
62110,"New Castle, CO Urban Area","New Castle, CO",08045,5830,2153,2.22,0.028,39.576088,-107.534276
62137,"New Castle, IN Urban Area","New Castle, IN",18065,18141,8847,7.671,0.018,39.915011,-85.369608
62164,"New Castle, PA Urban Area","New Castle, PA",42073,39557,19278,28.628,0.283,41.008338,-80.350802
62353,"New Freedom--Shrewsbury, PA Urban Area","New Freedom, PA",42133,12688,5109,6.12,0.009,39.759232,-76.672942
62407,"New Haven, CT Urban Area","New Haven, CT",09009,556433,247129,298.012,9.897,41.320655,-72.878698
62434,"New Iberia, LA Urban Area","New Iberia, LA",22045,36695,17097,24.818,0.271,29.990225,-91.821824
62488,"New Lexington, OH Urban Area","New Lexington, OH",39127,4644,1982,2.171,0.002,39.716689,-82.209103
62515,"New London, WI Urban Area","New London, WI",55135,7524,3458,4.581,0.082,44.38873,-88.74194
62569,"Newman, CA Urban Area","Newman, CA",06099,12342,3973,2.085,0.0,37.315353,-121.020811
62623,"New Martinsville, WV--OH Urban Area","New Martinsville, WV",54103,5448,2616,3.856,0.062,39.645615,-80.863942
