ZCTA5,Primary County,Primary County Subdivision,Primary Place,Primary Urban Area,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
95060,06087,0608793665,0607470,79336,46527,20349,54.548,0.063,36.9932,-122.0984
95062,06087,0608792900,0669112,79336,36369,16736,5.053,0.117,36.973969,-121.989846
95064,06087,0608792900,0669112,79336,9832,552,1.702,0.0,36.991596,-122.058868
95065,06087,0608792900,0641922,79336,8125,2986,10.943,0.0,37.032242,-121.984402
95066,06087,0608792900,0670588,79336,15233,6710,18.724,0.0,37.067198,-122.014521
95070,06085,0608592830,0670280,79039,31688,11877,28.322,0.027,37.254929,-122.052181
95073,06087,0608792900,0672688,79336,11408,4650,22.9,0.0,37.04068,-121.93174
95075,06069,0606992760,0680364,,566,184,91.95,0.067,36.793553,-121.191975
95076,06087,0608793590,0636613,92890,83716,26297,135.094,0.994,36.945781,-121.756058
95110,06085,0608592830,0668000,79039,20314,7673,4.546,0.0,37.346572,-121.909747
95111,06085,0608592830,0668000,79039,59761,16168,5.805,0.007,37.283853,-121.826869
95112,06085,0608592830,0668000,79039,58775,22761,7.27,0.0,37.344599,-121.88344
95113,06085,0608592830,0668000,79039,2161,1486,0.348,0.0,37.334013,-121.890443
95116,06085,0608592830,0668000,79039,50436,13953,3.564,0.0,37.350471,-121.852554
95117,06085,0608592830,0668000,79039,28663,11293,2.32,0.0,37.310072,-121.962184
95118,06085,0608592830,0668000,79039,32827,11978,4.066,0.061,37.255364,-121.891912
95119,06085,0608592830,0668000,79039,10461,3464,4.252,0.003,37.226971,-121.788682
95120,06085,0608592830,0668000,79039,38003,12864,39.301,0.346,37.185746,-121.842738
95121,06085,0608592830,0668000,79039,36657,9994,4.445,0.0,37.304611,-121.809773
95122,06085,0608592830,0668000,79039,52555,12482,4.782,0.0,37.329224,-121.834821
95123,06085,0608592830,0668000,79039,70952,24780,7.822,0.051,37.244238,-121.831604
95124,06085,0608592830,0668000,79039,51803,17941,6.588,0.0,37.256831,-121.922815
95125,06085,0608592830,0668000,79039,53333,22028,7.285,0.0,37.295599,-121.894071
95126,06085,0608592830,0668000,79039,36996,16412,3.326,0.0,37.326922,-121.916779
95127,06085,0608592830,0668000,79039,62269,16791,19.031,0.038,37.371671,-121.787097
95128,06085,0608592830,0668000,79039,33653,14922,3.931,0.0,37.315884,-121.936431
95129,06085,0608592830,0668000,79039,39797,15016,4.563,0.0,37.305958,-122.00072
95130,06085,0608592830,0668000,79039,13376,4847,1.439,0.0,37.277676,-121.986238
95131,06085,0608592830,0668000,79039,31335,10044,5.775,0.0,37.387267,-121.897948
95132,06085,0608590680,0668000,79039,40981,12417,27.353,0.001,37.418446,-121.787978
95133,06085,0608592830,0668000,79039,28749,9198,3.261,0.0,37.371723,-121.860556
95134,06085,0608592830,0668000,79039,30916,14872,10.808,0.0,37.430021,-121.945263
95135,06085,0608590680,0668000,79039,21402,7793,129.442,0.873,37.223357,-121.525695
95136,06085,0608592830,0668000,79039,47294,16484,5.203,0.019,37.271379,-121.852512
95138,06085,0608590680,0668000,79039,19420,5707,26.036,0.003,37.245612,-121.748865
95139,06085,0608592830,0668000,79039,7232,2156,1.205,0.0,37.224877,-121.763856
95140,06085,0608590680,,,91,90,76.847,0.054,37.351498,-121.640881
95148,06085,0608592830,0668000,79039,45688,12208,7.883,0.095,37.333429,-121.781668
95202,06077,0607793240,0675000,85087,6000,3976,1.06,0.007,37.959736,-121.288287
95203,06077,0607793240,0675000,85087,16237,5910,6.165,0.581,37.954302,-121.32932
95204,06077,0607793240,0675000,85087,30406,12153,5.302,0.264,37.973736,-121.319246
95205,06077,0607793240,0675000,85087,40128,11449,8.991,0.012,37.964578,-121.259841
95206,06077,0607793240,0675000,85087,68031,18523,133.24,2.779,37.908471,-121.395306
95207,06077,0607793240,0675000,85087,52877,20179,7.246,0.182,38.002125,-121.324979
95209,06077,0607793240,0675000,85087,46756,13746,8.238,0.159,38.046863,-121.352802
95210,06077,0607793240,0675000,85087,42654,12607,7.604,0.08,38.031786,-121.297886
95211,06077,0607793240,0675000,85087,1676,0,0.099,0.016,37.980264,-121.311149
95212,06077,0607793240,0675000,85087,27848,8065,21.182,0.137,38.049939,-121.23297
95215,06077,0607793240,0683626,85087,25647,7363,92.819,0.21,37.949395,-121.157059
95219,06077,0607793240,0675000,85087,30165,11507,116.861,23.249,38.037428,-121.512498
95220,06077,0607791700,0619440,50851,8244,2895,58.059,0.674,38.200231,-121.235031
95221,06009,0600990060,0602112,,398,141,0.232,0.0,38.072286,-120.548466
95222,06009,0600990060,0602112,,5236,2896,151.798,1.631,38.05133,-120.590173
95223,06003,0600391890,0602770,,2470,7230,426.787,1.774,38.446323,-119.812958
95224,06009,0600990105,0603316,,311,323,11.524,0.036,38.231324,-120.322688
95225,06009,0600992740,,,1019,387,9.688,0.04,38.202552,-120.864148
95226,06009,0600992740,,,0,0,3.856,0.129,38.237473,-120.86645
95227,06077,0607791690,,,1180,375,38.06,2.981,38.210353,-121.051256
95228,06009,0600990060,0616210,,4648,2505,91.405,1.285,37.907265,-120.688327
95230,06099,0609992210,0623630,,513,253,136.878,1.678,37.99765,-120.894682
95231,06077,0607793240,0626028,85087,4865,830,10.764,0.07,37.873793,-121.290146
95232,06009,0600990105,,,202,67,4.951,0.0,38.360526,-120.577243
95233,06009,0600990105,0603316,,233,233,1.611,0.0,38.186187,-120.368557
95236,06077,0607791630,0641670,,4518,1863,127.521,0.796,38.044271,-121.039254
95237,06077,0607791690,0642104,,3992,1479,7.415,0.009,38.153954,-121.146561
95240,06077,0607791690,0642202,50851,50245,17347,68.187,0.43,38.123544,-121.159078
95242,06077,0607793340,0642202,50851,27433,10831,90.87,1.819,38.137068,-121.384546
95245,06009,0600992740,0659220,,2813,1336,69.81,0.085,38.302747,-120.609465
95246,06009,0600992740,0649628,,1548,677,69.074,0.056,38.249708,-120.488857
95247,06009,0600990060,0650034,,4022,2559,47.025,0.036,38.136093,-120.443942
95248,06009,0600990105,0659220,,106,140,31.582,0.156,38.317709,-120.461112
95249,06009,0600992740,0664420,,4908,1978,81.228,0.051,38.18995,-120.619555
95251,06009,0600990060,0681652,,521,353,12.217,0.005,38.080062,-120.45358
95252,06009,0600992740,0659426,73315,14622,5565,113.997,8.287,38.158628,-120.843247
95253,06077,0607791690,0682562,,504,136,1.683,0.0,38.147169,-121.195284
95254,06009,0600992740,0683304,,350,189,4.876,2.692,38.199838,-120.964242
95255,06009,0600990105,0684732,,1787,1086,44.129,0.052,38.419852,-120.480023
95257,06009,0600990105,,,398,290,11.762,0.062,38.379926,-120.468017
95258,06077,0607791700,0686230,50851,3885,1576,3.219,0.146,38.172065,-121.308915
95301,06047,0604791960,0603162,56251,41660,13173,76.064,0.005,37.306149,-120.655999
95303,06047,0604791670,0603708,,891,327,28.892,0.021,37.470288,-120.671083
95304,06077,0607793400,0680238,88280,15235,4982,153.471,2.808,37.680641,-121.381561
95305,06109,0610991190,0631372,,158,131,58.261,2.245,37.815927,-120.361092
95306,06043,0604391880,0612062,,784,434,166.493,1.356,37.362898,-120.119424
95307,06099,0609991980,0612524,58006,47978,13383,32.824,0.0,37.555809,-120.953852
95309,06109,0610993080,0613182,,0,0,0.018,0.0,37.87142,-120.432387
95310,06109,0610993470,0614904,83073,1849,920,44.729,1.031,38.085839,-120.37855
95311,06043,0604390600,0630900,,2182,1526,242.094,3.914,37.705686,-120.091035
95312,06047,0604790150,0617078,,284,73,0.98,0.0,37.421071,-120.652983
95313,06099,0609992120,0648354,,860,422,45.737,0.362,37.417958,-121.051042
95315,06047,0604791670,0618464,23080,13317,3665,18.942,0.103,37.422791,-120.774354
95316,06099,0609991350,0618856,89083,7154,2528,81.801,0.064,37.539625,-120.668689
95317,06047,0604791960,0622286,,948,289,46.188,0.093,37.12738,-120.506433
95318,06043,0604391880,0622328,,522,341,57.115,0.222,37.666045,-119.807549
95319,06099,0609993580,0622622,58006,1651,578,2.525,0.063,37.629004,-120.885131
95320,06077,0607790900,0622790,27820,12385,4916,88.729,0.542,37.818556,-121.006905
95321,06109,0610993470,0657244,,4068,3685,449.095,7.334,37.931691,-119.836151
95322,06047,0604791210,0670028,36055,9392,3753,169.391,3.572,37.18197,-121.019969
95323,06099,0609991350,0633504,92539,1516,486,31.311,0.448,37.604536,-120.68369
95324,06047,0604791290,0633861,,8763,2802,40.156,0.433,37.393149,-120.898989
95325,06043,0604391880,0634708,,44,29,29.759,0.032,37.480803,-120.244862
95326,06099,0609991350,0634904,58006,10672,4233,26.501,0.318,37.589098,-120.855436
95327,06109,0610993080,0637106,83073,8788,3274,158.768,13.354,37.84753,-120.486557
95328,06099,0609991980,0638422,58006,3856,1146,0.904,0.0,37.558036,-120.909415
95329,06109,0610991190,0639484,,2394,1380,116.57,15.186,37.67763,-120.41805
95330,06077,0607791870,0640704,85087,30051,7968,21.525,1.284,37.81345,-121.317273
95333,06047,0604792500,0641040,,3157,903,122.325,0.0,37.244674,-120.242741
95334,06047,0604791670,0642006,50581,17302,4325,56.473,0.147,37.349677,-120.751284
95335,06109,0610993470,0642622,,58,875,41.064,0.06,38.124887,-120.093146
95336,06077,0607791870,0645484,54145,49145,16714,38.336,0.029,37.830267,-121.20102
95337,06077,0607791870,0645484,54145,44192,13567,45.425,0.762,37.743039,-121.23838
95338,06043,0604391880,0645932,,10102,5541,340.087,5.168,37.507011,-119.983789
95340,06047,0604791960,0646898,56251,36833,13171,51.957,0.753,37.340087,-120.406406
95341,06047,0604791960,0646898,56251,34541,9329,146.825,1.414,37.231045,-120.501072
95345,06043,0604391880,0647374,,528,323,38.023,0.068,37.590894,-119.96346
95346,06109,0610993470,0648298,83073,1041,1351,5.109,0.003,38.070475,-120.173353
95348,06047,0604793050,0646898,56251,35853,11979,58.995,0.128,37.420522,-120.499608
95350,06099,0609991980,0648354,58006,55368,20100,8.836,0.0,37.67173,-121.007285
95351,06099,0609991980,0648354,58006,48134,14041,8.893,0.178,37.624124,-120.997319
95354,06099,0609991980,0648354,58006,25100,9359,7.654,0.086,37.639029,-120.964772
95355,06099,0609991980,0648354,58006,60338,21847,9.346,0.031,37.672906,-120.946594
95356,06099,0609992720,0648354,58006,33033,11628,22.212,0.148,37.718573,-121.032309
95357,06099,0609993580,0648354,58006,14403,4396,39.35,0.129,37.671153,-120.886268
95358,06099,0609992720,0648354,58006,31268,8761,116.274,2.745,37.611634,-121.107858
95360,06099,0609992120,0651140,62569,13781,4553,61.814,1.582,37.326002,-121.038891
95361,06099,0609992210,0652694,64270,35107,13161,217.412,3.685,37.79219,-120.785662
95363,06099,0609992120,0656112,67861,29784,8570,478.311,0.569,37.373888,-121.251453
95364,06109,0610993470,,,0,367,197.075,3.148,38.2247,-119.759979
95365,06047,0604792500,0657582,,3882,1306,3.665,0.0,37.301183,-120.331482
95366,06077,0607792620,0661026,75198,18500,6814,34.319,0.339,37.762766,-121.125277
95367,06099,0609991980,0661068,58006,25162,7648,5.252,0.059,37.7297,-120.946758
95368,06099,0609992720,0664210,58006,14849,4350,3.061,0.029,37.713269,-121.085404
95369,06047,0604793050,0639484,,778,416,156.092,2.123,37.525404,-120.40425
95370,06109,0610990835,0656870,83073,28548,13725,103.096,2.184,37.984401,-120.348066
95372,06109,0610993470,0672772,83073,1639,653,2.42,0.005,37.991289,-120.262791
95374,06047,0604791290,0674144,,1581,672,44.452,0.794,37.316807,-120.855753
95375,06109,0610993470,0675322,,64,376,13.947,0.068,38.225689,-119.960116
95376,06077,0607793400,0680238,88280,55038,17296,7.617,0.0,37.736819,-121.433998
95377,06077,0607793400,0680238,88280,35001,9524,109.961,0.028,37.674004,-121.516857
95379,06109,0610993470,0680763,,3828,1769,25.885,0.121,37.966386,-120.212648
95380,06099,0609993460,0680812,89083,44204,15537,77.155,0.033,37.47423,-120.875248
95382,06099,0609993460,0680812,89083,38727,13767,10.945,0.027,37.527558,-120.851106
95383,06109,0610993470,0680966,83073,3415,3279,66.222,0.242,38.092995,-120.232807
95385,06099,0609992420,,,531,208,26.845,0.487,37.609821,-121.248495
95386,06099,0609993580,0683612,92539,10387,3206,94.684,3.669,37.66729,-120.622092
95387,06099,0609992420,0684480,,1215,306,21.522,0.0,37.554375,-121.244651
95388,06047,0604790150,0686076,56251,13518,4024,37.696,0.163,37.421299,-120.599587
95389,06043,0604393804,0686912,,1963,751,300.718,2.005,37.784127,-119.428263
95391,06001,0600191660,0649582,88280,23696,6583,26.854,0.499,37.78079,-121.598048
95401,06097,0609792940,0670098,79498,36905,14191,20.904,0.015,38.449137,-122.793752
95403,06097,0609792940,0670098,79498,44677,16931,21.54,0.041,38.503685,-122.754057
95404,06097,0609792940,0670098,79498,37437,16818,75.39,0.017,38.525733,-122.690443
95405,06097,0609792940,0670098,79498,23748,9609,5.016,0.032,38.438136,-122.669057
95407,06097,0609792940,0670098,79498,42138,13258,21.611,0.0,38.394656,-122.745932
95409,06097,0609792940,0670098,79498,26158,12689,34.993,0.211,38.468485,-122.582138
95410,06045,0604591938,0600716,,797,526,30.024,0.421,39.23494,-123.699854
95412,06097,0609792682,,,271,167,90.321,0.017,38.712606,-123.314146
95415,06045,0604591938,0607512,,1383,659,55.292,0.0,39.020509,-123.367549
95417,06045,0604591580,,,211,63,23.999,0.0,39.687908,-123.650699
95419,06097,0609792682,0653266,,169,177,0.065,0.0,38.423469,-122.958181
95420,06045,0604591938,0611768,,351,176,7.28,0.123,39.359358,-123.766011
95421,06097,0609792682,0612146,,1679,1214,143.387,0.073,38.583569,-123.18267
95422,06033,0603390503,0613945,17479,16998,8117,26.884,10.136,38.985515,-122.642535
95423,06033,0603391795,0673690,63232,3322,2449,122.434,2.231,39.067376,-122.62972
95425,06097,0609790510,0614190,18181,11331,4521,192.08,3.778,38.823053,-123.063859
95426,06033,0603390545,0614302,,1178,1014,28.658,0.02,38.833425,-122.734061
95427,06045,0604591938,0615030,,589,287,56.372,0.0,39.253239,-123.569247
95428,06045,0604590610,0616728,,2775,1307,274.669,0.844,39.824803,-123.179609
95429,06045,0604590610,,,118,85,25.414,0.019,39.756049,-123.358701
95430,06097,0609792682,,,0,17,0.238,0.129,38.461425,-123.047186
95431,06097,0609793070,,83008,76,0,0.12,0.0,38.349069,-122.516176
95432,06045,0604591938,,,614,401,72.018,0.245,39.108492,-123.64542
95435,06033,0603391455,,,347,83,0.014,0.0,39.003149,-122.874798
95436,06097,0609792682,0624960,,6008,2731,21.253,0.28,38.486828,-122.905617
95437,06045,0604591030,0625058,30574,14865,7706,177.391,0.634,39.443949,-123.68592
95439,06097,0609792940,0628014,79498,782,303,2.667,0.0,38.490556,-122.775906
95441,06097,0609790510,0629420,,1819,888,157.17,3.618,38.721626,-123.047292
95442,06097,0609793070,0630028,83008,2592,1516,24.961,0.036,38.378218,-122.516487
95443,06033,0603391795,,63232,190,35,4.172,0.0,39.050131,-122.739631
95444,06097,0609792980,0630812,80405,516,251,0.314,0.0,38.432624,-122.869241
95445,06045,0604592510,0602028,,2012,1261,89.194,0.341,38.83252,-123.472532
95446,06097,0609792682,0631470,,4709,3245,31.046,0.17,38.519427,-123.010679
95448,06097,0609791270,0633056,79498,16745,8463,184.838,0.923,38.622985,-122.889121
95449,06045,0604591330,0634652,,1785,757,138.523,0.349,38.936137,-123.119445
95450,06097,0609792682,0678715,,272,295,37.378,0.615,38.509805,-123.208042
95451,06033,0603390545,0613985,17514,12957,6325,92.862,9.79,38.922136,-122.789564
95452,06097,0609792940,0638156,79498,1240,669,16.394,0.0,38.429598,-122.536744
95453,06033,0603391540,0651990,47071,11254,5522,87.028,0.608,39.045931,-122.941077
95454,06045,0604591580,0640928,,1714,1064,306.555,0.107,39.784048,-123.49579
95456,06045,0604591938,0641866,,775,782,11.331,0.22,39.258886,-123.759164
95457,06033,0603391775,0644350,17479,3252,1684,147.922,3.132,38.924036,-122.549083
95458,06033,0603391795,0644406,63232,3303,2103,34.888,14.188,39.109008,-122.777635
95459,06045,0604592510,0645386,,853,545,59.337,0.059,38.976628,-123.604854
95460,06045,0604591938,0646814,,2349,1414,34.58,1.128,39.305245,-123.748616
95461,06033,0603391975,0633549,,3909,1666,121.874,0.849,38.754006,-122.55211
95462,06097,0609792682,0648928,,1091,988,3.616,0.129,38.473361,-123.021541
95463,06045,0604591938,,,88,97,7.23,0.0,39.18956,-123.580591
95464,06033,0603393505,0651294,63232,2466,1414,2.537,0.005,39.126246,-122.847075
95465,06097,0609792682,0607246,,1251,982,48.079,0.291,38.417342,-123.046012
95466,06045,0604591938,0656868,,880,376,102.801,0.041,39.056924,-123.505651
95467,06033,0603391975,0633549,,5795,2449,7.356,0.145,38.812954,-122.548099
95468,06045,0604592510,0657876,,1822,883,60.69,2.942,38.918887,-123.605684
95469,06045,0604592592,0658506,,1323,823,184.584,3.321,39.398936,-123.075253
95470,06045,0604592592,0660214,89380,6068,2371,69.563,0.18,39.299023,-123.239243
95471,06097,0609792682,0631470,,780,499,3.549,0.0,38.532224,-122.97359
95472,06097,0609792980,0653266,80405,28443,12637,70.264,0.041,38.398815,-122.861923
95476,06097,0609793070,0672646,83008,36386,16749,107.637,0.503,38.255842,-122.460908
95480,06097,0609792682,,,6,2,5.391,0.0,38.684685,-123.368051
95482,06045,0604593490,0681134,89380,34183,12770,294.154,3.258,39.136804,-123.261089
95485,06033,0603393505,0681358,63232,2909,1256,86.984,0.858,39.20847,-122.92572
95486,06097,0609792682,0648928,,27,27,0.019,0.0,38.474137,-123.024203
95488,06045,0604591580,,,366,376,61.341,0.117,39.727177,-123.789174
95490,06045,0604593740,0608530,95671,14360,6170,430.119,0.342,39.47932,-123.34816
95492,06097,0609791270,0685922,79498,28096,10233,19.788,0.017,38.530486,-122.811835
95493,06033,0603393505,,,144,68,7.857,0.025,39.222323,-122.985488
95494,06045,0604592510,,,151,110,124.652,0.0,38.896447,-123.343183
95497,06097,0609792682,0670712,,1224,1836,15.236,0.107,38.725274,-123.458314
95501,06023,0602390930,0623042,28198,23706,10710,7.339,4.399,40.80201,-124.144824
95503,06023,0602390930,0657204,28198,24072,10586,83.719,0.872,40.738403,-124.107815
95511,06023,0602391100,0600786,,102,94,41.264,0.217,40.166028,-123.584144
95514,06023,0602391100,,,117,148,102.855,0.121,40.286741,-123.662286
95519,06023,0602392170,0644910,52672,18781,8106,53.767,0.357,40.963005,-124.052501
95521,06023,0602390100,0602476,02930,21712,9715,60.364,11.151,40.843356,-124.045334
95524,06023,0602390100,0636420,02930,1700,665,8.122,0.004,40.820835,-124.050022
95525,06023,0602392170,0607162,,1358,828,92.716,0.123,40.953782,-123.824438
95526,06023,0602391050,0645092,,638,409,126.164,0.174,40.461528,-123.676487
95527,06105,0610592202,0609150,,701,463,143.696,0.001,40.950917,-123.421121
95528,06023,0602391050,,,1555,684,87.882,0.158,40.496986,-123.930811
95531,06015,0601593040,0606150,20908,23029,8767,189.379,5.991,41.862668,-124.130542
95536,06023,0602390980,0623910,,3258,1417,162.743,1.27,40.501241,-124.209928
95537,06023,0602390930,0624022,28198,629,148,0.298,2.423,40.727152,-124.219177
95538,06015,0601590620,0625086,,1022,472,1.892,0.0,41.868335,-124.154257
95540,06023,0602391050,0625296,30979,14415,6116,34.02,0.519,40.566787,-124.125976
95542,06023,0602391100,0605262,,2862,1537,219.534,0.223,40.093254,-123.759831
95543,06015,0601593040,0629154,,376,328,141.244,0.251,41.888836,-123.802766
95545,06023,0602390980,,,492,138,135.966,0.0,40.261551,-124.086134
95546,06023,0602393745,0634540,,2666,1063,87.474,1.389,41.185995,-123.731494
95547,06023,0602391050,0636126,,1121,520,10.394,0.0,40.569463,-124.077504
95548,06015,0601591490,0638702,,1034,570,55.843,1.658,41.589864,-124.06069
95549,06023,0602390100,,,1140,414,138.769,0.088,40.666676,-123.908382
95550,06023,0602392170,,,213,114,135.749,0.213,40.78112,-123.835974
95551,06023,0602391050,0642328,28198,1789,684,42.392,7.838,40.674987,-124.231146
95552,06105,0610591860,0663386,,423,537,136.889,1.713,40.344419,-123.417217
95553,06023,0602391100,0648060,,1037,506,70.159,0.16,40.231152,-123.868597
95554,06023,0602391100,0650146,,313,172,32.667,0.244,40.296384,-123.777138
95555,06023,0602393745,0654218,,370,240,111.252,4.803,41.302551,-123.977637
95556,06023,0602393745,,,692,289,167.842,0.852,41.307717,-123.587415
95558,06023,0602390980,,,246,213,168.445,0.294,40.33758,-124.261177
95559,06023,0602391100,0656854,,0,74,18.4,0.034,40.190281,-123.748297
95560,06023,0602391100,0660088,,1337,863,16.69,0.057,40.142727,-123.838819
95562,06023,0602391100,0660900,,3396,1523,16.548,0.331,40.4412,-124.100415
95563,06105,0610592202,0664378,,911,389,66.074,0.065,40.894251,-123.56406
95564,06023,0602390100,0664392,28198,564,269,3.347,1.532,40.79088,-124.204748
95565,06023,0602391100,0670518,,860,413,33.686,0.666,40.455186,-124.015198
95567,06015,0601593040,0672380,,2001,966,62.503,0.559,41.950683,-124.097094
95568,06093,0609391240,,,224,70,97.003,1.062,41.484857,-123.491487
95569,06023,0602391100,0659906,,91,112,54.807,0.479,40.361364,-123.862122
95570,06023,0602392170,0684385,,2523,1527,52.381,4.616,41.113752,-124.08264
95571,06023,0602391100,0684004,,30,63,6.579,0.045,40.365541,-123.94428
95573,06023,0602393745,0685642,,1417,1066,119.986,0.698,40.914926,-123.668723
95585,06045,0604591580,0641026,,545,336,58.636,0.0,39.858717,-123.666166
95587,06045,0604591580,,,0,29,19.142,0.0,39.969684,-123.75537
95589,06023,0602391100,0671372,,1153,1068,152.794,0.0,40.061443,-123.979797
95595,06105,0610591860,,,143,136,552.764,0.049,40.087565,-123.153498
95601,06005,0600593300,0601514,42049,352,199,2.063,0.033,38.424865,-120.830278
95602,06061,0606190160,0639690,04130,18610,8004,49.677,0.655,38.991491,-121.103544
95603,06061,0606190160,0603204,04130,28366,12799,35.764,0.659,38.911346,-121.08576
95604,06061,0606191550,0611418,41100,34,119,0.05,0.0,39.238526,-120.071431
95605,06113,0611390850,0684816,77068,14291,5372,3.899,0.168,38.593521,-121.539867
95606,06113,0611390910,0608506,,185,98,37.386,0.0,38.756412,-122.193271
95607,06113,0611390910,0622846,,235,127,132.46,0.213,38.830616,-122.126037
95608,06067,0606792690,0611390,77068,63715,27635,13.228,0.233,38.626935,-121.331191
95610,06067,0606792690,0613588,77068,46219,17925,7.928,0.0,38.694923,-121.272207
95612,06113,0611390500,0613784,,1462,499,63.607,3.533,38.384706,-121.578721
95613,06017,0601792190,0614764,,0,27,1.13,0.0,38.81263,-120.891712
95614,06017,0601792190,0603205,,4479,1809,31.755,0.03,38.886238,-120.979699
95615,06067,0606791416,0616714,,1147,433,21.156,0.541,38.310755,-121.541817
95616,06113,0611390640,0618100,22420,52090,19754,29.855,0.033,38.554147,-121.798514
95618,06113,0611390640,0618100,22420,26946,10610,32.13,0.047,38.543019,-121.690538
95619,06017,0601793150,0619220,69832,6414,2762,5.936,0.039,38.680605,-120.814261
95620,06095,0609590700,0619402,24283,22004,7847,241.267,2.885,38.404935,-121.754379
95621,06067,0606792690,0613588,77068,42089,16962,6.675,0.0,38.695494,-121.308624
95623,06017,0601793150,0619220,69832,4488,1739,44.66,0.018,38.632532,-120.844015
95624,06067,0606790870,0622020,77068,67915,20836,45.553,0.043,38.43415,-121.305874
95625,06095,0609593520,0622146,,88,65,0.921,0.0,38.357311,-121.908639
95626,06067,0606792690,0622524,77068,5845,2004,37.697,0.0,38.733794,-121.489006
95627,06113,0611390910,0622846,,4137,1482,52.319,0.311,38.734513,-122.025346
95628,06067,0606792690,0623294,77068,44256,17511,12.892,0.359,38.652096,-121.254384
95629,06005,0600593300,0623980,,747,477,57.029,0.0,38.512788,-120.687523
95630,06067,0606791010,0624638,77068,76599,29135,26.192,2.187,38.662781,-121.140107
95631,06061,0606191020,0624834,,6244,2739,173.981,0.543,39.054944,-120.753975
95632,06067,0606791090,0628112,32451,31217,10533,113.26,0.633,38.274451,-121.259201
95633,06017,0601792190,0629350,,3305,1403,39.46,0.039,38.849203,-120.822384
95634,06017,0601792190,0629350,,3878,2060,118.611,0.057,38.900629,-120.706782
95635,06017,0601792190,0629350,,948,429,29.548,0.042,38.910748,-120.908621
95636,06017,0601793150,0631302,,1374,582,11.469,0.0,38.611654,-120.48682
95637,06113,0611390910,0631540,,276,162,42.28,0.0,38.853015,-122.27287
95638,06067,0606791090,0613854,,2246,815,80.227,0.588,38.342678,-121.070132
95639,06067,0606792690,0634484,,314,109,4.633,0.484,38.40854,-121.495365
95640,06005,0600591410,0610044,41509,12518,4153,131.397,6.326,38.341467,-120.940112
95641,06067,0606791416,0683374,,1517,1105,41.984,2.772,38.155571,-121.604816
95642,06005,0600591430,0636980,42049,7152,3310,66.481,1.865,38.343506,-120.763948
95645,06113,0611391500,0662168,,1162,510,123.802,2.365,38.894035,-121.796808
95646,06003,0600391890,0638646,,249,607,53.386,1.888,38.631743,-120.015362
95648,06061,0606191605,0641474,77068,55350,21738,144.298,0.955,38.922812,-121.312005
95650,06061,0606192645,0643140,77068,14098,5492,22.875,0.675,38.809175,-121.171375
95651,06017,0601792190,0614764,,738,285,13.366,0.0,38.820884,-120.93519
95652,06067,0606792690,0644760,77068,1193,345,3.737,0.0,38.662638,-121.400828
95653,06113,0611390910,0645064,,455,198,5.493,0.008,38.697075,-121.978414
95655,06067,0606792555,0646226,77068,4954,1648,9.529,0.025,38.549228,-121.278598
95658,06061,0606190160,0651000,77068,5974,2455,23.304,0.462,38.881183,-121.169014
95659,06101,0610193180,0620900,,790,335,45.928,0.717,38.858745,-121.589913
95660,06067,0606792690,0651924,77068,35458,11484,6.355,0.0,38.678867,-121.3805
95661,06061,0606192660,0662938,77068,32827,13736,8.954,0.0,38.741274,-121.249266
95662,06067,0606792690,0654092,77068,32436,13223,10.806,0.154,38.689174,-121.218435
95663,06061,0606192645,0656546,77068,2659,1175,8.701,0.0,38.857372,-121.182526
95664,06017,0601792190,,,1133,552,36.744,4.631,38.801281,-121.037856
95665,06005,0600592470,0657148,,4693,2329,20.26,0.004,38.395176,-120.652755
95666,06005,0600592470,0608680,,5885,3829,83.975,2.251,38.541376,-120.329097
95667,06017,0601792190,0619220,69832,36084,15719,169.08,0.27,38.733395,-120.791347
95668,06101,0610193180,0662938,,507,241,64.98,0.154,38.827555,-121.495182
95669,06005,0600593300,0657834,,2514,1074,75.72,0.065,38.489518,-120.891642
95670,06067,0606792555,0659444,77068,59449,22956,12.917,0.343,38.604268,-121.280327
95671,06067,0606791010,0624638,77068,4478,24,1.477,0.064,38.694464,-121.153753
95672,06017,0601793150,0610256,77068,5744,2116,21.745,0.064,38.72226,-120.992955
95673,06067,0606792690,0660942,77068,16665,5278,16.253,0.067,38.690518,-121.465662
95674,06101,0610193180,0660970,,859,322,31.862,0.0,38.953949,-121.481896
95675,06005,0600593300,0661124,,487,140,0.202,0.0,38.545458,-120.742909
95676,06101,0610191970,0662168,,113,35,1.263,0.003,38.87433,-121.713844
95677,06061,0606192645,0662364,77068,28591,10923,9.724,0.022,38.79292,-121.232006
95678,06061,0606192660,0662938,77068,45210,18181,11.425,0.0,38.765353,-121.288473
95679,06113,0611390910,0663302,,131,100,5.907,0.213,38.916595,-122.285276
95680,06067,0606791416,0683374,,9,9,2.329,0.0,38.241412,-121.57832
95681,06061,0606191605,0671414,,1370,417,15.612,0.0,38.998092,-121.354198
95682,06017,0601793150,0610256,77068,29750,12234,89.883,0.121,38.598969,-120.963066
95683,06067,0606793030,0659506,,6330,2671,86.361,0.336,38.511992,-121.096261
95684,06017,0601793150,0631302,,2913,1637,159.809,0.059,38.566104,-120.501215
95685,06005,0600593300,0677392,42049,4703,2382,39.977,0.005,38.434012,-120.762015
95686,06077,0607793340,0678568,,1194,436,32.394,1.365,38.157794,-121.520223
