ZCTA5,Primary County,Primary County Subdivision,Primary Place,Primary Urban Area,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
16673,42013,4201376160,4265256,75475,5176,2397,34.384,0.005,40.30519,-78.388999
16674,42061,4206186080,,,581,394,15.61,0.0,40.186476,-78.079259
16675,42021,4202122808,,,100,81,2.456,0.0,40.687866,-78.678982
16677,42027,4202766736,4267872,,301,143,3.019,0.0,40.815095,-78.245636
16678,42009,4200943072,4268072,,2429,1307,48.442,1.307,40.225832,-78.2325
16679,42009,4200908880,4214584,,625,315,22.681,0.006,40.155253,-78.194384
16680,42033,4203331752,,,356,151,7.362,0.022,40.743336,-78.377926
16682,42013,4201331000,4213992,75475,216,111,0.077,0.0,40.271993,-78.456469
16683,42061,4206127416,,,350,231,19.541,0.08,40.663867,-78.065558
16684,42013,4201302680,4276880,89353,71,62,0.044,0.0,40.635431,-78.296894
16685,42061,4206177000,,,317,175,11.13,0.0,40.280149,-78.080636
16686,42013,4201371624,4278168,89353,13054,5885,146.933,0.209,40.670411,-78.240506
16689,42057,4205776176,,,350,152,17.412,0.0,40.075057,-78.084313
16691,42057,4205782152,,,310,185,28.745,0.0,40.07745,-78.147309
16692,42033,4203310288,4283736,,912,384,19.757,0.092,40.750874,-78.710529
16693,42013,4201386144,4287006,,4112,1656,77.152,0.065,40.465298,-78.224595
16694,42061,4206186080,,,348,125,4.159,0.004,40.189981,-78.1343
16695,42009,4200986136,4286128,,969,356,13.756,0.023,40.204653,-78.336929
16699,42021,4202117144,,,0,0,0.064,0.0,40.447211,-78.560505
16701,42083,4208316352,4208040,09541,16800,7619,219.989,8.592,41.918671,-78.750365
16720,42105,4210584360,4203576,,1237,2112,269.274,0.215,41.603181,-78.009756
16724,42083,4208355632,,,85,45,0.372,0.002,41.746136,-78.389766
16725,42083,4208308048,,,75,40,1.005,0.007,41.899312,-78.661955
16726,42083,4208338912,,,518,246,33.44,0.012,41.802392,-78.575869
16727,42083,4208357312,,,219,62,4.504,0.0,41.98504,-78.533797
16729,42083,4208357312,,,689,337,15.329,0.007,41.969668,-78.481818
16730,42083,4208338912,,,42,18,0.782,0.002,41.817823,-78.422791
16731,42083,4208322896,4222888,,2364,1295,59.031,0.48,41.951415,-78.360053
16732,42083,4208340808,,,182,133,6.099,0.0,41.8592,-78.608394
16733,42083,4208332232,,,173,77,11.715,0.003,41.700389,-78.572341
16734,42047,4204734464,4237656,,194,100,0.7,0.001,41.615684,-78.847378
16735,42083,4204734464,4238688,,6411,3415,263.164,0.21,41.628758,-78.806743
16738,42083,4208340808,4242984,,2111,735,71.503,0.172,41.806868,-78.732143
16740,42083,4208369304,4251632,,896,568,45.126,0.09,41.652656,-78.509599
16743,42083,4208343096,4262088,,3894,1928,101.29,0.463,41.767638,-78.232953
16744,42083,4208338912,4264296,,225,86,5.066,0.0,41.875647,-78.569451
16745,42083,4208357312,,,631,320,13.054,0.018,41.925551,-78.489736
16746,42105,4210566416,4266408,,1131,671,40.693,0.001,41.793875,-78.122491
16748,42105,4210569736,4270304,,2739,1532,108.906,0.2,41.942013,-78.144807
16749,42083,4208355632,4271248,,4020,2165,185.654,0.63,41.759754,-78.420964
16750,42083,4208302576,,,542,317,20.771,0.067,41.901571,-78.291724
16801,42027,4202715136,4273808,84493,43307,18966,31.001,0.0,40.78521,-77.842297
16802,42027,4202773808,4273808,84493,12700,57,0.765,0.0,40.798586,-77.864859
16803,42027,4202725624,4258036,84493,23964,12220,22.977,0.0,40.808517,-77.894436
16820,42027,4202731960,4200100,,1514,464,16.087,0.0,40.919984,-77.386928
16821,42033,4203351056,4202072,,219,72,1.378,0.003,40.957848,-78.194577
16822,42035,4203504992,4204984,,1935,1026,100.606,0.266,41.137258,-77.707713
16823,42027,4202707424,4287320,06463,29145,11774,124.466,0.042,40.931203,-77.759053
16825,42033,4203308032,4206280,,241,153,0.778,0.008,40.98763,-78.31155
16826,42027,4202743080,4220664,,425,274,1.752,0.0,41.062067,-77.586019
16827,42027,4202732792,4207368,84493,4724,2183,18.197,0.006,40.76784,-77.772638
16828,42027,4202762360,4212376,,4849,2179,55.75,0.111,40.804311,-77.695937
16829,42027,4202771608,4213768,,690,364,47.017,0.003,41.084949,-77.887495
16830,42033,4203341952,4214064,17452,13644,6542,131.998,1.461,41.090593,-78.438945
16832,42027,4202758800,4214760,,300,289,21.328,0.133,40.84277,-77.425943
16833,42033,4203360192,4217840,,5208,2441,69.621,1.256,40.943955,-78.572434
16834,42033,4203316040,,,677,248,18.113,0.248,41.051702,-78.087218
16835,42027,4202778616,4278616,,221,92,0.206,0.0,40.906681,-77.877341
16836,42033,4203329224,,,1097,879,123.641,0.861,41.145458,-78.26483
16837,42033,4203341952,,,136,62,0.846,0.002,40.94544,-78.474451
16838,42033,4203358816,4230280,,1831,950,37.517,0.139,41.005833,-78.651496
16839,42033,4203316040,4230528,,406,151,1.111,0.001,41.003239,-78.106435
16840,42033,4203351056,4233184,69130,303,144,0.345,0.0,40.924257,-78.20308
16841,42027,4202717800,4271672,06463,6833,2883,121.291,2.97,41.035527,-77.690859
16843,42033,4203341952,4236568,17452,354,258,0.725,0.014,41.011798,-78.46194
16844,42027,4202778288,4220604,06463,2541,1079,61.953,0.0,40.912809,-77.93263
16845,42027,4202710272,4260432,,1056,436,99.757,1.01,41.113099,-77.927734
16847,42033,4203316040,4240680,,368,128,1.228,0.001,40.999285,-78.165498
16848,42035,4203562152,4241104,,289,126,0.247,0.0,41.011313,-77.533288
16849,42033,4203316040,,,70,67,3.877,0.005,40.961123,-78.115673
16851,42027,4202715136,4242632,84493,1211,615,1.855,0.0,40.812401,-77.80154
16852,42027,4202749360,4246504,,165,89,3.851,0.0,40.936383,-77.538555
16853,42027,4202749368,4249368,06463,358,202,0.206,0.0,40.940357,-77.786143
16854,42027,4202758800,4249768,,737,388,2.569,0.0,40.896976,-77.472324
16855,42033,4203308032,,,87,75,1.869,0.006,41.005278,-78.353963
16856,42027,4202780552,4250104,,31,15,0.302,0.0,40.928771,-77.650034
16858,42033,4203330272,4251120,,3826,1850,54.242,0.35,41.003352,-78.209655
16859,42027,4202710272,4251240,,494,304,30.097,0.092,41.046594,-78.041808
16860,42033,4203351056,4211544,,362,289,5.102,0.014,40.937991,-78.179764
16861,42033,4203340296,,,286,214,14.086,0.033,40.873405,-78.519324
16863,42033,4203340296,,,594,307,24.93,0.402,40.907843,-78.474635
16864,42027,4202717800,4257160,,97,74,6.673,0.0,41.154254,-77.798547
16865,42027,4202725624,4263349,,1405,668,23.027,0.008,40.724005,-77.955973
16866,42027,4202766736,4260008,69130,9365,4170,157.112,0.434,40.867022,-78.165573
16868,42027,4202725624,4260496,84493,1030,558,1.517,0.0,40.727271,-77.89064
16870,42027,4202786544,4274544,84493,7418,2840,71.968,0.018,40.801279,-78.049352
16871,42035,4203583240,,,52,138,33.087,0.348,41.191089,-78.035921
16872,42027,4202749360,4263688,,1522,561,58.332,0.0,40.967214,-77.359431
16874,42027,4202771608,4213768,,1195,589,33.955,0.017,40.985042,-77.951515
16875,42027,4202731472,4262384,,3578,1640,82.127,0.028,40.840418,-77.587993
16876,42033,4203380640,4280640,,242,113,1.091,0.002,40.965638,-78.287646
16877,42027,4206181104,,,1846,787,28.443,0.0,40.733197,-78.067952
16878,42033,4203307432,4282792,,1798,787,28.741,0.046,40.940342,-78.351798
16879,42033,4203316040,,,408,232,1.716,0.007,40.964385,-78.140734
16881,42033,4203308032,4206280,,2439,1136,28.476,0.24,41.02678,-78.320437
16882,42027,4202731960,4286432,,455,266,30.749,0.0,40.907077,-77.338465
16901,42117,4211718760,4282160,,10651,5513,230.437,0.574,41.734791,-77.315756
16910,42015,4201500572,4200572,,61,34,0.123,0.0,41.7046,-76.831056
16911,42117,4211707152,4203104,,264,116,4.018,0.036,41.676937,-77.101712
16912,42117,4211732192,4207160,,2607,1060,22.228,0.029,41.666056,-77.067212
16914,42015,4201515376,,,2415,1097,77.401,0.323,41.854233,-76.783676
16915,42105,4210533512,4216448,,5858,3546,244.332,0.025,41.774893,-77.96139
16917,42117,4211716680,,,1223,745,51.97,0.04,41.722079,-77.056714
16920,42117,4211752960,4223152,,1844,892,9.506,0.01,41.973761,-77.283566
16921,42117,4211728264,,,651,740,84.666,0.013,41.723136,-77.522427
16922,42105,4210500108,4228280,,1697,1938,148.953,0.091,41.680658,-77.7107
16923,42105,4210528760,,,1278,782,77.414,0.024,41.950246,-77.87058
16925,42015,4201572096,,,3330,1547,76.828,0.283,41.948567,-76.78381
16926,42015,4201530464,,,922,396,26.03,0.066,41.715735,-76.700292
16927,42105,4210532848,,,623,268,15.629,0.0,41.965439,-77.659294
16928,42117,4211718552,4240360,,1573,679,36.721,0.0,41.952024,-77.433603
16929,42117,4211741960,4242016,,2387,1108,42.652,0.003,41.963406,-77.134908
16930,42117,4211743136,4243128,,1150,654,63.251,0.114,41.583782,-77.138826
16932,42117,4211775104,,,726,370,19.826,0.022,41.779128,-76.939472
16933,42117,4211764624,4247080,,6246,3005,102.598,0.192,41.819424,-77.062502
16935,42117,4211748968,,,1122,606,49.574,0.008,41.869179,-77.333696
16936,42117,4211737472,4249736,,2225,1048,47.608,0.057,41.951125,-76.967113
16937,42105,4210532848,,,118,90,6.941,0.005,41.967896,-77.710941
16938,42117,4211751096,,,808,871,106.297,0.184,41.591145,-77.370357
16939,42117,4211732192,,,193,116,0.414,0.0,41.680994,-77.014099
16940,42117,4211752960,,,48,18,0.504,0.0,41.977481,-77.233718
16941,42105,4210506432,,,69,39,2.433,0.0,41.988296,-77.758047
16942,42117,4211757224,,,900,366,21.372,0.0,41.965466,-77.354219
16943,42105,4210533568,,,374,383,35.984,0.017,41.848117,-77.616217
16946,42117,4211776824,4276808,,2629,1305,65.882,1.769,41.915816,-77.142243
16947,42015,4201577592,4275944,,4617,2249,112.478,0.553,41.759502,-76.804051
16948,42105,4210578248,4278240,,1709,1162,99.195,0.02,41.854715,-77.759215
16950,42117,4211709072,4282968,,3220,1917,116.122,0.226,41.895764,-77.543654
17002,42061,4206108128,4201004,,500,201,14.759,0.001,40.46087,-77.869294
17003,42075,4207554720,4226812,37081,12260,4454,42.686,0.019,40.356692,-76.552401
17004,42087,4208778392,4205304,49393,5376,1777,50.925,0.102,40.601046,-77.730437
17005,42043,4204305856,4205856,,280,133,0.563,0.0,40.603061,-76.810622
17006,42099,4209937440,4206824,,1020,543,74.363,0.221,40.335644,-77.492146
17007,42041,4204172336,4207472,37081,6259,2200,17.906,0.197,40.139031,-77.118466
17009,42087,4208710256,4210256,49393,1652,862,1.502,0.014,40.636112,-77.565287
17010,42075,4207572296,4210960,37081,450,133,0.021,0.0,40.278117,-76.583356
17011,42041,4204144832,4211000,37081,38861,15073,13.081,0.628,40.23483,-76.928846
17013,42041,4204155216,4211272,37081,36942,15368,39.189,0.396,40.241159,-77.183824
17014,42067,4206725440,,,152,55,1.746,0.0,40.6596,-77.193604
17015,42041,4204119144,,37081,24864,9967,110.783,0.84,40.183404,-77.232115
17016,42075,4207516256,4216256,48664,1053,429,0.237,0.0,40.273106,-76.406884
17017,42097,4209744960,4218080,,1516,755,25.251,9.291,40.627036,-76.899583
17018,42043,4204349040,4218272,37081,4158,2048,39.831,3.8,40.422061,-76.826124
17019,42133,4213327480,4219208,37081,19153,7743,63.813,0.115,40.094021,-77.022075
17020,42099,4209958856,4220240,37081,8642,3805,57.713,2.779,40.414171,-77.041503
17021,42067,4206740752,4222024,,969,700,54.932,0.011,40.330526,-77.668192
17022,42071,4207151664,4223016,47530,31969,12677,54.954,0.225,40.167037,-76.608892
17023,42043,4204381216,4223024,,3496,1398,20.518,0.0,40.581304,-76.811737
17024,42099,4209968032,,,1846,703,32.091,0.049,40.406934,-77.306825
17025,42041,4204121680,4223744,37081,17163,7574,14.983,0.054,40.294091,-76.974475
17026,42075,4207506040,4227656,86071,3556,1349,24.399,0.035,40.473584,-76.437196
17027,42041,4204178736,4248868,37081,2649,144,0.556,0.007,40.157418,-76.982115
17028,42075,4207521224,4226812,37081,3275,1430,27.384,0.139,40.402526,-76.675121
17029,42087,4208730480,4230472,,266,94,1.38,0.0,40.558017,-77.616997
17030,42043,4204345600,4230600,,587,321,3.154,0.0,40.608291,-76.744193
17032,42043,4204337368,4232032,57304,7645,3443,110.444,4.755,40.493937,-76.813511
17033,42043,4204318936,4234144,37081,17023,6810,27.386,0.192,40.269174,-76.628239
17034,42043,4204334664,4234664,37081,2709,1411,0.811,0.022,40.20861,-76.785533
17035,42067,4206777952,4222024,,833,445,34.761,0.001,40.403786,-77.581315
17036,42043,4204372200,4234144,37081,22317,9646,28.053,0.326,40.258186,-76.720181
17037,42099,4209968032,,,1034,480,22.398,0.039,40.432466,-77.427756
17038,42075,4207578376,4226812,86071,8184,3447,66.232,0.061,40.467818,-76.538201
17039,42075,4207533608,,,14,14,0.362,0.01,40.292709,-76.240707
17040,42099,4209978184,4241272,,2466,1032,53.251,0.335,40.296219,-77.340009
17041,42075,4207572296,,,259,71,0.563,0.0,40.216634,-76.539605
17042,42075,4207572288,4216256,48664,39175,16733,67.71,0.126,40.296378,-76.421124
17043,42041,4204142648,4242648,37081,5858,2987,2.064,0.002,40.247611,-76.900134
17044,42087,4208730480,4243000,49393,20207,9948,95.385,1.348,40.582082,-77.590269
17045,42099,4209943976,4243968,,3842,1563,38.106,0.079,40.597093,-77.000928
17046,42075,4207555160,4242168,48664,31818,13646,38.885,0.142,40.381655,-76.429383
17047,42099,4209972624,,,2962,1055,44.587,0.233,40.371068,-77.411986
17048,42043,4204345600,4230600,,3611,1673,33.743,0.007,40.582253,-76.691987
17049,42067,4206725440,4245848,,3145,1287,39.691,0.0,40.651715,-77.259458
17050,42041,4204170792,4253752,37081,42003,16967,34.987,0.786,40.247547,-77.030441
17051,42087,4208781784,4274848,,4772,2296,91.117,1.313,40.459362,-77.764129
17052,42061,4206178328,4247248,,1490,733,41.005,0.069,40.276899,-77.986339
17053,42099,4209966976,4247968,37081,5130,2279,29.08,0.015,40.32504,-77.026474
17054,42087,4208708304,4248072,,286,96,0.67,0.001,40.496849,-77.727253
17055,42041,4204150472,4248376,37081,40007,18781,39.225,0.252,40.177673,-76.997703
17056,42067,4206780568,4248904,,32,13,0.06,0.0,40.533518,-77.355554
17057,42043,4204344464,4249128,37081,23423,10577,31.123,6.736,40.19435,-76.726246
17058,42067,4206704560,4249272,,1599,774,41.955,0.0,40.501043,-77.548014
17059,42067,4206725648,4248904,,7645,3315,79.375,0.801,40.589128,-77.390558
17060,42061,4206108128,4249552,,1098,443,20.148,0.007,40.512957,-77.860364
17061,42043,4204379216,4249680,57304,6924,3240,32.517,0.0,40.563855,-76.900146
17062,42099,4209977960,4249720,,4060,1688,82.49,0.962,40.546773,-77.187656
17063,42087,4208703040,4250000,49393,3273,1710,92.075,0.29,40.761026,-77.484947
17064,42075,4207572296,4276724,,916,564,1.912,0.022,40.241695,-76.475272
17065,42041,4204119144,4251592,,3968,1767,15.02,0.198,40.070864,-77.232432
17066,42061,4206170400,4251984,,4970,2528,29.4,0.837,40.359304,-77.854619
17067,42075,4207537392,4228128,48664,16272,6308,47.113,0.078,40.390423,-76.315048
17068,42099,4209912360,4207040,,4428,1752,32.71,0.046,40.399137,-77.182346
17069,42099,4209981640,4253320,,294,128,0.559,0.0,40.458213,-76.98063
17070,42133,4213324936,4253464,37081,16626,7551,14.595,0.059,40.199561,-76.854444
17071,42099,4209976920,,,123,135,10.565,0.004,40.295755,-77.614282
17073,42075,4207533608,4253856,73693,5680,2162,28.462,0.051,40.302838,-76.255161
17074,42099,4209938616,4253968,,7161,3157,64.488,1.508,40.479283,-77.148375
17075,42087,4208754160,4254160,,151,76,0.101,0.0,40.39366,-77.834499
17076,42067,4206725440,,,123,37,0.244,0.0,40.620926,-77.307498
17077,42075,4207521224,,,23,10,0.04,0.0,40.402378,-76.536464
17078,42075,4207572296,4210960,37081,23269,9500,30.085,0.102,40.287647,-76.580858
17080,42043,4204360264,4260264,,306,114,0.493,0.0,40.640543,-76.802909
17081,42041,4204183800,4261080,37081,242,151,0.646,0.0,40.201172,-77.283279
17082,42067,4206773504,4262304,,3004,1291,56.847,0.729,40.495064,-77.44839
17084,42087,4208709288,4213596,49393,4699,2089,33.207,0.083,40.675663,-77.626501
17086,42109,4210983808,4264488,,2144,933,36.792,0.043,40.690624,-77.122007
17087,42011,4201177752,4264560,48664,2685,981,12.744,0.054,40.404009,-76.268426
17088,42075,4207533608,4268144,,424,234,1.654,0.0,40.300443,-76.295163
17090,42099,4209911416,,,5410,2519,32.328,0.261,40.318207,-77.181043
17093,42041,4204121680,4223744,37081,786,451,0.501,0.0,40.310323,-76.927888
17094,42067,4206718680,4276536,,2559,1157,28.956,0.191,40.585896,-77.222303
17097,42043,4204384976,4284968,,772,428,1.101,0.0,40.574148,-76.676881
17098,42043,4204385232,4285320,,2441,1158,9.316,0.0,40.589993,-76.630709
17099,42087,4208718944,4286976,49393,1220,562,1.439,0.019,40.63673,-77.580106
17101,42043,4204332800,4232800,37081,2513,2156,0.521,0.581,40.258414,-76.89291
17102,42043,4204332800,4232800,37081,8173,5036,0.757,0.859,40.267798,-76.902414
17103,42043,4204332800,4232800,37081,12923,5585,1.888,0.0,40.274984,-76.863341
17104,42043,4204332800,4232800,37081,20211,8756,3.356,3.142,40.255017,-76.8672
17109,42043,4204345056,4215328,37081,26531,11452,6.97,0.0,40.289842,-76.824112
17110,42043,4204375528,4232800,37081,25456,12045,14.951,4.472,40.323487,-76.888179
17111,42043,4204375672,4241944,37081,36269,15018,18.365,0.025,40.270309,-76.780575
17112,42043,4204383128,4243672,37081,38369,16177,69.583,0.008,40.373989,-76.770206
17113,42043,4204375672,4273888,37081,11559,4620,4.169,0.002,40.230191,-76.821173
17120,42043,4204332800,4232800,37081,0,0,0.092,0.0,40.265123,-76.882763
17201,42055,4205530944,4212536,15184,27148,12765,19.123,0.021,39.96007,-77.657179
17202,42055,4205531720,4231716,15184,32665,12732,118.133,0.035,39.923181,-77.690468
17210,42055,4205525176,,,119,63,15.652,0.009,40.191357,-77.661053
17211,42009,4200946928,,,381,273,28.351,0.026,39.754707,-78.414571
17212,42057,4205776488,,,667,277,37.017,0.023,39.812634,-78.064287
17213,42061,4206176312,,,619,327,38.772,0.004,40.261245,-77.764539
17214,42055,4205581240,4207312,93322,1189,685,3.811,0.0,39.748134,-77.470274
17215,42061,4206120120,,,158,91,5.95,0.0,40.083767,-77.878633
17217,42055,4205525176,,,136,49,3.736,0.0,40.238223,-77.722346
17219,42055,4205525176,,,506,344,13.31,0.007,40.223951,-77.69282
17220,42055,4205525176,,,393,191,13.645,0.0,40.174575,-77.73861
17221,42055,4205548888,,,511,243,11.624,0.069,40.049215,-77.822162
17222,42055,4205530944,4225464,15184,10676,4935,64.972,0.273,39.895936,-77.493897
17223,42057,4205720112,,,314,202,15.517,0.004,40.064649,-77.941989
17224,42055,4205548888,4226824,,1735,1106,39.589,0.061,39.979215,-77.884511
17225,42055,4205502696,4273848,36190,20935,8308,81.764,0.138,39.783506,-77.76287
17228,42057,4205743200,,,1106,499,32.218,0.0,39.995102,-78.098342
17229,42057,4205776176,,,1317,708,28.736,0.02,40.084004,-78.010139
17232,42055,4205545496,,,36,18,0.023,0.0,40.094631,-77.633439
17233,42057,4205703704,4246000,,5163,2644,78.673,0.313,39.975605,-77.98716
17235,42055,4205531720,4247464,36190,855,215,0.565,0.0,39.857018,-77.697535
17236,42055,4205550616,4248704,,8316,3617,125.658,0.065,39.800185,-77.947396
17237,42055,4205563200,4250544,,1726,671,2.457,0.0,39.837041,-77.540851
17238,42057,4205705144,4252872,,1810,786,53.08,0.0,39.861119,-78.130033
17239,42061,4206120120,,,207,116,11.057,0.0,40.139771,-77.830069
17240,42041,4204135672,4253344,,3405,1259,48.599,0.194,40.150871,-77.579686
17241,42041,4204144984,4254320,,11135,4606,111.701,0.779,40.181041,-77.406793
17243,42061,4206117280,4256928,,1398,796,60.059,0.0,40.28363,-77.815058
17244,42055,4205542888,4257112,,2170,877,26.761,0.134,40.090333,-77.672277
17246,42055,4205542888,,,601,201,2.181,0.017,40.060726,-77.675777
17247,42055,4205563200,,,471,231,0.145,0.0,39.798776,-77.579352
17249,42061,4206165496,4265496,,351,132,0.23,0.0,40.241883,-77.900179
17250,42055,4205581240,4266448,93322,78,36,0.028,0.0,39.736238,-77.522871
17251,42055,4205545496,,,35,21,1.978,0.006,40.12287,-77.666668
17252,42055,4205567400,,,3661,1361,30.495,0.005,39.912329,-77.82691
17253,42061,4206167632,4267632,,460,176,0.276,0.0,40.212399,-78.006251
17254,42055,4205530944,4268376,15184,531,231,0.435,0.0,39.96848,-77.58932
17255,42061,4206120120,4269456,,1107,558,31.556,0.006,40.14924,-77.866728
17257,42041,4204171904,4270352,81658,28635,11571,115.173,0.279,40.055951,-77.496665
17260,42061,4206170400,4270408,,1080,564,35.672,0.009,40.296045,-77.893701
17261,42055,4205531720,,,47,0,1.612,0.0,39.859807,-77.511706
