Urban Area GEOID,County GEOID,Land Area,Water Area
79093,72069,33.369,0.246
79093,72077,21.531,0.101
79093,72085,27.932,0.011
79093,72087,1.617,0.003
79093,72089,0.443,0.001
79093,72091,13.482,0.014
79093,72095,3.825,0.002
79093,72101,16.626,0.001
79093,72103,4.937,0.002
79093,72105,27.401,0.254
79093,72107,15.508,0.0
79093,72119,23.52,0.039
79093,72127,47.853,3.856
79093,72129,30.441,0.094
79093,72135,24.5,0.104
79093,72137,12.357,0.215
79093,72139,20.747,0.624
79093,72143,20.485,0.006
79093,72145,23.069,0.066
79093,72151,23.24,0.003
79120,04027,3.694,0.021
79147,06079,14.107,0.021
79201,48055,2.434,0.009
79201,48091,0.043,0.0
79201,48187,1.645,0.0
79201,48209,20.318,0.035
79282,06083,54.59,1.04
79282,06111,0.221,0.0
79309,06037,77.846,0.557
79336,06087,60.45,0.197
79363,35049,46.801,0.079
79390,72133,2.997,0.004
79417,06083,27.061,0.076
79444,06111,4.964,0.004
79498,06097,79.392,0.182
79579,36031,1.133,0.133
79579,36033,1.965,0.125
79633,36091,55.58,0.212
79687,27145,4.364,0.259
79687,27153,0.347,0.0
79714,26033,8.181,0.078
79768,13029,13.208,0.141
79768,13051,189.041,3.322
79768,13103,3.598,0.0
79795,29003,3.272,0.009
79822,47071,8.889,0.0
79903,36107,2.63,0.026
79903,42015,5.363,0.014
79917,41009,5.373,0.0
79917,41051,0.418,0.002
79957,31037,2.564,0.059
79973,42107,10.264,0.009
80038,29031,0.115,0.0
80038,29201,4.627,0.001
80065,31157,14.683,0.158
80092,01071,12.344,0.0
80119,18143,4.844,0.024
80173,21003,4.773,0.006
80227,42069,75.74,0.222
80227,42079,85.595,3.109
80227,42131,0.826,0.0
80241,45019,8.371,0.292
80259,10005,23.584,0.573
80281,48015,5.683,0.062
80308,05145,21.34,0.042
80335,41007,4.998,0.067
80362,06053,41.181,0.213
80389,53033,491.496,49.581
80389,53035,4.87,0.062
80389,53053,346.792,7.128
80389,53061,139.359,1.36
80405,06097,15.194,0.0
80416,12055,44.508,4.0
80443,29159,17.042,0.073
80470,04005,5.311,0.023
80470,04025,7.159,0.0
80497,48187,19.998,0.758
80524,01047,18.288,0.128
80551,06019,9.129,0.0
80605,40133,5.373,0.0
80632,48165,3.377,0.0
80659,28137,3.922,0.046
80671,45073,31.043,0.104
80686,53009,31.874,0.001
80704,08123,1.909,0.064
80713,47089,0.227,0.0
80713,47155,46.181,0.0
80767,31159,3.454,0.01
80794,18071,14.371,0.029
80805,47009,2.746,0.0
80805,47093,0.301,0.0
80805,47155,10.823,0.009
80929,06029,4.798,0.0
80985,42097,7.854,0.043
81020,39155,5.244,0.0
81020,42085,22.917,0.019
81064,55115,10.713,0.406
81091,40125,18.898,0.022
81118,55117,35.309,0.422
81199,37045,25.474,0.022
81226,39139,5.009,0.062
81253,17173,3.103,0.0
81280,18145,9.664,0.102
81307,21211,11.486,0.145
81334,47003,13.165,0.0
81361,19141,2.3,0.0
81361,19167,0.52,0.0
81388,16011,2.171,0.0
81415,53045,11.685,0.155
81442,19071,0.259,0.0
81442,19145,2.73,0.0
81472,42107,2.93,0.065
81523,05053,4.505,0.0
81577,41071,1.735,0.0
81604,56033,12.988,0.019
81631,48181,38.494,0.12
81642,54033,3.657,0.0
81642,54049,0.3,0.06
81658,42041,6.328,0.025
81658,42055,3.526,0.008
81685,35045,5.224,0.053
81712,04017,12.601,0.0
81739,22015,52.781,1.1
81739,22017,128.062,1.472
81793,30083,7.035,0.0
81820,31033,4.438,0.0
81847,36017,0.209,0.0
81847,36025,2.262,0.003
81847,36077,0.345,0.0
81874,39149,10.46,0.106
81901,04003,28.283,0.014
81928,29143,1.739,0.0
81928,29201,11.409,0.014
81955,37037,5.165,0.015
81982,05007,9.144,0.073
81982,40041,0.369,0.0
82009,48199,10.761,0.071
82009,48241,1.334,0.0
82036,35017,10.753,0.022
82063,36013,2.462,0.003
82076,06071,2.118,0.398
82090,08117,11.125,0.1
82117,41047,3.668,0.017
82144,06111,31.627,0.702
82171,48409,2.319,0.0
82198,19167,5.571,0.0
82225,19193,41.253,0.538
82225,31043,8.174,0.304
82225,46127,5.608,0.115
82252,46083,11.413,0.0
82252,46099,56.487,0.419
82306,02220,6.594,1.42
82360,40113,3.397,0.034
82360,40143,0.754,0.0
82387,23025,2.928,0.006
82401,42077,2.17,0.016
82401,42095,1.705,0.002
82414,48303,2.751,0.012
82468,22103,52.532,3.219
82495,42019,4.527,0.005
82522,37101,17.01,0.04
82549,51093,7.119,0.085
82603,47041,3.997,0.0
82641,29047,6.843,0.076
82675,53033,6.793,0.076
82684,04017,3.796,0.0
82701,08097,2.238,0.0
82711,48415,7.197,0.023
82738,35053,5.419,0.0
82819,02122,5.065,0.003
82846,06053,2.419,0.002
82873,06083,5.481,0.007
82900,21199,38.894,0.499
82927,42111,6.91,0.0
82981,04027,2.026,0.003
83008,06097,14.085,0.0
83073,06109,29.091,0.209
83080,48491,3.101,0.01
83116,18039,3.883,0.02
83116,18141,123.019,1.865
83116,26021,14.401,0.198
83116,26027,6.623,0.999
83129,23031,2.942,0.105
83129,33017,1.26,0.066
83143,51083,6.177,0.033
83160,25027,11.53,0.366
83251,26005,2.731,0.005
83251,26159,6.652,0.104
83278,51117,6.223,0.027
83305,06017,16.126,0.382
83305,32005,3.303,0.011
83332,26093,101.542,9.208
83332,26125,13.063,0.042
83332,26161,4.901,0.753
83368,23017,4.062,0.085
83377,01071,3.148,0.0
83377,47115,2.376,0.0
83480,26081,4.294,0.01
83494,47185,7.147,0.0
83521,55081,5.204,0.0
83548,45083,180.997,1.501
83575,46081,7.874,0.0
83629,19041,6.124,0.052
83641,25027,5.179,0.539
83683,27067,4.287,1.843
83710,19059,14.854,1.66
83764,53063,171.673,2.201
83818,37085,12.666,0.491
83899,17167,81.739,0.242
83926,09003,0.934,0.013
83926,25013,187.326,5.911
83926,25015,13.506,0.642
83953,29043,25.584,0.048
83953,29077,108.751,0.058
83980,39021,0.358,0.0
83980,39023,44.72,0.066
83993,47147,8.961,0.0
84007,50027,4.35,0.107
84024,12053,91.237,3.658
84024,12101,36.01,1.023
84034,20091,2.157,0.004
84034,20121,0.912,0.005
84061,22119,7.383,0.039
84088,47119,12.287,0.017
84088,47187,11.027,0.0
84169,09013,5.174,0.279
84304,49045,3.14,0.189
84385,53061,2.75,0.0
84429,16001,3.877,0.025
84439,12007,5.873,0.0
84466,28105,19.348,0.113
84493,42027,25.919,0.002
84547,13031,28.297,0.695
84574,37097,37.533,0.13
84601,17117,3.067,0.033
84630,51015,13.115,0.032
84630,51790,13.996,0.022
84630,51820,12.035,0.122
84655,41047,3.833,0.0
84682,08107,10.11,0.013
84763,48143,9.375,0.004
84790,08075,5.417,0.0
84817,17195,14.612,0.622
84859,39081,24.003,0.217
84859,42125,0.723,0.0
84859,54009,10.755,0.983
84859,54029,10.862,0.037
84871,55097,25.126,1.061
84905,24035,17.558,1.605
84952,27109,2.714,0.0
85006,27163,15.696,0.629
85006,55109,0.504,0.0
85033,40119,25.063,0.471
85087,06077,92.462,2.056
85114,19021,3.883,0.0
85141,09013,7.87,0.027
85181,55025,6.744,0.079
85195,51171,4.09,0.039
85222,17099,6.941,0.004
85222,17105,1.182,0.001
85276,55029,6.92,1.864
85303,26149,6.244,0.0
85330,46093,4.034,0.0
85357,05001,5.87,0.0
85384,51800,23.819,0.673
85390,12017,15.289,0.0
85390,12053,0.428,0.013
85411,17139,2.771,0.008
85438,18153,2.712,0.0
85465,29055,1.321,0.0
85465,29071,4.821,0.0
85519,40099,3.257,0.048
85546,48223,10.831,0.184
85573,53061,3.088,0.006
85615,46093,3.403,0.001
85654,13055,8.402,0.007
85681,49043,3.613,0.0
85708,45085,57.654,0.471
85735,39041,3.34,0.001
85762,42097,6.103,0.014
85762,42109,7.624,0.062
85779,25011,6.889,0.004
85789,53077,5.558,0.0
85870,06035,3.179,0.008
85978,41019,5.183,0.051
86005,13107,8.011,0.241
86024,37031,4.105,0.037
86024,37133,21.367,0.466
86071,42075,4.974,0.003
86113,41043,5.232,0.148
86140,47107,0.369,0.0
86140,47123,6.714,0.0
86167,48353,7.548,0.001
86194,01121,19.253,0.112
86202,37099,7.214,0.0
86210,36053,2.276,0.014
86210,36065,1.578,0.026
86248,13321,5.855,0.027
86275,18039,0.091,0.0
86275,18085,6.614,5.926
86302,36053,0.676,0.0
86302,36067,174.383,5.6
86302,36075,5.475,0.134
86329,06029,3.58,0.0
86383,40021,11.818,0.096
86437,01121,10.1,0.004
86464,12073,125.459,4.099
86518,22065,3.747,0.0
86545,19171,2.868,0.0
86572,42025,0.933,0.0
86572,42107,1.591,0.0
86599,12057,502.679,30.586
86599,12101,212.491,6.467
86599,12103,253.769,43.412
86626,24013,2.267,0.009
86653,35055,18.856,0.0
86707,37065,8.452,0.017
86734,48491,7.024,0.065
86788,17021,5.46,0.093
86815,51185,5.181,0.024
86830,46083,3.261,0.0
86851,26091,10.127,0.145
86869,06029,8.063,0.02
86950,18123,4.206,0.0
86950,21091,0.86,0.001
86977,47105,6.888,0.112
86984,08113,6.873,0.0
87004,06065,150.474,0.902
87058,48027,58.385,0.209
87139,18167,46.835,0.39
87166,48257,12.303,0.004
87193,05091,21.633,0.135
87193,48037,45.006,0.247
87263,41065,7.668,0.002
87269,08035,9.217,0.0
87285,12069,13.532,0.463
87285,12083,41.339,0.85
87285,12119,43.65,2.549
87300,48201,24.089,0.222
87300,48339,195.052,1.28
87355,27113,5.255,0.154
87382,13293,10.364,0.036
87436,13275,22.288,0.29
87463,13189,8.285,0.119
87490,06037,10.686,0.137
87490,06111,69.511,0.892
87517,26149,8.675,0.675
87544,24021,3.795,0.006
87598,39147,9.204,0.138
87625,13277,18.362,0.311
87652,41057,2.651,0.0
87659,39013,0.358,0.0
87659,39081,2.872,0.02
87662,18085,4.135,2.362
87679,18159,2.422,0.0
87787,12009,39.955,0.118
87814,42039,2.212,0.0
87841,13257,12.594,0.032
87868,26115,20.385,0.24
87868,39095,167.268,5.986
87868,39173,53.062,1.61
87922,55081,6.964,0.021
88003,20103,2.702,0.01
88057,49045,11.545,0.0
88084,20087,0.407,0.004
88084,20177,83.833,1.357
88111,53077,3.083,0.0
88192,09005,21.759,0.649
88219,56015,3.607,0.0
88246,42015,2.935,0.021
88280,06077,27.055,0.136
88300,26055,48.833,2.68
88300,26089,3.583,0.399
88327,42033,3.32,0.761
88354,49003,6.749,0.0
88435,29079,4.315,0.261
88462,34005,12.091,0.178
88462,34021,111.578,2.277
88462,34023,7.529,0.045
88462,34025,1.933,0.035
88504,41019,5.014,0.0
88516,08071,4.753,0.0
88543,01109,9.812,0.006
88570,29113,9.0,0.047
88612,39109,21.582,0.243
88624,06057,18.27,1.305
88624,06061,1.086,0.0
88651,05111,4.276,0.0
88678,35051,8.24,0.004
88705,04005,5.56,0.0
88732,04019,350.758,0.554
88732,04021,6.591,0.0
88813,35037,3.829,0.0
88840,06107,17.714,0.0
88921,47031,13.544,0.0
88921,47051,1.231,0.0
88921,47127,0.011,0.0
88948,40037,23.302,0.13
88948,40113,2.52,0.014
88948,40131,19.593,0.039
88948,40143,265.03,5.297
88948,40145,27.878,0.006
89029,28081,43.292,0.142
89056,36033,2.306,0.011
89083,06099,16.894,0.027
89110,01125,88.159,1.509
89137,17041,3.021,0.009
89164,01087,8.197,0.162
89191,06071,6.818,0.0
89218,06071,2.773,0.0
89245,16083,22.066,0.109
89261,17111,1.214,0.0
89261,55059,6.152,1.17
89261,55127,2.088,0.2
89299,13051,2.804,0.084
89326,48423,81.532,0.849
89353,42013,6.056,0.004
89380,06045,13.199,0.059
89407,20067,2.784,0.002
89461,29071,7.506,0.0
89488,45087,9.16,0.003
89515,18135,1.878,0.002
89515,39037,0.706,0.0
89569,47131,8.161,0.0
89596,55101,3.671,0.003
89640,42051,26.962,0.009
89731,39175,4.79,0.0
89742,24021,3.492,0.013
89758,39021,6.468,0.0
89785,36043,1.578,0.005
89785,36065,50.466,0.186
89812,72001,0.042,0.0
89812,72141,11.242,0.063
89839,48463,7.35,0.009
89866,06095,21.59,0.034
89910,04019,5.762,0.0
89920,08037,5.057,0.066
89974,13185,41.289,0.588
90028,06055,6.023,0.007
90028,06095,33.617,0.619
90055,38003,3.721,0.0
90082,01017,15.716,0.0
90082,13145,0.642,0.092
90082,13285,1.74,0.048
90095,18127,33.636,0.89
90136,17051,6.472,0.002
90217,39161,6.155,0.029
90271,41039,4.651,0.0
90325,46027,3.987,0.0
90352,49047,15.657,0.0
90379,48487,5.793,0.009
90406,12009,4.739,0.266
90406,12061,91.79,11.322
90406,12111,9.573,0.304
90433,21239,7.905,0.039
90487,22065,0.108,0.0
90487,28149,24.168,0.248
90514,48469,33.6,0.0
90541,06071,131.774,0.32
90568,13209,0.111,0.0
90568,13279,15.254,0.305
90622,72147,5.546,0.0
90631,29029,16.952,1.417
90631,29131,2.154,0.027
90640,04025,5.257,0.0
90649,13045,14.885,0.087
90649,13097,4.34,0.099
90676,22039,4.908,0.001
90703,18083,11.827,0.212
90730,34001,3.118,0.005
90730,34011,51.22,0.3
90730,34015,2.653,0.003
90757,25007,16.551,1.386
90784,40035,4.726,0.018
90811,19011,2.784,0.0
90865,27137,6.677,0.14
90892,51073,7.962,0.44
90892,51093,4.308,0.036
90892,51095,1.734,0.015
90892,51199,32.283,3.232
90892,51550,93.735,5.763
90892,51650,47.974,19.613
90892,51700,54.494,5.824
90892,51710,53.275,12.96
90892,51735,7.282,1.071
90892,51740,33.301,13.382
90892,51800,11.663,2.002
90892,51810,133.663,11.947
90919,55123,1.997,0.0
90946,06107,37.704,0.015
91000,18169,5.954,0.057
91027,48309,89.879,0.547
91054,27019,4.577,0.169
91081,27111,0.133,0.003
91081,27159,2.485,0.0
91108,37007,5.971,0.005
91135,40145,5.412,0.0
91162,31155,2.231,0.001
91189,27167,2.544,0.0
91189,38077,4.596,0.0
91216,15001,5.933,0.0
91252,36071,11.562,0.092
91261,24017,46.836,0.195
91261,24033,12.515,0.035
91270,41041,5.535,0.038
91312,55133,6.008,0.015
91324,45073,5.701,0.062
91405,41059,0.224,0.0
91405,53071,23.639,0.033
91459,05075,5.168,0.0
91513,45029,8.138,0.049
91648,20149,2.345,0.002
91675,39011,5.572,0.026
91702,53077,2.615,0.0
91756,25015,3.188,0.0
91783,13153,80.096,0.632
91783,13225,8.219,0.017
91810,05011,6.365,0.025
91837,42123,7.797,0.434
91864,29101,8.476,0.018
91918,29219,6.033,0.082
91945,51061,17.185,0.172
91999,18085,23.689,2.039
92134,36071,2.918,0.004
92161,06029,3.448,0.0
92215,27161,3.802,0.198
92242,11001,61.126,7.224
92242,24003,1.288,0.0
92242,24031,261.287,2.788
92242,24033,280.638,6.284
92242,51013,25.997,0.106
92242,51059,311.291,4.665
92242,51107,122.325,1.428
92242,51153,155.114,2.636
92242,51179,39.63,0.47
92242,51510,14.935,0.413
92242,51600,6.24,0.032
92242,51610,2.046,0.0
92242,51683,9.555,0.03
92242,51685,3.034,0.001
92296,18027,6.785,0.044
92323,19183,3.302,0.0
92350,29071,7.875,0.031
92377,34041,4.129,0.006
92404,37013,16.693,0.058
92431,39047,7.346,0.06
92459,02170,57.631,2.412
92485,09005,12.721,0.253
92485,09009,79.717,1.26
92539,06099,1.966,0.003
92566,17133,5.411,0.033
92593,19013,63.709,2.221
92674,36045,31.988,0.536
92701,46029,12.374,0.013
92728,55027,3.806,0.162
92728,55055,6.647,0.23
92782,23011,15.292,1.144
92782,23025,1.609,0.121
92797,38053,8.312,0.08
92863,17075,2.866,0.0
92890,06053,0.861,0.0
92890,06087,13.838,0.331
92917,12049,6.243,0.0
92971,55135,8.851,1.457
92998,55027,2.447,0.0
92998,55039,1.945,0.065
93025,55073,48.738,3.349
93052,39051,5.069,0.03
93079,19017,5.584,0.222
93133,39131,4.034,0.564
93187,13025,0.203,0.003
93187,13229,0.139,0.0
93187,13299,24.605,0.172
93214,26005,3.386,0.045
93241,31179,3.088,0.044
93268,13033,5.947,0.057
93322,24021,0.087,0.0
93322,24043,1.423,0.034
93322,42055,9.471,0.007
93376,42059,4.043,0.0
93421,37087,27.228,0.322
93421,37099,0.374,0.0
93457,40039,6.295,0.002
93484,48367,38.688,0.068
93511,19079,4.381,0.002
93619,16087,2.297,0.005
93619,41045,0.151,0.0
93673,08069,3.248,0.003
93700,20191,4.393,0.068
93727,39093,2.817,0.25
93781,39079,3.441,0.017
93781,39163,0.549,0.001
93808,36003,3.579,0.0
93862,53007,17.798,0.465
93862,53017,14.805,0.532
93876,37183,4.179,0.0
93916,55131,17.077,0.451
93970,48039,3.716,0.496
93997,09011,6.366,0.025
93997,44009,19.318,0.467
94051,17055,4.695,0.008
94132,39049,1.625,0.016
94132,39097,3.441,0.004
94273,34031,10.387,1.686
94273,36071,3.834,1.697
94282,39109,1.956,0.0
94285,24013,26.394,0.065
94321,54041,2.048,0.069
94375,29091,10.254,0.001
94402,28025,6.544,0.04
94442,36071,3.907,0.069
94510,55063,3.167,0.0
94564,18091,2.104,0.0
94591,32007,1.767,0.0
94591,49045,5.625,0.0
94618,01051,4.445,0.03
94672,48481,4.658,0.003
94726,39013,13.522,0.112
94726,54051,2.849,0.637
94726,54069,20.439,1.021
94753,30029,6.162,0.184
94807,26121,8.574,0.186
94861,47147,6.18,0.0
94861,47165,6.691,0.0
94863,48423,5.212,0.058
94870,29101,7.302,0.009
94915,35028,2.07,0.0
94996,37047,4.942,0.0
95050,55055,0.864,0.0
95050,55127,3.725,0.19
95077,20015,7.751,0.037
95077,20173,218.435,5.043
95077,20191,0.654,0.0
95104,48009,0.629,0.0
95104,48485,50.155,0.0
95158,04013,4.708,0.001
95266,12119,12.781,0.164
95301,37193,33.329,0.0
95310,29077,8.665,0.001
95320,39077,3.563,0.042
95374,06011,2.038,0.0
95401,21235,5.22,0.106
95411,51095,50.985,0.536
95411,51199,10.046,0.326
95411,51830,8.835,0.161
95455,42081,27.725,1.232
95482,26065,3.151,0.1
95509,37117,4.754,0.0
95536,45007,10.205,0.034
95590,09011,0.042,0.0
95590,09013,2.512,0.07
95590,09015,10.295,0.311
95644,38105,21.857,0.038
95671,06045,4.368,0.0
95698,27067,13.169,3.424
95725,06021,2.684,0.03
95806,17197,3.95,0.509
95833,37019,27.203,0.278
95833,37129,113.341,4.179
95833,37141,1.704,0.031
95860,39027,9.483,0.034
95887,21113,1.754,0.007
95914,37195,27.699,0.121
95995,25027,2.272,0.166
96022,18135,2.878,0.01
96049,21049,14.421,0.055
96076,47051,12.866,0.267
96103,51069,33.028,0.244
96103,51840,9.193,0.021
96130,13013,47.413,0.379
96130,13135,3.277,0.013
96130,13297,1.06,0.007
96184,55101,3.007,1.687
96184,55133,0.483,0.005
96319,20035,6.992,0.008
96373,32013,7.225,0.0
96427,22127,4.454,0.0
96481,22041,3.227,0.0
96508,45039,3.868,0.0
96562,27169,13.285,0.465
96616,04017,3.637,0.0
96643,09005,6.123,0.701
96670,37057,63.805,0.001
96670,37059,6.112,0.116
96670,37067,231.385,1.92
96670,37081,1.014,0.0
96670,37169,8.476,0.077
96697,12105,142.719,28.612
96724,06113,1.638,0.025
96778,19121,2.265,0.0
96832,55097,0.534,0.0
96832,55141,21.287,0.223
96843,51195,7.209,0.03
96843,51720,3.737,0.007
96913,41047,7.556,0.014
96967,06107,1.888,0.0
96994,06113,12.766,0.0
97021,53011,0.519,0.057
97021,53015,3.869,0.073
97048,08041,1.613,0.002
97048,08119,7.669,0.001
97061,13057,5.155,0.034
97129,17111,9.305,0.0
97156,51171,3.882,0.006
97237,40153,9.083,0.017
97264,39169,21.692,0.066
97291,09015,1.509,0.102
97291,25017,16.598,0.11
97291,25027,242.185,11.675
97318,56043,2.973,0.024
97331,12109,13.874,0.267
97345,27105,5.48,1.196
97349,26147,0.837,0.0
97349,26151,3.338,0.037
97372,06037,0.033,0.0
97372,06071,1.351,0.003
97426,05037,5.451,0.011
97453,51197,5.981,0.012
97470,39057,11.395,0.01
97507,53077,55.771,0.317
97534,46135,8.513,0.0
97561,72055,2.991,0.002
97561,72059,9.686,0.003
97561,72111,6.99,0.011
97561,72121,1.622,0.001
97561,72153,13.617,0.008
97588,28163,9.247,0.11
97642,53053,1.184,0.0
97642,53067,6.528,0.028
97696,48123,1.483,0.0
97696,48285,1.668,0.0
97723,31185,4.727,0.013
97750,42133,113.078,0.167
97777,45091,6.51,0.077
97831,39099,102.746,1.189
97831,39155,93.218,0.416
97912,06093,5.305,0.03
97939,06101,17.095,0.0
97939,06115,12.904,0.082
97966,06071,11.334,0.0
98020,04027,51.794,0.094
98020,06025,1.163,0.019
98061,22033,11.369,0.0
98074,39119,28.303,0.288
98101,48505,4.96,0.0
98129,37183,6.112,0.013
98182,12101,34.104,0.149
98209,27141,3.256,0.767
