GEOID,Name,Primary County,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
26345,"Eielson AFB, AK Urban Cluster",02090,2944,1019,16135833,599927,64.666431,-147.097017
26362,"Elberton, GA Urban Cluster",13105,5925,2925,13658204,41961,34.109944,-82.869663
26389,"El Campo, TX Urban Cluster",48481,11719,4498,16207830,19537,29.198508,-96.276623
26416,"El Centro--Calexico, CA Urbanized Area",06025,107672,33162,77893748,45518,32.769055,-115.546349
26443,"Eldon, MO Urban Cluster",29131,4555,2229,6893330,0,38.351041,-92.577313
26470,"El Dorado, AR Urban Cluster",05139,18944,8830,39158858,0,33.208556,-92.662815
26497,"Eldorado, IL Urban Cluster",17165,4572,2265,9458184,38715,37.815688,-88.439956
26524,"El Dorado, KS Urban Cluster",20015,14724,5997,23311666,11949,37.815098,-96.85048
26551,"Eldorado at Santa Fe, NM Urban Cluster",35049,4372,2190,18912707,0,35.537103,-105.929631
26578,"El Dorado Springs, MO Urban Cluster",29039,3454,1852,4952679,2869,37.869789,-94.023114
26632,"Electra, TX Urban Cluster",48485,2746,1397,4317364,0,34.030615,-98.919054
26659,"Elgin, TX Urban Cluster",48021,10043,3564,12307529,0,30.349499,-97.379144
26686,"Elizabeth City, NC Urban Cluster",37139,23905,10258,43981700,843,36.297071,-76.233278
26713,"Elizabethtown, NC Urban Cluster",37017,3085,1581,6373639,0,34.625482,-78.616196
26750,"Elizabethtown--Radcliff, KY Urbanized Area",21093,73467,30547,147472266,1265633,37.788109,-85.922883
26767,"Elk City, OK Urban Cluster",40009,10855,5014,16681047,0,35.40683,-99.413302
26794,"Elkhart, IN--MI Urbanized Area",18039,143592,58631,237903041,7568713,41.658247,-85.926438
26821,"Elkhorn, WI Urban Cluster",55127,12484,4987,26681042,170180,42.692359,-88.538185
26848,"Elkin, NC Urban Cluster",37171,6521,3206,17094338,68515,36.248754,-80.852281
26875,"Elkins, WV Urban Cluster",54083,11061,5164,15842958,0,38.930317,-79.87039
26902,"Elko, NV Urban Cluster",32007,18948,7420,26580266,0,40.836774,-115.77282
26912,"Elko New Market, MN Urban Cluster",27139,3908,1240,5882788,0,44.566032,-93.334035
26956,"Elkton, VA Urban Cluster",51165,3657,1703,8167916,35968,38.411282,-78.624658
26983,"Ellensburg, WA Urban Cluster",53037,20987,8933,22927525,0,47.001245,-120.53555
27010,"Ellenville, NY Urban Cluster",36111,6577,2566,8235516,12509,41.730481,-74.387697
27037,"Ellijay, GA Urban Cluster",13123,3496,1613,13126405,0,34.699387,-84.490402
27064,"Ellsworth, KS Urban Cluster",20053,2982,1075,3393603,0,38.733847,-98.227944
27070,"Ellsworth, ME Urban Cluster",23009,2805,1431,7236461,80594,44.538621,-68.427748
27076,"Ellsworth, WI Urban Cluster",55093,2823,1247,5967410,728,44.733436,-92.482438
27085,"Ellwood City, PA Urban Cluster",42073,13006,6133,16000604,497580,40.853149,-80.268213
27118,"Elmira, NY Urbanized Area",36015,67983,29507,97905045,1346513,42.192205,-76.831698
27172,"Elmwood, IL Urban Cluster",17143,2660,1145,4609604,0,40.776335,-89.969943
27199,"Eloy, AZ Urban Cluster",04021,6963,2528,7957277,7374,32.750881,-111.562575
27226,"El Paso, IL Urban Cluster",17203,2776,1101,4132223,0,40.740009,-89.014583
27253,"El Paso, TX--NM Urbanized Area",48141,803086,270231,648980588,2974601,31.780239,-106.389031
27261,"El Paso de Robles (Paso Robles)--Atascadero, CA Urbanized Area",06079,65088,25479,82140315,144643,35.621768,-120.659383
27280,"El Reno, OK Urban Cluster",40017,15069,5966,18498015,2157,35.522928,-97.958573
27290,"Elroy, TX Urban Cluster",48021,3708,1049,11290735,0,30.128197,-97.592702
27300,"Elverson, PA Urban Cluster",42011,3697,1523,7411875,29195,40.154279,-75.865131
27307,"Elwood, IN Urban Cluster",18095,9421,4465,13452178,0,40.274226,-85.839502
27334,"Ely, MN Urban Cluster",27137,3459,2020,6991618,13704,47.905099,-91.853013
27361,"Ely, NV Urban Cluster",32033,4681,2331,6579854,0,39.248028,-114.874529
27372,"Emajagua, PR Urban Cluster",72095,9231,4129,14250817,3536,18.010928,-65.911486
27380,"Emerald Bay, TX Urban Cluster",48423,3182,1716,11383645,333362,32.173995,-95.427796
27442,"Emmetsburg, IA Urban Cluster",19147,3628,1715,4855027,0,43.113788,-94.683236
27469,"Emmett, ID Urban Cluster",16045,9192,3995,14558895,101741,43.878179,-116.490113
27496,"Emmitsburg, MD--PA Urban Cluster",24021,6366,2164,13379495,20186,39.723106,-77.360676
27523,"Emporia, KS Urban Cluster",20111,24830,11323,28729004,498155,38.4114,-96.19078
27550,"Emporia, VA Urban Cluster",51595,7143,2990,14984906,19986,36.698482,-77.545666
27577,"Emporium, PA Urban Cluster",42023,2677,1431,3532999,218920,41.510729,-78.243422
27592,"Enfield, NC Urban Cluster",37083,2672,1189,3435501,0,36.179194,-77.67075
27604,"England, AR Urban Cluster",05085,2762,1246,3891501,0,34.545894,-91.964512
27631,"Enid, OK Urban Cluster",40047,47609,21075,62160760,31297,36.401999,-97.89186
27658,"Ennis, TX Urban Cluster",48139,18258,6518,25288686,196205,32.332346,-96.630807
27685,"Enterprise, AL Urban Cluster",01031,36427,15863,92142203,151495,31.328965,-85.794087
27712,"Ephraim, UT Urban Cluster",49039,5781,1636,5702821,0,39.357377,-111.581384
27739,"Ephrata, WA Urban Cluster",53025,6956,2840,7514761,0,47.312636,-119.550194
27750,"Epping, NH Urban Cluster",33015,3490,1291,11673229,0,43.039717,-71.06705
27766,"Erie, PA Urbanized Area",42049,196611,85558,212710301,453625,42.08554,-80.114855
27793,"Erwin, TN Urban Cluster",47171,9788,4556,16819199,116909,36.143997,-82.408735
27820,"Escalon, CA Urban Cluster",06077,7157,2619,5098787,0,37.792464,-120.995505
27847,"Escanaba, MI Urban Cluster",26041,20850,9981,46643396,283456,45.795922,-87.094594
27874,"Espanola, NM Urban Cluster",35039,26418,11368,74151284,629420,36.086731,-106.057706
27885,"Esparto, CA Urban Cluster",06113,3277,1063,4229347,0,38.695279,-122.019465
27901,"Estacada, OR Urban Cluster",41005,3838,1572,7371607,40488,45.298665,-122.333397
27928,"Estes Park, CO Urban Cluster",08069,7082,4885,19396197,48605,40.363508,-105.518915
27955,"Estherville, IA Urban Cluster",19063,6192,2790,7461182,0,43.404042,-94.834568
27991,"Estrella, AZ Urban Cluster",04013,11108,4197,18873347,0,33.328768,-112.442969
28009,"Etowah, TN Urban Cluster",47107,4129,2064,8691643,0,35.336866,-84.52521
28063,"Eudora, KS Urban Cluster",20045,6140,2309,6512373,103333,38.932378,-95.096848
28090,"Eufaula, AL--GA Urban Cluster",01005,9520,4469,19507985,1469818,31.879574,-85.141788
28117,"Eugene, OR Urbanized Area",41039,247421,108056,225265401,118851,44.065995,-123.076636
28144,"Eunice, LA Urban Cluster",22097,11940,5163,21872163,78619,30.491126,-92.419264
28171,"Eunice, NM Urban Cluster",35025,2826,1222,2942288,0,32.439505,-103.159026
28198,"Eureka, CA Urban Cluster",06023,45034,19912,48039740,3956380,40.777356,-124.169828
28225,"Eureka, IL Urban Cluster",17203,5573,2129,6756989,124341,40.713988,-89.274949
28252,"Eureka, KS Urban Cluster",20073,2591,1388,3823720,0,37.82374,-96.290832
28262,"Eureka, MO Urban Cluster",29189,11260,3696,25189253,283702,38.499469,-90.632649
28306,"Evanston, WY Urban Cluster",56041,12017,4983,18203895,90192,41.260088,-110.963739
28333,"Evansville, IN--KY Urbanized Area",18163,229351,104388,307632463,3253892,37.978539,-87.537393
28360,"Evansville, WI Urban Cluster",55105,5669,2313,7985723,0,42.777863,-89.296152
28387,"Evarts, KY Urban Cluster",21095,2646,1074,3832826,217594,36.872969,-83.179126
28414,"Everett, PA Urban Cluster",42009,3220,1581,4966546,48380,40.013306,-78.373013
28431,"Evergreen, AL Urban Cluster",01035,2520,1213,5618288,9861,31.429395,-86.95576
28441,"Evergreen, CO Urban Cluster",08059,13556,5946,35230655,233872,39.658971,-105.311351
28468,"Everson, WA Urban Cluster",53073,4330,1474,7901141,109861,48.90854,-122.346099
28495,"Excelsior Springs, MO Urban Cluster",29047,10943,4713,18041442,127810,39.344176,-94.233468
28522,"Fabens, TX Urban Cluster",48141,8042,2389,4336907,5386,31.505886,-106.153246
28549,"Fairbanks, AK Urbanized Area",02090,64513,25869,142841989,4461962,64.801958,-147.705736
28576,"Fairbury, IL Urban Cluster",17105,3784,1636,3753233,16338,40.746182,-88.51242
28603,"Fairbury, NE Urban Cluster",31095,3912,2133,5257837,0,40.142463,-97.177618
28624,"Fairdale, PA Urban Cluster",42059,4166,1960,9122621,15557,39.883491,-79.961893
28657,"Fairfield, CA Urbanized Area",06095,133683,46751,102311929,334969,38.259143,-122.036061
28684,"Fairfield, IL Urban Cluster",17191,5039,2654,7434972,57906,38.380391,-88.369938
28711,"Fairfield, IA Urban Cluster",19101,10320,4535,17839363,346137,41.009422,-91.95404
28738,"Fairfield, TX Urban Cluster",48161,3280,1424,11878828,0,31.725266,-96.16906
28765,"Fairfield Glade, TN Urban Cluster",47035,5584,3833,16184725,1598190,36.001001,-84.878962
28782,"Fairfield Harbour, NC Urban Cluster",37049,2726,1703,5869006,362648,35.078938,-76.970761
28819,"Fair Haven, VT Urban Cluster",50021,4181,1542,8718049,49030,43.596279,-73.238454
28846,"Fairmont, MN Urban Cluster",27091,9578,4703,16692640,4792370,43.640051,-94.466611
28860,"Fairmont, NC Urban Cluster",37155,2507,1179,5004783,0,34.496695,-79.116051
28873,"Fairmont, WV Urban Cluster",54049,33409,16075,67658772,2338084,39.469497,-80.149881
28900,"Fairmount, IN Urban Cluster",18053,2942,1342,3421263,0,40.416181,-85.648626
28954,"Fairview, TN Urban Cluster",47187,6373,2342,15974697,47761,35.969925,-87.125559
28981,"Fajardo, PR Urbanized Area",72053,85225,43282,131584324,354976,18.282618,-65.711953
29008,"Falfurrias, TX Urban Cluster",48047,4929,2119,5349323,0,27.223874,-98.146944
29035,"Fallon, NV Urban Cluster",32001,16241,7098,36720850,18327,39.486754,-118.794249
29062,"Falls City, NE Urban Cluster",31147,4133,2127,4789066,0,40.061254,-95.600291
29089,"Fargo, ND--MN Urbanized Area",38017,176676,78728,181801751,133673,46.86245,-96.82068
29116,"Faribault, MN Urban Cluster",27131,23696,9099,29461618,592056,44.29407,-93.281853
29143,"Farmersville, TX Urban Cluster",48085,3138,1234,4979282,1099,33.166485,-96.362719
29170,"Farmerville, LA Urban Cluster",22111,3883,1644,12937849,0,32.773269,-92.400835
29224,"Farmington, ME Urban Cluster",23007,3819,1601,5723207,20706,44.671915,-70.148576
29251,"Farmington, MO Urban Cluster",29187,39370,15256,58952417,153305,37.838181,-90.485144
29265,"Farmington, NH Urban Cluster",33017,2957,1268,3614410,0,43.390571,-71.065085
29278,"Farmington, NM Urbanized Area",35045,53049,20250,91473035,466227,36.745269,-108.160222
29305,"Farmville, NC Urban Cluster",37147,4815,2254,9089460,50344,35.584367,-77.589448
29332,"Farmville, VA Urban Cluster",51147,8999,2929,17850998,180777,37.286016,-78.39096
29359,"Fayette, AL Urban Cluster",01057,3408,1591,7298048,0,33.694826,-87.830734
29413,"Fayette, MO Urban Cluster",29089,2654,1072,4058636,13515,39.148113,-92.688363
29440,"Fayetteville, NC Urbanized Area",37051,310282,131234,513078427,5422448,35.052628,-78.97684
29467,"Fayetteville, TN Urban Cluster",47103,9178,4337,25113943,0,35.115318,-86.574431
29494,"Fayetteville--Springdale--Rogers, AR--MO Urbanized Area",05143,295083,125257,486610656,5970737,36.267415,-94.179758
29510,"Fearrington Village, NC Urban Cluster",37037,2642,1601,6028378,23451,35.800108,-79.086445
29521,"Federalsburg, MD Urban Cluster",24011,3190,1396,5106851,52160,38.69612,-75.771249
29548,"Fellsmere, FL Urban Cluster",12061,5294,1443,4874227,0,27.76795,-80.594632
29575,"Fergus Falls, MN Urban Cluster",27111,12081,5882,15831662,1318518,46.289201,-96.069742
29602,"Fernandina Beach, FL Urban Cluster",12089,25239,15126,62388821,85566,30.641696,-81.550684
29656,"Fernley, NV Urban Cluster",32019,18979,7829,26695195,0,39.598047,-119.228975
29683,"Ferriday, LA Urban Cluster",22029,5931,2024,11659127,0,31.6388,-91.556864
29698,"Filer, ID Urban Cluster",16083,2639,1050,2928861,1682,42.565842,-114.613149
29710,"Fillmore, CA Urban Cluster",06111,15081,4429,6966244,1775,34.4019,-118.91565
29737,"Findlay, OH Urban Cluster",39063,48441,22272,61773195,404737,41.052564,-83.640581
29764,"Firebaugh, CA Urban Cluster",06019,7281,2012,3757142,0,36.860053,-120.459006
29775,"Firestone--Frederick, CO Urban Cluster",08123,21474,7509,26294826,189947,40.118686,-104.944081
29791,"Fitzgerald, GA Urban Cluster",13017,11638,5167,22744401,537923,31.712975,-83.257838
29818,"Flagstaff, AZ Urbanized Area",04005,71957,28672,90134072,59774,35.1995,-111.623994
29845,"Flemingsburg, KY Urban Cluster",21069,2795,1441,5187667,11829,38.423585,-83.734951
29872,"Flint, MI Urbanized Area",26049,356218,164933,611011529,18822831,42.988756,-83.694698
29899,"Flora, IL Urban Cluster",17025,4872,2269,5907560,0,38.671793,-88.485968
29953,"Florence, AL Urbanized Area",01077,77074,37040,161204491,1787494,34.880869,-87.670032
29980,"Florence, AZ Urban Cluster",04021,16586,3330,7499413,1075,33.060988,-111.376412
30007,"Florence, CO Urban Cluster",08043,7314,1907,10075022,0,38.39098,-105.1234
30034,"Florence, OR Urban Cluster",41039,10177,6354,18783463,57546,43.994236,-124.108268
30061,"Florence, SC Urbanized Area",45041,89557,39135,183828914,1317416,34.202201,-79.809021
30088,"Floresville, TX Urban Cluster",48493,6068,2142,9684432,13906,29.14131,-98.156623
30115,"Florida--Imbéry--Barceloneta, PR Urbanized Area",72013,71747,30256,118669502,48143,18.417749,-66.599266
30142,"Floydada, TX Urban Cluster",48153,3009,1375,4296958,0,33.983179,-101.338075
30171,"Foley, AL Urban Cluster",01003,26469,19264,78132122,3380262,30.349787,-87.686189
30196,"Folkston, GA Urban Cluster",13049,5961,1769,12444170,166069,30.839274,-82.002682
30223,"Fond du Lac, WI Urbanized Area",55039,54901,24309,74810485,849257,43.781484,-88.441302
30250,"Fordyce, AR Urban Cluster",05039,3844,1768,10823078,0,33.817036,-92.418674
30277,"Forest, MS Urban Cluster",28123,4887,1806,9342386,0,32.365026,-89.473093
30304,"Forest City, IA Urban Cluster",19189,3966,1809,6877518,0,43.261332,-93.640226
30331,"Forest City, NC Urban Cluster",37161,26418,12344,90868611,213173,35.330746,-81.877374
30358,"Forest Lake, MN Urban Cluster",27163,21816,8741,46346488,12485571,45.285152,-92.960338
30385,"Forestville, CA Urban Cluster",06097,5144,2546,11224865,71200,38.473858,-122.893091
30412,"Forks, WA Urban Cluster",53009,3940,1528,6288410,0,47.950823,-124.382433
30439,"Forney, TX Urban Cluster",48257,27051,8907,48401599,75353,32.733207,-96.433992
30466,"Forrest City, AR Urban Cluster",05123,13690,4210,15104711,29094,35.009508,-90.785982
30493,"Forsyth, GA Urban Cluster",13207,4834,1882,10649330,41820,33.039209,-83.947849
30520,"Forsyth, MO Urban Cluster",29213,6836,3461,14810979,30135,36.726291,-93.193555
30547,"Fort Atkinson, WI Urban Cluster",55055,21105,9095,28966773,845492,43.005642,-88.827621
30574,"Fort Bragg, CA Urban Cluster",06045,10348,4725,20224174,498318,39.422456,-123.786707
30601,"Fort Branch, IN Urban Cluster",18051,4379,1958,4757302,47251,38.241076,-87.580317
30628,"Fort Collins, CO Urbanized Area",08069,264465,110523,282422437,16268972,40.499545,-105.058836
30655,"Fort Defiance, AZ--NM Urban Cluster",04001,3602,1218,7386357,0,35.744301,-109.059913
30682,"Fort Dodge, IA Urban Cluster",19187,25122,11147,33098249,138465,42.510479,-94.183965
30736,"Fort Irwin, CA Urban Cluster",06071,8845,2487,7751669,0,35.26146,-116.690324
30748,"Fort Leonard Wood, MO Urban Cluster",29169,29257,8091,67184834,123267,37.846348,-92.101273
30755,"Fort Lupton, CO Urban Cluster",08123,9055,3099,13798203,0,40.08806,-104.794704
30763,"Fort Madison, IA--IL Urban Cluster",19111,10848,4832,10843891,28886,40.629756,-91.334287
30790,"Fort Meade, FL Urban Cluster",12105,6234,2670,14549918,487352,27.75587,-81.795336
30817,"Fort Morgan, CO Urban Cluster",08087,13178,5001,12772590,0,40.251686,-103.800077
30844,"Fort Payne, AL Urban Cluster",01049,7018,2827,11207478,13274,34.45576,-85.709231
30858,"Fort Plain, NY Urban Cluster",36057,5730,2669,9757875,363361,42.917788,-74.5981
30871,"Fort Polk, LA Urban Cluster",22115,14300,4570,33437851,34433,31.067239,-93.213757
30898,"Fort Scott, KS Urban Cluster",20011,7895,3719,10836780,12152,37.830598,-94.703504
30925,"Fort Smith, AR--OK Urbanized Area",05131,122947,53063,183350848,2578744,35.47902,-94.3767
30952,"Fort Stockton, TX Urban Cluster",48371,9339,3491,15366151,0,30.892709,-102.882701
30979,"Fortuna, CA Urban Cluster",06023,13084,5485,22505594,639,40.579796,-124.143155
31033,"Fort Valley, GA Urban Cluster",13225,10605,3869,12541923,32622,32.550906,-83.889126
31060,"Fort Walton Beach--Navarre--Wright, FL Urbanized Area",12091,191917,109009,312425907,26274867,30.432627,-86.669611
31087,"Fort Wayne, IN Urbanized Area",18003,313492,136775,445938033,1085682,41.100389,-85.138898
31114,"Fostoria, OH Urban Cluster",39147,14694,6765,17133293,211562,41.159927,-83.4137
31150,"Four Corners, FL Urban Cluster",12105,35549,25928,87777209,5565368,28.28516,-81.688494
31158,"Four Corners, MT Urban Cluster",30031,2527,1046,7978901,96785,45.662393,-111.191753
31168,"Fowlerville, MI Urban Cluster",26093,3794,1674,9497847,109110,42.656371,-84.08599
31195,"Frankenmuth, MI Urban Cluster",26145,4972,2397,7116007,6537,43.332753,-83.737571
31222,"Frankfort, IN Urban Cluster",18023,16684,6666,20067664,0,40.28326,-86.514895
31249,"Frankfort, KY Urban Cluster",21073,35734,17372,55891628,990201,38.196014,-84.89466
31276,"Franklin, KY Urban Cluster",21213,9442,4155,13939909,23076,36.725774,-86.581032
31303,"Franklin, LA Urban Cluster",22101,14617,5925,27199954,420987,29.803285,-91.504414
31330,"Franklin, NH Urban Cluster",33013,9582,4292,16671468,281383,43.445618,-71.622554
31384,"Franklin, NC Urban Cluster",37113,6781,3709,23676012,604196,35.185699,-83.384666
31411,"Franklin (Venango County), PA Urban Cluster",42121,9581,4529,16104943,226255,41.39626,-79.838336
31438,"Franklin, VA Urban Cluster",51620,9209,4170,17755084,91870,36.681452,-76.938609
31450,"Franklin--Highland Lake, NJ Urban Cluster",34037,35436,15949,84336261,3305453,41.16921,-74.546082
31465,"Franklinton, LA Urban Cluster",22117,3506,1540,7414890,7995,30.846598,-90.148295
31478,"Fraser, CO Urban Cluster",08049,2583,3796,5790231,0,39.935988,-105.798883
31492,"Frazier Park, CA Urban Cluster",06029,3657,1806,6539298,5006,34.818946,-118.945784
31519,"Frederick, MD Urbanized Area",24021,141576,56122,190183424,1223042,39.415817,-77.408163
31546,"Frederick, OK Urban Cluster",40141,3899,1956,5771782,0,34.391193,-99.014399
31573,"Fredericksburg, TX Urban Cluster",48171,11511,5772,19647084,16099,30.273813,-98.869231
31600,"Fredericksburg, VA Urbanized Area",51177,141238,52950,201972226,1619252,38.282028,-77.502692
31627,"Fredericktown, MO Urban Cluster",29123,4217,2038,6048892,8668,37.561065,-90.289915
31681,"Freeport, IL Urban Cluster",17177,25980,12578,35958131,178583,42.293495,-89.63027
31735,"Fremont, MI Urban Cluster",26123,4496,2184,8160104,56396,43.465758,-85.951597
31762,"Fremont, NE Urban Cluster",31053,27471,11897,28205719,1080046,41.440935,-96.494819
31789,"Fremont, OH Urban Cluster",39143,23332,10532,31869461,761346,41.349654,-83.118293
31843,"Fresno, CA Urbanized Area",06019,654628,229285,441049776,3224371,36.787755,-119.761114
31870,"Friona, TX Urban Cluster",48369,4106,1428,3512243,0,34.639737,-102.72174
31897,"Fritch, TX Urban Cluster",48233,3968,1953,8750286,0,35.638345,-101.591624
31924,"Front Royal, VA Urban Cluster",51187,18638,7728,44528150,570810,38.93311,-78.165713
31978,"Frostproof, FL Urban Cluster",12105,7626,3330,19868793,4989284,27.733078,-81.559135
32032,"Fulton, KY--TN Urban Cluster",21075,4339,2274,7335694,45760,36.504438,-88.879996
32059,"Fulton, MS Urban Cluster",28057,3217,1197,8745369,0,34.272094,-88.404964
32086,"Fulton, MO Urban Cluster",29027,12197,4336,17025785,142801,38.852856,-91.949109
32113,"Gadsden, AL Urbanized Area",01055,64172,29951,186453391,7387226,33.982171,-86.013753
32140,"Gaffney, SC Urban Cluster",45021,20844,9205,48025862,144009,35.085468,-81.656738
32167,"Gainesville, FL Urbanized Area",12001,187781,85930,225553278,3800127,29.656824,-82.371036
32194,"Gainesville, GA Urbanized Area",13139,130846,49063,327017903,7842567,34.262481,-83.855497
32221,"Gainesville, TX Urban Cluster",48097,15746,6459,21329732,12431,33.629767,-97.13669
32248,"Galax, VA Urban Cluster",51640,6915,3244,15380699,40227,36.66996,-80.910802
32275,"Galena, IL Urban Cluster",17085,3165,1814,4773207,0,42.419095,-90.431199
32302,"Galena, KS--MO Urban Cluster",20021,2673,1243,4074467,12078,37.069889,-94.635287
32329,"Galesburg, IL Urban Cluster",17095,36001,15930,55962512,174726,40.941849,-90.355829
32356,"Galion, OH Urban Cluster",39033,15966,7678,23476336,79699,40.731873,-82.806993
32383,"Galliano--Larose--Cut Off, LA Urban Cluster",22057,21437,8617,41851640,713518,29.492773,-90.321378
32437,"Gallup, NM Urban Cluster",35031,23114,8503,31419076,0,35.521098,-108.741039
32451,"Galt, CA Urban Cluster",06067,24912,8095,20505283,0,38.269332,-121.300265
32491,"Galveston, TX Urban Cluster",48167,44022,26559,30384297,2933753,29.287801,-94.822135
32506,"Garapan--Dandan, MP Urban Cluster",69110,46203,17857,59459706,185857,15.163811,145.732025
32518,"Garden City, KS Urban Cluster",20055,29942,10793,33409113,67931,37.972333,-100.852871
32572,"Gardnerville Ranchos, NV Urban Cluster",32005,20107,8897,31754915,49380,38.926121,-119.736521
32599,"Garner, IA Urban Cluster",19081,3115,1373,4175654,0,43.099499,-93.604622
32626,"Garnett, KS Urban Cluster",20003,3336,1556,5048386,41594,38.282812,-95.24312
32637,"Garrettsville, OH Urban Cluster",39133,6150,2459,17144266,53204,41.27377,-81.089785
32653,"Gastonia, NC--SC Urbanized Area",37071,169495,73115,358960218,2109385,35.258871,-81.151724
32707,"Gatesville, TX Urban Cluster",48099,15310,3074,16731872,17659,31.438195,-97.739873
32720,"Gautier, MS Urban Cluster",28059,3957,1631,7940762,51720,30.451498,-88.63762
32734,"Gaylord, MI Urban Cluster",26137,8298,4320,26463401,2264668,44.989318,-84.680677
32761,"Geneseo, IL Urban Cluster",17073,6531,3021,7920806,20814,41.449963,-90.154855
32788,"Geneseo, NY Urban Cluster",36051,8329,2198,10466487,0,42.796608,-77.80851
32815,"Geneva, AL Urban Cluster",01061,2654,1246,6028756,50261,31.037275,-85.879991
32842,"Geneva, NY Urban Cluster",36069,29990,13463,39768301,224776,42.923586,-76.763612
32850,"Geneva, OH Urban Cluster",39007,7660,3395,11624077,10311,41.801578,-80.943528
32869,"Genoa, IL Urban Cluster",17037,6413,2371,7038244,28619,42.088574,-88.703087
32896,"Genoa, OH Urban Cluster",39123,3118,1342,7026981,0,41.536928,-83.366423
32950,"Georgetown, DE Urban Cluster",10005,9034,2337,12496000,0,38.690267,-75.382319
32977,"Georgetown, KY Urban Cluster",21209,30764,12615,42359692,740448,38.229847,-84.560761
33004,"Georgetown, OH Urban Cluster",39015,3829,1688,6309658,0,38.862336,-83.899138
33031,"Georgetown, SC Urban Cluster",45043,12320,5581,26598178,1247697,33.364641,-79.298223
33166,"Gibson City, IL Urban Cluster",17053,3615,1658,5120577,14730,40.464319,-88.37299
33193,"Giddings, TX Urban Cluster",48287,5030,1843,7497562,11267,30.183513,-96.933128
33220,"Gillespie, IL Urban Cluster",17117,5377,2454,7807608,355,39.104106,-89.814086
33247,"Gillette, WY Urban Cluster",56005,32721,13590,64299078,102755,44.273303,-105.484013
33274,"Gilman, IL Urban Cluster",17075,3010,1220,7429120,41170,40.74053,-87.99851
33301,"Gilmer, TX Urban Cluster",48459,4978,2188,9568467,30888,32.732263,-94.946939
33328,"Gilroy--Morgan Hill, CA Urbanized Area",06085,98413,31353,117638306,3754,37.080866,-121.609942
33355,"Girard, KS Urban Cluster",20037,2547,1165,3839874,24639,37.510162,-94.843853
33409,"Gladwin, MI Urban Cluster",26051,2934,1423,7038120,32107,43.98397,-84.487229
33436,"Glasgow, KY Urban Cluster",21009,13569,6492,24906595,49412,36.997889,-85.925425
33463,"Glasgow, MT Urban Cluster",30105,3301,1688,10592217,0,48.209584,-106.62162
33490,"Glencoe, MN Urban Cluster",27085,5534,2372,7045960,13127,44.771601,-94.14892
33517,"Glendive, MT Urban Cluster",30021,6494,2943,11618494,31810,47.123455,-104.700056
33544,"Glennville, GA Urban Cluster",13267,3161,1534,7716095,37534,31.929589,-81.923702
33598,"Glens Falls, NY Urbanized Area",36113,65443,29640,107715714,2183293,43.321292,-73.654361
33612,"Glenville, WV Urban Cluster",54021,3415,680,4331494,48150,38.933945,-80.814534
33625,"Glenwood, IA Urban Cluster",19129,6088,2391,11062541,24962,41.042999,-95.756194
33635,"Glenwood, MD Urban Cluster",24027,3721,1206,14347659,58611,39.270186,-77.005326
33652,"Glenwood Springs, CO Urban Cluster",08045,11581,4810,12678163,65477,39.514529,-107.313447
33679,"Globe, AZ Urban Cluster",04007,13515,6441,19926437,634,33.406987,-110.828965
33695,"Gloucester Courthouse, VA Urban Cluster",51073,4177,1555,11351421,20473,37.419107,-76.527717
33706,"Glouster, OH Urban Cluster",39009,2643,1263,4806674,41601,39.501463,-82.098529
33733,"Gloversville, NY Urban Cluster",36035,29226,13504,41901833,333600,43.050565,-74.375073
33749,"Gold Beach, OR Urban Cluster",41015,2787,1671,5482383,491738,42.428936,-124.411723
33760,"Golden Beach, MD Urban Cluster",24037,4452,1590,11855182,45853,38.48656,-76.720862
33787,"Goldendale, WA Urban Cluster",53039,3329,1594,4908800,0,45.822528,-120.818707
33798,"Golden Gate Estates, FL Urban Cluster",12021,3953,1393,18879740,163935,26.221053,-81.563994
33814,"Goldsboro, NC Urbanized Area",37191,61054,27061,137031795,472924,35.387238,-77.983388
33841,"Gonzales, CA Urban Cluster",06053,8174,1985,4067663,8236,36.509642,-121.439172
33868,"Gonzales, TX Urban Cluster",48177,6877,2645,9583285,0,29.511692,-97.44634
33895,"Gooding, ID Urban Cluster",16047,3726,1588,3540510,19914,42.936509,-114.715474
33922,"Goodland, KS Urban Cluster",20181,4553,2408,6948696,0,39.345288,-101.713783
33938,"Goodrich, MI Urban Cluster",26125,5860,2297,16999283,1672869,42.887785,-83.487723
34003,"Gothenburg, NE Urban Cluster",31047,3515,1632,4802329,117691,40.931528,-100.159861
34030,"Gouverneur, NY Urban Cluster",36089,4146,1916,5752973,123394,44.332556,-75.465437
34057,"Gowanda, NY Urban Cluster",36029,6323,1714,11203884,42497,42.480458,-78.932452
34072,"Graceville, FL Urban Cluster",12063,4037,900,7103716,0,30.957586,-85.504492
34084,"Grafton, ND Urban Cluster",38099,4219,1956,4778274,0,48.414776,-97.41115
34111,"Grafton, WV Urban Cluster",54091,5923,2654,10237533,397039,39.338094,-80.032363
34138,"Graham, TX Urban Cluster",48503,9041,3938,12491886,63362,33.100905,-98.579295
34151,"Gramercy--Lutcher, LA Urban Cluster",22093,15279,5827,37293644,5773381,30.039568,-90.695903
34165,"Granbury, TX Urban Cluster",48221,28250,14241,75707999,7863584,32.449738,-97.751519
