GEOID,Name,Primary County,Population,Housing Units,Land Area,Water Area,Latitude,Longitude
07948,"Blackfoot, ID Urban Cluster",16011,15352,5686,32125940,76650,43.202028,-112.385854
07975,"Black River Falls, WI Urban Cluster",55053,5677,2234,13975350,177530,44.296014,-90.822944
08002,"Blacksburg, VA Urbanized Area",51121,88542,35430,132281376,567058,37.225388,-80.396122
08029,"Blackshear, GA Urban Cluster",13229,3873,1742,8736513,21351,31.29937,-82.243468
08056,"Blackstone, VA Urban Cluster",51135,3232,1476,4332324,3696,37.078886,-78.000023
08083,"Blackwell, OK Urban Cluster",40071,6916,3315,9123354,17842,36.799819,-97.29264
08137,"Blair, NE Urban Cluster",31177,7844,3312,10390011,0,41.544787,-96.132515
08164,"Blairsville, PA Urban Cluster",42063,7060,3231,15753390,86927,40.443685,-79.227554
08191,"Blakely, GA Urban Cluster",13099,3748,1513,7958937,0,31.375859,-84.934876
08209,"Blanchard, OK Urban Cluster",40087,3434,1391,8487871,4616,35.154313,-97.657197
08218,"Blanchester, OH Urban Cluster",39027,4184,1829,7540751,254751,39.287524,-83.97645
08245,"Blanding, UT Urban Cluster",49037,3264,1059,4310278,0,37.625928,-109.481411
08272,"Blissfield, MI Urban Cluster",26091,3303,1460,4769976,32155,41.835576,-83.870515
08299,"Bloomer, WI Urban Cluster",55017,3348,1566,5090583,336690,45.103349,-91.492777
08326,"Bloomfield, IN Urban Cluster",18055,2521,1263,3171931,0,39.025952,-86.938663
08353,"Bloomfield, NM Urban Cluster",35045,9892,3710,19594443,56922,36.711895,-107.985408
08380,"Bloomington, IN Urbanized Area",18105,108657,45637,116015737,13178,39.162873,-86.548361
08407,"Bloomington--Normal, IL Urbanized Area",17113,132600,54479,126867906,551438,40.493804,-88.978944
08434,"Bloomsburg--Berwick, PA Urbanized Area",42037,53618,23149,84655317,3145209,41.016958,-76.41213
08461,"Blountstown, FL Urban Cluster",12013,4751,1349,10241938,25169,30.434991,-85.056259
08488,"Blue Earth, MN Urban Cluster",27043,3257,1595,4518427,41946,43.637847,-94.100266
08515,"Bluefield, WV--VA Urban Cluster",54055,44092,21466,110141326,396628,37.378403,-81.075284
08542,"Bluffton, IN Urban Cluster",18179,9952,4553,17186481,200155,40.751051,-85.171967
08569,"Bluffton, OH Urban Cluster",39003,4215,1556,5638868,164059,40.890826,-83.894518
08623,"Blythe, CA--AZ Urban Cluster",06065,12967,5251,16000976,3436,33.611802,-114.586127
08650,"Blytheville, AR Urban Cluster",05093,18219,8386,23658684,74152,35.930824,-89.924217
08677,"Boardman, OR Urban Cluster",41049,3362,1055,7455024,0,45.835559,-119.696376
08704,"Boerne, TX Urban Cluster",48259,10467,4530,17881821,0,29.781912,-98.726886
08731,"Bogalusa, LA Urban Cluster",22117,12213,5780,21468863,77121,30.780619,-89.86476
08749,"Boiling Spring Lakes, NC Urban Cluster",37019,4397,1975,9035903,1414539,34.041667,-78.04488
08758,"Boiling Springs, NC Urban Cluster",37045,4549,1401,9505846,0,35.256034,-81.657863
08785,"Boise City, ID Urbanized Area",16001,349684,146177,345736766,5042026,43.617778,-116.292083
08812,"Bolivar, MO Urban Cluster",29167,9693,4184,13916304,21796,37.606697,-93.416709
08839,"Bolivar, OH Urban Cluster",39157,3717,1589,9363646,36192,40.639605,-81.432248
08866,"Bolivar, TN Urban Cluster",47069,5394,2220,12804200,0,35.259925,-88.995167
08893,"Bonadelle Ranchos-Madera Ranchos, CA Urban Cluster",06039,8024,2732,23052413,0,36.986902,-119.873482
08920,"Bonham, TX Urban Cluster",48147,9995,3332,13488424,0,33.587998,-96.18404
08947,"Bonifay, FL Urban Cluster",12059,4230,1268,9223882,27637,30.778853,-85.6824
08974,"Bonita Springs, FL Urbanized Area",12021,310298,209911,483371914,37896534,26.210693,-81.744767
08992,"Bonneauville, PA Urban Cluster",42001,4427,1811,8233494,585980,39.811261,-77.173939
09001,"Bonners Ferry, ID Urban Cluster",16021,2613,1288,5303491,64130,48.690567,-116.320015
09028,"Boone, IA Urban Cluster",19015,12793,5981,24011244,0,42.056687,-93.880641
09055,"Boone, NC Urban Cluster",37189,22763,8927,34881087,107710,36.212657,-81.655532
09082,"Booneville, AR Urban Cluster",05083,3335,1554,5021048,0,35.138391,-93.920049
09109,"Booneville, MS Urban Cluster",28117,6050,2565,14569477,23134,34.658157,-88.55443
09163,"Boonville, IN Urban Cluster",18173,6258,2914,6688113,34048,38.046357,-87.272626
09190,"Boonville, MO Urban Cluster",29053,9229,3752,14769944,239042,38.97186,-92.746653
09217,"Borger, TX Urban Cluster",48233,13574,6468,32536338,10993,35.666797,-101.399608
09244,"Boscobel, WI Urban Cluster",55043,3261,1322,3952936,0,43.136662,-90.699789
09271,"Boston, MA--NH--RI Urbanized Area",25017,4181019,1719241,4853336622,201355196,42.373132,-71.140708
09298,"Boulder, CO Urbanized Area",08013,114591,51299,84040852,697715,40.027135,-105.23905
09325,"Boulder City, NV Urban Cluster",32003,13866,6981,15753322,0,35.971082,-114.842412
09352,"Bowie, TX Urban Cluster",48337,5143,2459,10479753,46255,33.558499,-97.843269
09379,"Bowling Green, KY Urbanized Area",21227,78306,32586,117432139,609503,36.95549,-86.439506
09406,"Bowling Green, MO Urban Cluster",29163,5356,1493,5971106,19241,39.346076,-91.202394
09433,"Bowling Green, OH Urban Cluster",39173,30738,12582,31835963,309619,41.375434,-83.64958
09460,"Box Elder, SD Urban Cluster",46103,7885,2873,20959101,18064,44.129083,-103.076884
09487,"Boyne City, MI Urban Cluster",26029,3501,2184,7134810,56507,45.212106,-85.01253
09514,"Bozeman, MT Urban Cluster",30031,43164,19927,50455198,121006,45.683919,-111.057553
09532,"Brackettville, TX Urban Cluster",48271,2862,1427,7114039,8247,29.302599,-100.412224
09541,"Bradford, PA--NY Urban Cluster",42083,12083,5345,13732430,189395,41.960558,-78.643265
09568,"Brady, TX Urban Cluster",48307,5357,2489,7414605,23946,31.130533,-99.33716
09600,"Braidwood--Coal City--Wilmington, IL Urban Cluster",17197,22685,9729,38844362,1166443,41.290715,-88.263516
09622,"Brainerd, MN Urban Cluster",27035,19812,8945,45903044,3739738,46.358835,-94.219552
09649,"Brandon, SD Urban Cluster",46099,8173,3009,8612020,10852,43.59375,-96.571201
09676,"Branson, MO Urban Cluster",29213,22645,14038,74489368,1165089,36.63726,-93.246397
09703,"Brattleboro, VT--NH Urban Cluster",50025,9980,5055,12279833,335833,42.849383,-72.580475
09730,"Brawley, CA Urban Cluster",06025,25032,8249,20529224,0,32.977987,-115.531845
09784,"Brazoria, TX Urban Cluster",48039,3908,1602,7931067,0,29.05863,-95.585202
09801,"Breaux Bridge, LA Urban Cluster",22099,18465,7171,58904712,694837,30.277915,-91.881727
09811,"Breckenridge, CO Urban Cluster",08117,7179,8216,16803932,0,39.483161,-106.042401
09838,"Breckenridge, TX Urban Cluster",48429,5839,2704,9717388,9818,32.756691,-98.909375
09865,"Breese, IL Urban Cluster",17027,5800,2436,11870141,0,38.592503,-89.532017
09892,"Bremen, GA Urban Cluster",13143,6516,2762,17668388,20518,33.719958,-85.145976
09919,"Bremen, IN Urban Cluster",18099,4663,1955,6228028,11642,41.446077,-86.150628
09946,"Bremerton, WA Urbanized Area",53035,198979,85027,353526650,81981552,47.61591,-122.62618
09973,"Brenham, TX Urban Cluster",48477,15682,6354,21527549,48551,30.15986,-96.39592
10000,"Brent, AL Urban Cluster",01007,5525,1500,12493764,41081,32.953442,-87.15261
10027,"Brevard, NC Urban Cluster",37175,13121,6464,31376920,84,35.229587,-82.73134
10081,"Brewton, AL Urban Cluster",01053,6866,3258,15307256,66129,31.107055,-87.063914
10135,"Bridgeport, TX Urban Cluster",48497,5646,1737,8774933,0,33.213945,-97.760765
10162,"Bridgeport--Stamford, CT--NY Urbanized Area",09001,923311,367499,1207893404,30623597,41.541214,-73.22596
10189,"Bridgeton, NJ Urban Cluster",34011,35022,10631,46099979,1211644,39.441365,-75.223477
10198,"Bridgeville, DE Urban Cluster",10005,3343,1389,8175341,0,38.727353,-75.589635
10297,"Brillion, WI Urban Cluster",55015,2968,1256,4075194,20810,44.175097,-88.066117
10324,"Brinkley, AR Urban Cluster",05095,2528,1251,5314100,20613,34.891439,-91.193631
10351,"Bristol--Bristol, TN--VA Urbanized Area",47163,69501,32924,165266257,232262,36.604532,-82.152878
10378,"Bristow, OK Urban Cluster",40037,4110,2000,4773082,9109,35.828541,-96.392281
10405,"Broadway, VA Urban Cluster",51165,6228,2740,9351478,90066,38.619193,-78.790027
10418,"Brockport, NY Urban Cluster",36055,20255,7643,30748573,228137,43.225521,-77.926506
10426,"Brockway, PA Urban Cluster",42065,2856,1348,6218156,99395,41.245655,-78.775677
10459,"Brodhead, WI Urban Cluster",55045,3506,1516,4598576,0,42.613803,-89.37916
10513,"Broken Bow, NE Urban Cluster",31041,3537,1723,4932381,0,41.405442,-99.64017
10540,"Broken Bow, OK Urban Cluster",40089,4253,1836,8875104,47943,34.024203,-94.743486
10567,"Brookfield, MO Urban Cluster",29115,4281,2153,7607997,17861,39.783508,-93.076913
10594,"Brookhaven, MS Urban Cluster",28085,10635,4697,22858479,8189,31.594241,-90.440231
10621,"Brookings, OR Urban Cluster",41015,10915,5757,18082426,329329,42.052622,-124.268979
10648,"Brookings, SD Urban Cluster",46011,22482,8864,24567298,0,44.300493,-96.784513
10675,"Brooklyn, MI Urban Cluster",26075,2773,1488,7677056,129296,42.102062,-84.274847
10702,"Brookshire, TX Urban Cluster",48473,4486,1565,6671730,0,29.782358,-95.955091
10810,"Brookville, PA Urban Cluster",42065,4542,2143,9738689,195414,41.162035,-79.081363
10837,"Brownfield, TX Urban Cluster",48445,9530,3503,11681992,60687,33.17654,-102.274007
10864,"Browning, MT Urban Cluster",30035,4624,1460,4860599,72933,48.555663,-113.019428
10891,"Browns Mills--Fort Dix, NJ Urban Cluster",34005,37985,12833,74394496,1510304,40.020342,-74.590238
10918,"Brownstown, IN Urban Cluster",18071,3149,1305,3993299,6997,38.878862,-86.046355
10945,"Brownsville, TN Urban Cluster",47075,9879,4323,14750160,0,35.596434,-89.261002
10972,"Brownsville, TX Urbanized Area",48061,217585,66404,211434572,8348109,25.966448,-97.473579
10999,"Brownwood, TX Urban Cluster",48049,22711,9690,44015263,0,31.709802,-98.972809
11026,"Brunswick, GA Urbanized Area",13127,51024,22277,112174357,2212444,31.215376,-81.505347
11040,"Brunswick, ME Urban Cluster",23005,29159,14192,63711326,1792289,43.911044,-69.927941
11053,"Brunswick, MD--VA Urban Cluster",24021,8495,3319,17249873,219373,39.311437,-77.629018
11080,"Brush, CO Urban Cluster",08087,5816,2450,6246877,0,40.259112,-103.630833
11107,"Bryan, OH Urban Cluster",39171,9762,4630,16285663,56236,41.473955,-84.550698
11134,"Buckeye, AZ Urban Cluster",04013,19424,7172,27065962,0,33.390478,-112.583185
11161,"Buckhannon, WV Urban Cluster",54097,8731,3731,16023291,0,38.985426,-80.225753
11175,"Buckhead (Bryan County), GA Urban Cluster",13029,5168,1783,20209278,62557,31.861877,-81.260323
11188,"Buckner, MO Urban Cluster",29095,3034,1225,6130524,7094,39.125522,-94.2005
11215,"Bucyrus, OH Urban Cluster",39033,12401,5986,15908246,1247,40.803787,-82.97168
11242,"Buena Vista, CO Urban Cluster",08015,4483,1699,9984585,88623,38.831652,-106.133009
11269,"Buena Vista, VA Urban Cluster",51530,6536,2889,8776873,34604,37.735113,-79.35429
11296,"Buffalo, MN Urban Cluster",27171,15972,6226,21542181,3185033,45.181505,-93.864235
11323,"Buffalo, MO Urban Cluster",29059,3031,1481,5509665,2226,37.645096,-93.098472
11350,"Buffalo, NY Urbanized Area",36029,935906,436020,984093627,14339669,42.92493,-78.823675
11377,"Buffalo, WY Urban Cluster",56019,4368,2108,6092463,1106,44.350191,-106.701248
11404,"Buhl, ID Urban Cluster",16083,4138,1772,4037573,0,42.598071,-114.760928
11415,"Buies Creek, NC Urban Cluster",37085,5628,1801,9611161,20357,35.409723,-78.712074
11431,"Bullhead City, AZ--NV Urban Cluster",04015,48656,27288,75212262,26608,35.099013,-114.534389
11512,"Bunkie, LA Urban Cluster",22009,4090,1876,5733437,3802,30.953684,-92.185724
11539,"Buras, LA Urban Cluster",22075,3767,1766,23494952,429625,29.357395,-89.533996
11566,"Burgaw, NC Urban Cluster",37141,3456,1258,6407467,0,34.550156,-77.930332
11575,"Burgettstown, PA Urban Cluster",42125,3380,1621,6326561,0,40.383627,-80.367676
11593,"Burkburnett, TX Urban Cluster",48485,10002,4366,13431549,0,34.082822,-98.569269
11620,"Burley, ID Urban Cluster",16031,15977,6005,25021905,2410356,42.549818,-113.779147
11647,"Burlington, CO Urban Cluster",08063,4243,1480,3831480,0,39.303791,-102.265994
11674,"Burlington, IA--IL Urban Cluster",19057,29569,13848,40254872,128585,40.813742,-91.132613
11701,"Burlington, KS Urban Cluster",20031,2503,1230,4165063,2341,38.198327,-95.746911
11728,"Burlington, NC Urbanized Area",37001,119911,53132,234202344,2043317,36.078968,-79.408365
11755,"Burlington, VT Urbanized Area",50007,108740,45774,159961171,2712008,44.474036,-73.147918
11782,"Burlington, WI Urban Cluster",55101,23534,10241,33800444,3097626,42.70475,-88.243832
11809,"Burnet, TX Urban Cluster",48053,5428,1974,10062766,27206,30.750602,-98.238193
11836,"Burney, CA Urban Cluster",06089,3171,1455,5336007,43741,40.883756,-121.665539
11863,"Burns, OR Urban Cluster",41025,4131,2111,6466425,0,43.590669,-119.062738
11872,"Burnt Store Marina, FL Urban Cluster",12071,3061,2791,8149886,786635,26.772214,-82.044248
11890,"Bushnell, FL Urban Cluster",12119,3500,2263,7043134,0,28.667722,-82.1166
11917,"Bushnell, IL Urban Cluster",17109,3045,1375,3807535,19836,40.552775,-90.507321
11944,"Butler, IN Urban Cluster",18033,2651,1072,3181621,0,41.429246,-84.87261
11971,"Butler, MO Urban Cluster",29013,3875,1884,5541851,16227,38.256012,-94.339322
11998,"Butler, PA Urban Cluster",42019,40352,18974,85115081,329116,40.863328,-79.924443
12025,"Butner, NC Urban Cluster",37077,16975,4461,44249041,96104,36.134328,-78.740676
12052,"Butte-Silver Bow, MT Urban Cluster",30093,30287,14923,42753214,0,45.983534,-112.516453
12079,"Byron, IL Urban Cluster",17141,7057,2755,13455947,143714,42.12934,-89.270836
12106,"Byron, MN Urban Cluster",27109,4864,1869,6140508,0,44.038029,-92.643838
12120,"Cache, OK Urban Cluster",40031,2600,1060,3986913,0,34.63018,-98.629863
12133,"Cactus, TX Urban Cluster",48341,3292,952,1924898,0,36.039681,-101.999794
12160,"Cadillac, MI Urban Cluster",26165,11690,5829,22604234,4755021,44.248143,-85.415876
12187,"Cadiz, KY Urban Cluster",21221,2960,1386,5668110,12602,36.864616,-87.820443
12214,"Cadiz, OH Urban Cluster",39067,2521,1220,4474127,332,40.265314,-80.988254
12241,"Cairo, GA Urban Cluster",13131,9414,3896,16698683,157083,30.876091,-84.205905
12268,"Cairo, IL Urban Cluster",17003,2833,1603,4930202,1421,37.01387,-89.180625
12295,"Calais, ME Urban Cluster",23029,2504,1316,4411532,0,45.178898,-67.275226
12322,"Caldwell, OH Urban Cluster",39121,5488,1413,7284506,48684,39.742481,-81.559321
12349,"Caldwell, TX Urban Cluster",48051,4012,1603,7878913,48477,30.531315,-96.700624
12376,"Caledonia, MN Urban Cluster",27055,2749,1297,4414356,0,43.63369,-91.493719
12457,"Calhoun, GA Urban Cluster",13129,31493,12644,85690929,479461,34.477731,-84.920398
12511,"California, MO Urban Cluster",29135,4181,1871,5863699,32934,38.630336,-92.568251
12565,"California City, CA Urban Cluster",06029,10908,4899,19513997,104459,35.122358,-117.966018
12592,"Calipatria, CA Urban Cluster",06025,3538,1116,2661779,0,33.124883,-115.512646
12646,"Calistoga, CA Urban Cluster",06055,5155,2319,6718708,47146,38.581408,-122.582696
12700,"Camano, WA Urban Cluster",53029,6157,3307,17183717,128605,48.159122,-122.472428
12713,"Camano North, WA Urban Cluster",53029,2529,1610,5160298,0,48.213081,-122.528459
12754,"Camarillo, CA Urbanized Area",06111,71772,28232,56939389,41791,34.231343,-119.034716
12781,"Cambria, CA Urban Cluster",06079,5865,3971,9244032,0,35.559273,-121.091551
12808,"Cambridge, MD Urban Cluster",24019,14255,7188,22411486,348328,38.562477,-76.077314
12835,"Cambridge, MN Urban Cluster",27059,14270,5817,25607885,1346669,45.534249,-93.234418
12862,"Cambridge, OH Urban Cluster",39059,15232,7484,25587800,9978,40.0172,-81.578958
12872,"Cambridge, WI Urban Cluster",55055,2577,1412,4566742,1452218,43.002181,-89.002427
12889,"Cambridge City, IN Urban Cluster",18177,3805,1768,7919881,413878,39.807266,-85.151127
12890,"Cambridge Springs, PA Urban Cluster",42039,2602,752,2092689,0,41.801559,-80.059681
12916,"Camden, AR Urban Cluster",05103,11401,5653,30703130,22456,33.559942,-92.845911
12943,"Camden, ME Urban Cluster",23013,3968,2520,7714432,2362,44.206573,-69.08143
12970,"Camden, SC Urban Cluster",45055,13546,6478,40766383,1365594,34.259627,-80.595476
12997,"Camden, TN Urban Cluster",47005,3552,1724,10414691,0,36.059669,-88.103658
13024,"Camdenton, MO Urban Cluster",29029,3632,1646,7577533,0,38.005994,-92.75846
13051,"Cameron, MO Urban Cluster",29049,9782,2850,10486979,83736,39.742652,-94.238676
13078,"Cameron, TX Urban Cluster",48331,5389,2290,8016503,0,30.85857,-96.97842
13132,"Camilla, GA Urban Cluster",13205,6939,2081,13882791,0,31.215096,-84.188358
13159,"Campbellsville, KY Urban Cluster",21217,11719,5258,20054778,300987,37.352554,-85.346495
13170,"Camp Verde, AZ Urban Cluster",04025,5305,2434,16181424,0,34.589329,-111.87451
13177,"Canadian, TX Urban Cluster",48211,2781,1134,3863427,0,35.909872,-100.383689
13221,"Canby, OR Urban Cluster",41005,17119,6387,12916792,55146,45.26509,-122.688395
13240,"Cannon Falls, MN Urban Cluster",27049,3931,1809,7112925,86281,44.508466,-92.902057
13267,"Cañon City, CO Urban Cluster",08043,27139,10533,50259518,31525,38.438739,-105.212346
13294,"Canton, IL Urban Cluster",17057,14818,6008,16704192,0,40.564333,-90.032585
13321,"Canton, MS Urban Cluster",28089,15321,5541,27556599,301549,32.622302,-90.045528
13348,"Canton, NY Urban Cluster",36089,6489,1828,8436273,234991,44.596384,-75.163582
13375,"Canton, OH Urbanized Area",39151,279245,125638,431157126,3070624,40.826652,-81.429851
13402,"Canton, SD Urban Cluster",46083,2679,1204,2980477,0,43.302592,-96.588259
13429,"Canton, TX Urban Cluster",48467,3563,1536,11410292,50125,32.549287,-95.868917
13456,"Canyon, TX Urban Cluster",48381,13440,5655,15942472,16480,34.983283,-101.91869
13483,"Canyon Lake, TX Urban Cluster",48091,5277,3244,16926068,19553,29.867717,-98.275628
13510,"Cape Coral, FL Urbanized Area",12071,530290,307598,855189939,107339936,26.60259,-81.842332
13537,"Cape Girardeau, MO--IL Urbanized Area",29031,52900,23192,90697587,174299,37.332321,-89.585751
13550,"Captain Cook, HI Urban Cluster",15001,4175,1640,10843209,0,19.485133,-155.904799
13564,"Carbondale, CO Urban Cluster",08045,7159,2665,5489350,0,39.397364,-107.215714
13591,"Carbondale, IL Urbanized Area",17199,67821,32286,126037064,2557956,37.748873,-89.065603
13618,"Carey, OH Urban Cluster",39175,3575,1604,3731839,0,40.950447,-83.384419
13645,"Caribou, ME Urban Cluster",23003,3974,2002,6351106,44605,46.855956,-68.008237
13699,"Carlinville, IL Urban Cluster",17117,5953,2641,7351657,0,39.279166,-89.880261
13753,"Carlisle, IA Urban Cluster",19181,3968,1584,3871138,42798,41.500208,-93.492609
13807,"Carlsbad, NM Urban Cluster",35015,29839,12727,56853344,701656,32.399539,-104.233996
13821,"Carlton, OR Urban Cluster",41071,3178,1196,9786344,0,45.317017,-123.173609
13834,"Carlyle, IL Urban Cluster",17027,4301,1896,6576256,0,38.611183,-89.387204
13850,"Carmel Valley Village, CA Urban Cluster",06053,3122,1507,7520610,115865,36.475839,-121.730319
13861,"Carmi, IL Urban Cluster",17193,5568,2704,6424870,14612,38.08674,-88.171043
