ZCTA5,Urban Area GEOID,Population,Housing Units,Land Area,Water Area
34473,54739,14033,6359,36526721,16201
34481,54739,0,0,92409,0
38643,54778,1655,656,3229206,0
38646,54778,1881,807,3106823,0
71350,54793,1607,731,5255502,0
71351,54793,5910,2327,11044946,0
76661,54820,5832,2551,9883945,156856
73055,54847,4230,1900,4740599,0
49855,54874,26946,11218,40601343,1303261
61341,54901,4877,2285,5244820,122522
62441,54928,3775,1895,6284270,0
49068,54955,7683,3617,11801427,74884
56258,54982,13464,5630,17759716,0
65340,55009,12665,5144,16073123,121174
75670,55036,13171,5140,20818170,54950
75672,55036,8808,3867,26232852,0
53559,55063,3834,1483,3629647,187142
50158,55090,26858,10927,29654267,21405
65706,55117,6701,2933,11050889,7811
54441,55144,562,193,915548,0
54449,55144,18859,9403,29891583,70991
38237,55171,11397,4576,23077662,54638
16662,55198,2733,1283,5030727,0
46151,55225,13276,5636,16648631,251158
24054,55252,325,145,1337979,14825
24055,55252,4067,1981,19138654,174531
24078,55252,6890,3449,16511802,59377
24089,55252,845,421,3597262,0
24112,55252,20505,10435,59325039,358276
24148,55252,2336,1126,9464733,13549
24168,55252,123,67,680439,0
66508,55279,2937,1476,3906167,1739
43040,55306,22348,7975,26756975,377341
98205,55333,12068,4465,16694953,0
98223,55333,19766,7693,29763683,400512
98252,55333,7,2,23250,0
98258,55333,26248,9705,34976500,4096052
98270,55333,45727,17018,34518791,281086
98271,55333,20872,7642,43927703,368280
98290,55333,15999,6562,40042286,481316
98292,55333,4417,2049,11523849,2769754
98296,55333,36,18,426476,61188
64468,55360,13220,4891,14019054,81971
62258,55375,7368,3000,7564329,11492
50401,55414,27115,12896,41158915,728919
15410,55441,0,0,16338,0
15458,55441,447,214,1230219,0
15461,55441,3839,1759,5624219,0
15476,55441,157,79,98143,0
13662,55468,11259,5121,15873678,623589
78368,55495,5936,2392,10344141,25897
99349,55522,4988,953,1617949,0
61938,55576,18978,9097,27593077,52244
29388,55603,43,20,540677,29318
29605,55603,523,215,670555,0
29607,55603,12428,4974,20182426,156618
29615,55603,7935,3710,18760979,280349
29644,55603,9011,3619,21715401,68418
29650,55603,167,43,2320446,643
29651,55603,5545,1950,17871691,85492
29662,55603,15090,6645,14757707,60099
29673,55603,335,132,2201414,561
29680,55603,24416,8977,38721598,325852
29681,55603,45084,17364,78686368,354129
53948,55684,4401,1981,6597997,0
00610,55738,1506,645,3223601,0
00623,55738,0,0,140129,0
00660,55738,17216,7757,18974940,486
00670,55738,210,76,524014,775
00680,55738,55306,26757,77992534,59515
00682,55738,31681,15071,24766767,26733
00683,55738,3653,1548,13244287,0
12543,55750,2953,1161,2234003,0
12549,55750,6,3,69406,0
42066,55765,11356,5306,19639763,128600
27025,55792,1850,936,5199762,20002
27027,55792,2532,1321,3810434,0
41056,55819,7801,3886,13137526,133475
45101,55819,1886,991,3044305,166255
45167,55819,1767,968,3333806,76941
53050,55846,5134,2311,6123789,229895
53515,55860,1269,550,1367601,5665
53560,55860,1687,744,3313588,62324
16316,55900,2695,2415,8632220,0
16335,55900,19661,9060,34319294,117594
16422,55900,209,107,720318,0
16433,55900,1322,511,2849753,0
92254,55927,7781,1783,4801597,0
92274,55927,3472,718,5307223,0
97501,55981,38509,16164,36520105,101292
97502,55981,20849,8433,35460685,393022
97503,55981,8467,3210,12420726,96125
97504,55981,43028,19286,41497920,15313
97520,55981,20995,10907,20419702,2857
97524,55981,8526,3615,8691908,47043
97530,55981,2527,1421,3368361,0
97535,55981,4898,2232,4919261,0
97540,55981,6282,2914,4318858,176
54451,56008,4046,1984,6631818,74099
99022,56023,4918,1778,5233473,496996
14103,56035,6502,2978,10511918,169724
14105,56035,1880,858,2479014,0
38355,56072,3636,1347,6437785,40425
56352,56089,3121,1201,3400257,310675
38002,56116,20115,7252,30265938,999733
38016,56116,42521,18763,41049020,113362
38017,56116,44601,16151,63478922,215656
38018,56116,34121,14215,36632153,169846
38029,56116,80,35,135610,0
38053,56116,14412,5887,39413303,0
38054,56116,284,20,932363,0
38103,56116,12180,7281,6778611,358782
38104,56116,23409,14538,13204400,0
38105,56116,6184,3546,4402770,20044
38106,56116,27219,12781,29859755,0
38107,56116,17698,8793,13994958,202139
38108,56116,18729,8463,18140270,1514251
38109,56116,46073,18617,63558374,1348783
38111,56116,41742,19832,25628563,26392
38112,56116,17472,8275,11646791,37057
38114,56116,26905,13320,19536938,0
38115,56116,39129,18726,22219159,21753
38116,56116,40404,18663,49238392,123528
38117,56116,26125,12403,24203282,0
38118,56116,41209,16402,72959676,161974
38119,56116,22330,10422,22890937,123214
38120,56116,14224,6787,17129338,47851
38122,56116,25270,11315,19532324,0
38125,56116,36055,14199,43931778,0
38126,56116,7334,3002,4712142,0
38127,56116,44111,17763,54498164,477164
38128,56116,44788,18287,53618009,1094908
38131,56116,0,0,480154,0
38132,56116,7,2,1773754,0
38133,56116,20787,7732,32787276,0
38134,56116,41948,16045,39028756,29443
38135,56116,30588,11359,31096050,141686
38138,56116,24045,10447,30718918,0
38139,56116,16086,5648,22979393,178235
38141,56116,22462,7982,20210164,13318
38152,56116,834,0,139080,0
38632,56116,11902,4671,20756159,78214
38637,56116,25496,9490,35140824,597305
38651,56116,3290,1187,8138603,288814
38654,56116,36753,14010,86996412,434048
38671,56116,35360,14275,54619916,597111
38672,56116,10725,3725,27980893,154261
38680,56116,4784,1824,12235137,129899
72301,56116,26045,10877,32707771,68199
72364,56116,14225,5673,26584022,0
71953,56143,5499,2753,12292480,88927
93640,56170,11211,2594,5253692,8333
61342,56197,7195,2966,7310996,70454
54730,56224,401,208,1508409,0
54751,56224,17443,6763,28641871,4445356
95301,56251,33767,11209,36313510,22024
95340,56251,33015,12274,29868864,0
95341,56251,29321,8290,20631391,0
95348,56251,29450,10852,19477754,0
95388,56251,11416,3326,16816670,0
16137,56278,3838,1138,3935436,0
39301,56305,13669,6433,24884321,184900
39305,56305,12536,5992,27783960,158071
39307,56305,13819,5737,26071627,173244
39342,56305,1210,564,3776802,0
39364,56305,297,113,1134330,358817
54452,56359,10282,4877,18340602,1357212
79015,56386,729,279,2102611,0
79118,56386,2337,917,7941215,0
79119,56386,394,148,1031850,0
86432,56413,413,241,1422312,0
89007,56413,2,1,2416,0
89027,56413,13869,7809,18465147,0
61548,56440,3650,1481,5401604,9658
62960,56467,6607,3225,8701676,10273
30439,56494,3633,1576,7793116,42159
76667,56521,6898,2595,11782158,70123
65265,56548,11356,5151,15139911,51280
15552,56575,2596,1273,4053308,0
33004,56602,15571,8762,14048346,160529
33009,56602,39341,29120,13168818,1064433
33010,56602,46187,15876,11178683,147230
33012,56602,72248,24734,15185010,633832
33013,56602,33852,10005,9874425,43611
33014,56602,40654,14923,15879078,2804469
33015,56602,63544,22552,15086374,1624711
33016,56602,45342,14854,11338569,1615776
33018,56602,45846,13405,12315595,381255
33019,56602,15065,12714,8665012,1549324
33020,56602,41329,22493,15674148,214882
33021,56602,45921,22367,22561732,263815
33023,56602,63576,21409,24958795,542829
33024,56602,63916,24022,27799373,715781
33025,56602,59039,24069,28016143,810783
33026,56602,28498,11963,11734441,1311816
33027,56602,57663,23211,34764963,1407682
33028,56602,26696,8616,14891648,474199
33029,56602,45235,13995,30774106,4627997
33030,56602,33449,11024,23137000,77193
33031,56602,2853,1032,11197904,20372
33032,56602,33516,10839,27615268,881256
33033,56602,49016,16775,33043636,701006
33034,56602,17622,6027,16179146,320637
33035,56602,13497,6177,5950627,347688
33039,56602,122,46,785623,80430
33054,56602,29061,9968,22731775,849026
33055,56602,43194,12486,15548789,825971
33056,56602,35059,11107,15706627,692079
33060,56602,32154,14646,18217447,0
33062,56602,23948,21836,9803301,1055748
33063,56602,51019,25109,23034542,616226
33064,56602,52969,23931,27098248,783060
33065,56602,51921,19745,21566781,275994
33066,56602,15760,10613,8240040,76805
33067,56602,26458,9670,27514955,746210
33068,56602,49824,17834,15433376,86282
33069,56602,25700,14851,24300518,739768
33071,56602,36964,13948,19942118,182272
33073,56602,29168,11454,22026032,299262
33076,56602,29751,10374,31911756,562410
33101,56602,0,0,17695,0
33109,56602,594,754,805729,370076
33122,56602,1,1,15358629,229349
33125,56602,52677,20271,10003115,431689
33126,56602,46867,18904,12970290,1693143
33127,56602,28909,10708,8560281,8927
33128,56602,7562,3360,1028612,49487
33129,56602,13833,8176,3501237,1681576
33130,56602,26108,14259,2856756,68306
33131,56602,14917,13481,1048261,28394
33132,56602,11165,7504,4365112,2552117
33133,56602,31926,16189,10817743,231877
33134,56602,37456,17629,13491391,32901
33135,56602,36066,14933,5584972,0
33136,56602,13791,6257,3693308,84096
33137,56602,19410,10825,5244021,8629968
33138,56602,27571,13360,10921680,5773827
33139,56602,38613,32255,6967545,6498362
33140,56602,21210,17643,7874950,7201731
33141,56602,35249,22062,5997658,12228307
33142,56602,52606,19529,18323080,237710
33143,56602,31407,14526,20447765,642447
33144,56602,26903,9355,8015183,124827
33145,56602,29758,12263,6575725,0
33146,56602,14995,4528,8056011,307934
33147,56602,46933,15744,18772215,435778
33149,56602,12375,7076,6534600,911653
33150,56602,27811,10108,9060982,136176
33154,56602,13971,9902,4615476,2736902
33155,56602,43773,15774,19096986,1444821
33156,56602,31315,12564,34167342,2045304
33157,56602,63134,22245,37358758,659169
33158,56602,6694,2361,7232208,276706
33160,56602,40053,31573,11005207,4985931
33161,56602,53710,18896,14161688,146971
33162,56602,43539,14906,13454511,269212
33165,56602,56149,17865,19731737,652688
33166,56602,23038,8574,24285898,3821594
33167,56602,18846,6292,10734929,504346
33168,56602,25792,7139,9532401,7290
33169,56602,39353,13795,17856639,679642
33170,56602,11465,3678,14753036,37075
33172,56602,37664,14723,16952738,1711233
33173,56602,33141,12637,13085180,419750
33174,56602,32524,10550,7983869,343596
33175,56602,53206,16685,19941299,824167
33176,56602,50170,19918,31768284,943186
33177,56602,53034,15314,26433697,760945
33178,56602,39409,15089,35595951,5923273
33179,56602,41332,18152,13037873,1812562
33180,56602,30840,20316,8824992,1411834
33181,56602,18413,9694,8331442,4535438
33182,56602,16929,3953,5378491,307613
33183,56602,35949,12540,14932485,874658
33184,56602,21075,6686,6336450,388412
33185,56602,27189,7977,11887138,548036
33186,56602,67137,24489,32730302,2344062
33187,56602,14059,4214,17037152,7366
33189,56602,23828,8840,13422633,575656
33190,56602,11593,4364,4618384,332076
33193,56602,46044,15020,18217929,1414271
33194,56602,7269,1668,13388694,194664
33196,56602,42928,13975,15778800,548478
33301,56602,14586,9658,6496541,270292
33304,56602,17724,12509,8246801,960355
33305,56602,11927,7982,5701039,147644
33306,56602,3397,2237,2191178,27392
33308,56602,28217,22935,11781113,456814
33309,56602,33705,14687,24705587,2186290
33311,56602,63786,25377,26797759,442896
33312,56602,49343,21078,29591401,379725
33313,56602,56039,24675,16848335,62988
33314,56602,21885,9143,21523377,1102215
33315,56602,12153,6775,13558147,0
33316,56602,10044,7701,13105021,990444
33317,56602,35372,13395,24775735,501411
33319,56602,44420,23870,18026857,279480
33321,56602,44327,23649,21367500,967654
33322,56602,37858,20262,14792897,0
33323,56602,18929,7417,17019232,0
33324,56602,42847,21695,23850204,353889
33325,56602,27570,10464,24787758,162543
33326,56602,31242,13519,20679325,1345367
33327,56602,22656,7027,20492649,978937
33328,56602,27415,10431,24345839,209774
33330,56602,14107,4672,26582662,84112
33331,56602,23204,7762,32266063,985264
33332,56602,10979,3293,15183623,232120
33334,56602,28749,14154,12401547,77108
33351,56602,32890,12971,14917811,517700
33401,56602,24879,16241,14239540,3361253
33403,56602,12042,5614,8711693,519042
33404,56602,27489,16189,19917909,3732644
33405,56602,19155,8606,11652539,1269604
33406,56602,26312,9522,23037501,271629
33407,56602,29659,13546,26080472,2470024
33408,56602,16921,11890,18866002,5220166
33409,56602,29140,13501,16693916,35894
33410,56602,32570,17112,29529563,412713
33411,56602,65214,27867,76099204,593439
33412,56602,13527,5686,36571104,6553
33413,56602,15162,5817,18951875,883411
33414,56602,52774,21043,56853389,708089
33415,56602,44963,19317,19160283,48324
33417,56602,29156,18638,17391814,267727
33418,56602,35173,19376,71687224,437959
33426,56602,20082,11166,15890440,142145
33428,56602,38548,15941,23309994,21810
33431,56602,18290,8375,23034449,569950
33432,56602,18715,12849,12416488,666149
33433,56602,41722,22881,24575092,0
33434,56602,19260,13364,17221900,491530
33435,56602,32104,18178,17040494,1201958
33436,56602,41896,22427,30333769,243905
33437,56602,35938,20762,28072783,99340
33441,56602,26838,14313,12539432,182086
33442,56602,28075,19840,17390299,2490864
33444,56602,20221,9318,13017034,413205
33445,56602,29754,16684,20778683,338155
33446,56602,21194,15252,25780657,0
33449,56602,9812,3745,13007485,0
33458,56602,49225,21442,39629972,2528389
33460,56602,30790,14061,12139477,1923239
33461,56602,40748,17875,18764819,445809
33462,56602,30879,15403,22711270,4542093
33463,56602,53766,20467,27825270,190433
33467,56602,48808,23263,47675530,19829
33469,56602,13784,8292,13287265,2859235
33470,56602,22290,7540,55123394,3739
33472,56602,18625,8838,19245076,0
33473,56602,5856,1894,7051400,0
33477,56602,13074,11473,17500680,1730169
33480,56602,9549,10641,11390899,9513455
33483,56602,12093,9204,10172298,814890
33484,56602,23443,18209,15938909,0
33486,56602,21720,9615,14145949,64532
33487,56602,16421,11037,16951765,397883
33496,56602,20969,11213,24076415,414565
33498,56602,14557,5673,18860219,0
74339,56629,2498,1044,2734770,0
74354,56629,13379,5797,17769253,46947
74358,56629,267,122,291404,0
46350,56656,27714,12220,39474236,3413553
46360,56656,37716,18108,59346144,220595
49117,56656,595,739,2080659,254
46540,56710,4064,1545,11473219,36577
05753,56737,5350,1608,8851191,114769
44021,56764,1471,649,3767681,16849
44062,56764,3387,1530,12096162,124746
25247,56791,486,304,2168691,1062743
25253,56791,162,66,1029615,2330
25260,56791,1330,797,3110683,1657448
25265,56791,1496,735,2559105,237836
25287,56791,639,55,994975,4663
45760,56791,2256,1199,2621463,82482
45769,56791,1413,685,3978689,237436
45771,56791,51,34,219936,107825
45779,56791,726,354,1464910,22896
24248,56818,0,0,20425,0
37724,56818,926,467,2238877,0
37752,56818,3624,1379,9790171,0
37879,56818,15,6,236331,0
40965,56818,10765,5187,19516361,267873
19709,56845,22547,7863,28579427,4901
19730,56845,385,162,1160062,84558
19734,56845,6483,2096,16006160,59628
47356,56872,2543,1088,3609044,5172
10919,56899,270,97,752178,0
10924,56899,6990,2753,12305594,41799
10932,56899,13,7,17740,0
10940,56899,39043,15491,39643073,297349
10941,56899,10502,3914,18630937,74529
10958,56899,1325,411,9200413,21326
10973,56899,238,89,556437,17523
45005,56926,27050,11434,55938534,1413768
45011,56926,19,5,83159,0
45036,56926,162,57,612934,0
45042,56926,19743,9277,29328558,466965
45044,56926,32004,15112,40224268,434468
45066,56926,0,0,41164,0
45067,56926,12445,4667,11424320,0
45327,56926,5495,2297,7022646,0
45342,56926,585,252,616926,0
49333,56953,3236,1406,4532603,127020
48611,56980,3265,1400,6455946,62462
48623,56980,7114,2209,21229083,350543
48640,56980,21347,9493,42166249,697417
48642,56980,23816,10333,35520143,226163
48657,56980,3472,1719,9992808,2385910
48667,56980,0,0,853028,32489
79701,57007,27728,10310,30795660,0
79703,57007,20592,7671,16675436,0
79705,57007,30443,12519,32620238,0
79706,57007,8383,3040,32371552,27470
79707,57007,30661,13519,24492842,113824
17844,57061,4363,2005,6826981,14764
17056,57069,128,53,160547,0
17058,57069,1141,462,1682851,363543
17059,57069,2002,894,4822016,254974
17082,57069,1101,503,4618981,0
56353,57079,2831,1398,4584647,3072
48160,57088,7514,2574,8315741,185009
38358,57115,7427,3393,13632885,0
57252,57142,3283,1658,5417145,0
59301,57169,9604,4542,18180704,85244
19950,57196,263,100,726130,0
19954,57196,407,169,1107433,0
19960,57196,3296,1383,13822889,505964
19963,57196,14043,5968,30387326,496297
08825,57206,1108,514,1184573,0
08848,57206,1280,576,3868165,503114
18972,57206,388,207,1105132,214516
31024,57223,4,4,1635493,465123
31061,57223,29309,13102,85803324,1478403
31062,57223,495,10,696373,0
30442,57250,2827,1398,6652830,9351
44654,57277,2968,1332,4549386,10387
17032,57304,116,66,243782,0
17061,57304,4424,2135,5280852,0
04462,57331,3976,2326,4971342,43366
19939,57358,1676,721,10467700,0
19945,57358,1311,448,3702248,0
19966,57358,6408,2998,13701758,2253
15333,57368,810,395,1371932,235084
15348,57368,283,130,341195,147515
15368,57368,470,228,381641,64454
15433,57368,45,22,1893639,480634
15450,57368,2120,81,2691074,140174
62260,57385,3583,1548,4328152,111965
19968,57395,2556,1296,3109625,167254
05454,57402,138,46,473861,0
05468,57402,8383,3167,24316967,137339
17730,57439,243,106,287494,0
17777,57439,3635,1702,3913074,66290
17837,57439,14847,5124,22687427,35644
17844,57439,59,23,97355,0
17847,57439,9080,4261,20110430,1381999
17850,57439,645,289,843921,0
17856,57439,731,326,5972790,43350
17886,57439,782,360,1353441,0
17887,57439,391,206,522881,3448
17889,57439,393,163,1390408,2344
53005,57466,19425,7876,37737731,799143
53007,57466,1841,925,2011956,27737
53012,57466,13067,5576,19591600,221684
53017,57466,2919,1102,16027030,479544
53018,57466,6148,2336,15011948,2480983
53022,57466,17050,7022,29357439,68885
53024,57466,13503,5921,19521450,424186
53029,57466,18795,7319,52895402,2396832
53033,57466,3138,1256,12313991,372545
53036,57466,950,411,1948536,45070
53045,57466,21515,8940,35623330,507118
53046,57466,924,453,3717580,40647
53051,57466,33459,14279,53370152,515282
53058,57466,2679,1177,7493812,1842862
53066,57466,25176,10795,49951550,11370252
53069,57466,697,429,1004733,692756
53072,57466,23224,10599,63706473,10523227
53074,57466,11419,5082,13981355,0
53076,57466,676,255,2772514,0
53080,57466,4151,1760,5799113,191500
53089,57466,16769,6622,42963320,183984
53092,57466,19467,8586,44607895,1234922
53097,57466,3198,770,6435000,0
53103,57466,2365,900,10771935,303327
53108,57466,433,197,1135998,16674
53110,57466,18320,8688,12349506,0
53118,57466,3058,1253,6230943,125960
53122,57466,5985,2534,8472040,47576
53129,57466,13973,6262,13331607,22101
53130,57466,7755,3536,8317785,16322
53132,57466,33334,13321,54273971,218129
53146,57466,5313,2112,20842584,445875
53149,57466,55,19,285319,0
53150,57466,23025,9093,48159283,3180860
53151,57466,31987,13785,45975308,396860
53154,57466,34160,14651,65258376,0
53172,57466,21156,9722,12428179,19701
53183,57466,2638,1024,7833401,9460
53185,57466,7344,2989,19326408,5931921
53186,57466,33592,14339,32557513,280506
53188,57466,33848,14305,42977890,561421
53189,57466,20583,7907,49355628,613979
53202,57466,23386,16804,5267236,286745
53203,57466,938,708,1156887,62379
53204,57466,42355,14477,8503810,224507
53205,57466,10050,4005,3657413,0
53206,57466,28210,11625,6971563,0
53207,57466,35149,17038,25461406,380710
53208,57466,31133,14410,10107676,38422
53209,57466,46917,20706,28207403,182486
53210,57466,28126,11403,6591578,0
53211,57466,35406,16474,10101822,142911
53212,57466,30416,14833,10491872,280380
53213,57466,26020,12233,10445577,0
53214,57466,34725,16929,18835092,14646
53215,57466,60953,21135,14658668,31918
53216,57466,32264,13913,12012155,0
53217,57466,29192,12544,36701601,795043
53218,57466,40625,15347,15217503,17008
53219,57466,33880,16144,12812754,15790
53220,57466,26303,12383,14337480,0
53221,57466,37701,16596,23848404,37481
53222,57466,25165,11748,14347675,9179
53223,57466,29230,13213,26365824,178993
53224,57466,21284,8477,25425329,2425
53225,57466,25706,10501,17815378,13463
53226,57466,18370,8514,17820887,400
53227,57466,23357,11533,13185622,30353
53228,57466,14369,6628,13468635,14778
53233,57466,16453,5990,4380569,0
53235,57466,9270,4794,6575661,0
53295,57466,359,1,606085,0
53702,57466,50,32,43101,0
71055,57493,12501,5621,21904150,100577
71073,57493,837,346,3564946,412
68959,57520,2891,1326,3660603,0
75773,57547,5608,2527,15732343,311092
76067,57574,16109,6056,22021461,67344
44625,57601,181,75,391583,0
44657,57601,4398,2033,5640044,0
54082,57628,276,138,1281522,658801
55001,57628,0,0,56018,0
55003,57628,3471,912,5349029,8891
55011,57628,442,165,694737,1350
55014,57628,26492,9361,38988513,5819977
55016,57628,32477,11253,29506447,160143
55024,57628,29032,10154,30027894,646638
55033,57628,0,0,10308,0
55038,57628,17489,6412,31975822,2439960
55042,57628,6195,2207,25995549,2356780
55044,57628,43303,15045,68247637,3735543
55055,57628,3339,1432,8581951,597241
55068,57628,26751,9584,26157619,1233324
55071,57628,5303,2087,5714446,31097
55075,57628,20152,8667,14672640,1269981
55076,57628,21195,9067,21043446,1245976
55077,57628,9910,3901,15522541,1003119
55082,57628,24432,10327,37416196,3198100
55090,57628,401,192,258327,14733
55092,57628,702,264,3223111,21163
55101,57628,5592,4156,2109625,132774
55102,57628,18207,10105,8421495,706738
55103,57628,12991,5179,5406933,287953
55104,57628,43248,18536,15723037,121368
55105,57628,28455,11495,9322464,492928
55106,57628,52730,19597,22444943,1285926
55107,57628,14776,5704,10642423,1380648
55108,57628,14688,6545,10178954,50002
55109,57628,31444,13166,30316358,1980162
55110,57628,36475,15392,47317135,14188135
55111,57628,0,0,5850253,656931
55112,57628,43250,17803,49440028,4811050
55113,57628,38994,18138,38652209,2197348
55114,57628,3100,1610,3370763,77979
55115,57628,8130,3082,10460233,4310525
55116,57628,23851,11971,14132168,1367718
55117,57628,41649,17000,23910078,1612195
55118,57628,27548,12638,27196938,1599777
55119,57628,38966,15962,36495450,5642353
55120,57628,4352,1824,13830434,2246319
55121,57628,7813,3795,20949684,1798496
55122,57628,30346,13074,29177683,1525252
55123,57628,26030,9533,28463118,2507243
55124,57628,49084,19600,43542873,1788596
55125,57628,43281,16873,39555892,1233062
55126,57628,25064,10837,28943914,5828571
55127,57628,15847,6799,26470196,5860546
55128,57628,28113,11690,29129584,1020542
55129,57628,17308,6176,16285967,580335
55130,57628,17575,5908,5190307,4311
55150,57628,198,82,889256,123357
55155,57628,0,0,132079,0
55301,57628,9676,3475,12863191,704993
55303,57628,39055,15158,66119155,2558036
55304,57628,38961,13132,105219743,3634664
55305,57628,19368,10009,24111531,381382
55306,57628,15935,6776,16129508,1908050
55311,57628,32432,11859,32066819,2073059
55315,57628,3235,1092,4261662,3702
55316,57628,23089,8598,21153855,1448845
55317,57628,18833,7238,28770986,3147793
55318,57628,23260,9071,29174147,1110047
55327,57628,2511,911,7365482,273896
55330,57628,26463,9973,55561820,2622894
55331,57628,17187,7069,31900697,15618603
55337,57628,44356,18979,48365503,3305647
55340,57628,1786,584,5266270,38363
55341,57628,2505,798,7422378,116342
55343,57628,23933,12366,19566965,674617
55344,57628,13952,7322,22806159,1805767
55345,57628,21147,8764,29454820,732334
55346,57628,16776,6431,17821647,625401
55347,57628,29095,10993,31150817,2525090
55352,57628,221,89,927041,0
55356,57628,3796,1618,10617784,2504514
55364,57628,12635,5829,17471270,15348242
55369,57628,31647,12991,39677482,3590000
55372,57628,23961,9271,36320895,6218521
55374,57628,10730,3718,28662564,613251
55375,57628,3863,1385,6314229,18103
55376,57628,14003,4622,19687413,217113
55378,57628,26918,9399,32969407,182608
55379,57628,36586,13161,51354687,909980
55384,57628,1672,1073,926865,664136
55386,57628,6060,2067,8574289,249365
55391,57628,13586,6190,33393166,27750687
55401,57628,6590,4912,2331229,377143
55402,57628,368,373,461184,0
55403,57628,14985,11573,3548279,41489
55404,57628,27121,13337,4582447,0
55405,57628,15411,7822,7184962,493464
55406,57628,32112,15589,12957253,573329
55407,57628,37881,15090,10469606,261186
55408,57628,29981,15677,7038674,1418644
55409,57628,11615,5149,3216080,0
55410,57628,19340,8998,7708748,0
55411,57628,27428,10002,10550888,179947
55412,57628,22148,9193,9407292,210276
55413,57628,12934,6733,8538461,303942
55414,57628,28495,10797,8751408,435030
55415,57628,2604,1297,1121235,0
55416,57628,29027,16125,18938584,2649877
55417,57628,24875,11247,14084959,1481395
55418,57628,29472,13862,17553037,334723
55419,57628,26406,11202,10872252,291556
55420,57628,21767,9548,16819429,248708
55421,57628,27035,12360,16272408,851272
55422,57628,27820,12766,21477197,1213142
55423,57628,35375,15797,18071306,370622
55424,57628,9685,3612,6264144,201841
55425,57628,8952,4095,12214239,5615611
55426,57628,24945,12256,17526016,492926
55427,57628,22919,10237,18609501,200002
55428,57628,29357,12563,20919220,146693
55429,57628,26751,10585,16087193,796790
55430,57628,21508,8484,14617903,541792
55431,57628,18435,8181,20665925,626422
55432,57628,30027,13027,25581616,1591361
55433,57628,33613,13800,30079325,1443330
55434,57628,28823,11342,23828477,164967
55435,57628,11592,7212,7647197,372712
55436,57628,13138,5983,12282537,438809
55437,57628,17484,8174,16988777,1131391
55438,57628,16249,7640,21622491,1823221
55439,57628,8750,3697,12492486,342399
55441,57628,17848,7891,22439475,4054258
55442,57628,13217,5728,13741277,1263222
55443,57628,32462,11463,23910786,533327
55444,57628,15667,5380,11459197,579498
55445,57628,9879,3667,20233485,103495
55446,57628,18695,7757,26292819,371883
55447,57628,21187,8780,22760671,1253229
55448,57628,27863,10662,28135649,446876
55449,57628,22169,8318,33932555,129154
55450,57628,10,3,9767394,17943
55454,57628,8125,3126,1580575,138768
55455,57628,1050,4,692288,131362
58701,57655,25154,12145,34693010,98106
58702,57655,0,0,12695,0
58703,57655,16987,7339,23182151,0
58707,57655,509,0,164989,0
58703,57682,0,0,6208051,0
58704,57682,4770,1463,4175469,0
58705,57682,751,0,385419,0
92054,57709,2659,772,12040552,0
92055,57709,5016,386,2294448,0
92610,57709,11244,3880,13148429,0
92618,57709,4,1,70301,0
92624,57709,7248,3243,3557287,34120
92629,57709,25756,12521,13192708,150265
92630,57709,59180,20783,24661509,223202
92637,57709,16012,12851,8039661,482
92651,57709,23649,13358,23951508,0
92653,57709,29291,10362,17343655,63581
92656,57709,49046,19711,21310173,0
92672,57709,34464,15708,20615023,0
92673,57709,29309,10246,29417402,21836
92675,57709,34683,11984,32785294,624250
92676,57709,282,109,1534918,0
92677,57709,63297,25554,43246467,133550
92678,57709,363,141,1495282,0
92679,57709,31743,10512,31394050,63959
92688,57709,43792,16120,23469716,103580
92691,57709,47582,16702,22802974,118810
92692,57709,47222,18109,25517069,854744
92694,57709,21684,6792,10827243,0
59801,57736,30940,14103,17620495,193291
59802,57736,17358,8642,23152102,222678
59803,57736,14856,5895,16569109,3446
59804,57736,5986,2578,17834942,77668
59808,57736,12768,5724,40678523,108489
59823,57736,74,45,565693,0
59825,57736,2,1,95236,0
59851,57736,173,82,558856,15142
51555,57763,2819,1284,3487528,0
47446,57790,4193,1932,7711916,13824
57301,57817,14955,6979,17691336,20732
84532,57844,6883,3148,11081307,0
89021,57871,2894,938,10428422,0
89040,57871,3013,1444,8649518,0
65270,57898,13933,5688,22173773,2621
36505,57925,161,62,168930,699
36509,57925,1709,649,5421911,37194
36523,57925,643,271,4453164,5513
36525,57925,775,321,2994612,36660
36541,57925,668,253,2296002,0
36544,57925,6809,2397,24076152,23759
36571,57925,11871,5284,29864964,344803
36572,57925,5949,2343,11559085,29336
36575,57925,12089,4590,45327108,152334
36582,57925,16652,6670,50161184,1798788
36587,57925,1838,667,4379685,9654
36602,57925,1057,697,2361692,0
36603,57925,7922,3628,12839866,950358
36604,57925,10456,5159,6837831,0
36605,57925,29807,12732,44094666,4388117
36606,57925,18733,8918,16979423,1329
36607,57925,6852,3557,8284818,0
36608,57925,33393,14983,49533031,339122
36609,57925,25846,12815,18233169,25019
36610,57925,13209,6322,18199991,66845
36611,57925,6074,2863,9098520,296960
36612,57925,4541,1973,7262879,7066
36613,57925,4399,1690,12440843,59328
36615,57925,391,171,7511054,1232
36616,57925,27,14,18103,0
36617,57925,13967,6129,12304160,44756
36618,57925,16634,6608,36930799,91165
36619,57925,13738,5622,37544597,586577
36688,57925,659,0,1387566,0
36693,57925,17598,7656,28468356,387518
36695,57925,41716,17134,65897046,267395
57601,57952,3457,1730,4445295,0
