ZCTA5,Urban Area GEOID,Population,Housing Units,Land Area,Water Area
62930,26497,4572,2265,9457388,38721
67042,26524,14724,5997,23430674,11949
87508,26551,4372,2190,18915069,0
64744,26578,3454,1852,4952838,2869
76360,26632,2746,1397,4290212,0
78621,26659,10043,3564,12336331,0
27909,26686,23898,10254,43967898,785
27921,26686,7,4,5109,0
28337,26713,3085,1581,6502250,0
40121,26750,10123,2960,23036498,18254
40155,26750,947,539,1398889,1569
40160,26750,22561,9763,33161359,118670
40162,26750,227,92,424448,1478
40175,26750,5481,2219,18641660,140922
42701,26750,32828,14419,62142193,996887
42724,26750,1077,447,8125445,33051
42740,26750,223,108,573728,1241
73644,26767,10855,5014,16698709,0
46507,26794,4847,1942,12322705,578096
46514,26794,36549,16222,63513185,4038877
46516,26794,33484,14202,42962490,2239534
46517,26794,22259,8539,44955078,16278
46526,26794,25418,10118,34733526,32821
46528,26794,17811,6344,31377915,443970
46553,26794,1401,517,2768237,0
46561,26794,923,330,1600307,196859
49112,26794,900,417,3693332,0
53121,26821,12484,4987,26634746,170181
28621,26848,4092,1996,11588223,57211
28642,26848,2355,1174,5410312,11305
28670,26848,11,5,14781,0
28676,26848,63,31,227602,0
26241,26875,10243,4750,14898822,0
26253,26875,818,414,953953,0
89801,26902,18948,7420,26573035,0
55020,26912,1896,596,3944832,0
55054,26912,2012,644,1969003,0
22827,26956,3136,1495,6888629,51398
22840,26956,521,208,1263456,1666
98926,26983,20987,8933,22928598,9305
12428,27010,4474,2049,5048288,12509
12458,27010,2103,517,3058782,0
12489,27010,0,0,129523,0
30536,27037,367,138,1689685,0
30540,27037,3129,1475,11429379,0
67439,27064,2982,1075,3388786,0
04605,27070,2805,1431,7225150,90161
54010,27076,50,35,35434,0
54011,27076,2773,1212,5915724,728
16101,27085,0,0,11781,0
16117,27085,12993,6128,15883410,497769
16123,27085,13,5,102110,0
14814,27118,1679,712,7123899,129689
14830,27118,471,199,2270647,0
14845,27118,16258,7265,36413803,144459
14864,27118,313,138,410098,633
14871,27118,2724,825,8344615,195020
14872,27118,310,145,330876,0
14894,27118,0,0,51196,0
14901,27118,15536,6087,12312978,362651
14903,27118,5853,2714,10473526,83626
14904,27118,15924,7159,11318047,340070
14905,27118,8915,4263,8848368,90246
61529,27172,2001,844,2984222,0
61572,27172,659,301,1626173,0
85131,27199,6963,2528,7957273,7374
61738,27226,2776,1101,4143375,0
79821,27253,6656,1440,13302376,24869
79835,27253,12175,3854,10924694,0
79836,27253,4135,1199,13286815,128655
79849,27253,12965,3509,16218023,62461
79901,27253,11328,4471,5696318,4852
79902,27253,21236,9315,16985318,35059
79903,27253,18451,7176,7880270,0
79904,27253,34841,12210,18041990,12015
79905,27253,26036,8909,16787888,290334
79906,27253,4374,1212,10859800,0
79907,27253,55132,17537,35241262,105630
79908,27253,3673,546,3964414,0
79911,27253,476,163,203462,0
79912,27253,76672,30534,55327636,472684
79915,27253,40057,13629,23082374,235903
79916,27253,2995,0,4204076,0
79920,27253,153,0,12765,0
79922,27253,8935,3130,16617312,150363
79924,27253,59058,21122,31705879,0
79925,27253,40639,16251,37016340,45413
79927,27253,38919,11210,69405456,657248
79928,27253,46307,13092,48263754,13207
79930,27253,27000,10318,14539846,20741
79932,27253,24530,8183,26468358,277457
79934,27253,17215,6067,9482610,0
79935,27253,18042,6899,9049749,31255
79936,27253,111086,35523,49586294,54180
79938,27253,49261,13550,40514575,0
88008,27253,5237,1861,12373537,0
88021,27253,12066,3576,11905143,0
88024,27253,174,49,235675,0
88048,27253,540,155,275504,0
88063,27253,12722,3541,19307031,753015
93422,27261,27491,11022,46659443,374507
93446,27261,30344,11753,26127154,379749
93453,27261,1254,522,1231209,0
93465,27261,5999,2182,7422992,0
73036,27280,15069,5966,18477120,2157
78617,27290,3708,1049,11299685,0
19520,27300,1253,586,3176559,28807
19543,27300,2444,937,4163250,388
46036,27307,9421,4465,13452174,0
55731,27334,3459,2020,7012936,13787
89301,27361,4681,2331,6542267,0
00707,27372,9231,4129,14250802,3536
75757,27380,1994,1073,4416771,180588
75762,27380,1188,643,6965303,152776
50536,27442,3628,1715,4856533,0
83617,27469,9192,3995,14632500,98279
17320,27496,2429,920,7040451,0
21727,27496,3928,1240,6314898,20221
21788,27496,9,4,28231,0
66801,27523,24830,11323,28720165,507161
23847,27550,7143,2990,14951317,36108
15834,27577,2677,1431,3532995,218923
27823,27592,2672,1189,3435502,0
72046,27604,2762,1246,3945811,0
73701,27631,22547,9511,29250508,0
73703,27631,24795,11564,32323543,31297
73705,27631,267,0,571716,0
75119,27658,18258,6518,25260753,237631
36322,27685,4460,2302,11516150,0
36330,27685,29118,12755,70205323,151495
36362,27685,2849,806,11122594,0
84627,27712,5781,1636,5693535,0
98823,27739,6956,2840,7519009,0
03042,27750,2557,1111,8336528,0
03833,27750,859,153,3162133,0
03857,27750,74,27,148049,0
16415,27766,6518,2420,19525043,77526
16417,27766,4892,2116,10897780,37539
16421,27766,919,374,2611777,29825
16423,27766,3468,1408,4998736,0
16426,27766,621,284,543785,0
16441,27766,318,126,865754,0
16501,27766,2044,1471,1762373,13680
16502,27766,16664,7894,6606084,0
16503,27766,16850,6980,6336664,11266
16504,27766,17322,7159,7220367,0
16505,27766,17156,8527,23274004,23807
16506,27766,23266,10146,31467129,64057
16507,27766,11088,4766,5441490,11680
16508,27766,16050,7214,7316297,27626
16509,27766,23812,11082,44644051,52986
16510,27766,21938,8845,22063717,12765
16511,27766,10910,4746,16145936,1028
16546,27766,1154,0,142166,0
16563,27766,1621,0,1149898,890
37650,27793,9156,4258,15705943,117653
37692,27793,632,298,1109141,0
95320,27820,7157,2619,5098787,0
49829,27847,13811,6672,26174348,266185
49837,27847,6359,2988,18114088,16455
49894,27847,680,321,2184551,0
87511,27874,2488,986,11076105,9759
87522,27874,2486,1204,6097191,1107
87532,27874,15970,6922,36976529,423788
87533,27874,185,69,53638,0
87537,27874,1692,689,5468949,18860
87566,27874,1797,695,9295064,63133
87567,27874,1351,604,3564571,0
87582,27874,449,199,1543816,117593
95627,27885,2789,928,2054694,0
95653,27885,488,135,2171650,0
97022,27901,400,137,1269626,16362
97023,27901,3438,1435,6095926,24126
80511,27928,76,7,104210,0
80517,27928,7006,4878,19299873,49052
51334,27955,6192,2790,7461229,0
85326,27991,3080,1003,9336299,0
85338,27991,8028,3194,9538298,0
37329,28009,55,20,129715,0
37331,28009,4074,2044,8773527,0
66025,28063,6140,2309,6497114,107100
36027,28090,8844,3993,17447656,256260
39854,28090,676,476,1842676,1225175
97401,28117,40521,20211,23751176,58974
97402,28117,46475,20441,50094913,17824
97403,28117,11610,3975,10542921,0
97404,28117,32205,13191,24657570,76216
97405,28117,39674,17953,38656917,53114
97408,28117,10345,4613,19908676,771357
97448,28117,16,7,779834,0
97477,28117,36422,15839,26583247,0
97478,28117,30153,11826,29714014,0
70535,28144,11940,5163,21884396,78619
88231,28171,2826,1222,2964060,0
95501,28198,23965,10566,15805847,2386592
95503,28198,19290,8489,25698667,136696
95521,28198,784,411,1756722,128417
95524,28198,272,115,626433,0
95537,28198,276,143,461647,0
95551,28198,0,0,14487,0
95564,28198,447,188,3544002,1421602
61530,28225,5573,2129,6731726,124405
67045,28252,2591,1388,3821324,0
63025,28262,9927,3625,24379893,227
63069,28262,1333,71,1074716,0
82930,28306,12017,4983,18136169,90192
42420,28333,28583,13065,36160608,232445
47601,28333,64,24,204362,0
47610,28333,3917,1690,5823098,0
47620,28333,398,161,2346243,15410
47630,28333,31957,12568,41551907,172639
47708,28333,439,226,1435639,5765
47710,28333,19155,9194,18554084,212988
47711,28333,31240,14182,40245835,499140
47712,28333,22232,9505,41845202,507373
47713,28333,11032,5947,9971696,255943
47714,28333,34107,15800,20678502,14753
47715,28333,26239,13780,31734493,431769
47720,28333,8978,4025,20423760,338365
47725,28333,11010,4221,36828528,522649
53536,28360,5669,2313,7978930,0
40828,28387,2157,853,3177585,183283
40847,28387,200,83,203451,0
40849,28387,289,138,473326,34309
15537,28414,3220,1581,4965600,49315
36401,28431,2520,1213,5598797,9861
80401,28441,2894,1275,7504766,13383
80439,28441,10064,4385,26336800,220496
80457,28441,598,286,1354962,0
98247,28468,3880,1323,7419076,122409
98276,28468,450,151,542593,0
64024,28495,10943,4713,18013111,136871
79838,28522,8042,2389,4336891,5386
99701,28549,18834,8879,24620246,1025278
99703,28549,7065,1676,15526465,124806
99705,28549,16925,6472,52726256,1347994
99709,28549,16642,7211,35685575,1894390
99712,28549,3796,1465,13865500,0
99775,28549,1251,166,300291,0
61739,28576,3784,1636,3802368,0
68352,28603,3912,2133,5206041,0
15320,28624,3359,1584,8023872,16236
15351,28624,807,376,1098067,0
94510,28657,0,0,3994,0
94533,28657,69249,24349,42617225,259169
94534,28657,32720,11775,35803214,51686
94535,28657,3783,1234,4798183,13175
94585,28657,27931,9393,18939038,15028
95687,28657,0,0,20862,0
95688,28657,0,0,26031,0
62837,28684,5039,2654,7409991,57661
52556,28711,10235,4533,17723285,346137
52557,28711,85,2,116099,0
75840,28738,3280,1424,11872141,0
38558,28765,5473,3770,15932030,1594777
38571,28765,111,63,269820,0
28560,28782,2726,1703,5869005,362647
05732,28819,0,0,80629,0
05735,28819,2208,600,4833879,38445
05743,28819,1973,942,3796928,10590
56031,28846,9578,4703,16673568,4774135
28340,28860,2507,1179,4993626,0
26431,28873,445,226,352343,0
26554,28873,30464,14711,62589920,2020393
26559,28873,1269,584,1507629,14568
26586,28873,209,86,1649198,29043
26588,28873,1022,468,1555281,274513
46928,28900,2942,1342,3420634,0
37062,28954,6373,2342,16054678,52936
00718,28981,18672,8580,35217913,38522
00735,28981,12055,5955,14698592,3426
00738,28981,34138,17649,43553634,164167
00740,28981,2071,1008,1103423,40886
00773,28981,18289,10090,28990425,63916
78355,29008,4929,2119,5320626,0
89406,29035,16241,7098,36707722,18327
68355,29062,4133,2127,4786180,0
56529,29089,3777,1609,3706327,23724
56560,29089,38750,15504,41238329,0
58047,29089,1896,647,3014026,0
58078,29089,25743,10727,32507131,45644
58102,29089,29011,14064,38423090,0
58103,29089,47302,24011,29283647,0
58104,29089,27714,12161,32911120,0
58105,29089,2483,5,908401,0
55021,29116,23418,8977,29099178,596910
55052,29116,12,5,90690,0
55087,29116,266,117,348524,0
75442,29143,3138,1234,4979108,1708
71241,29170,3883,1644,12937852,0
04938,29224,3716,1533,5567235,20706
04992,29224,103,68,154631,0
63601,29251,13425,6024,19859729,0
63628,29251,7857,2319,12620190,76947
63640,29251,16970,6450,24694549,100028
63653,29251,1118,463,1802379,0
03835,29265,2957,1268,3614292,0
87401,29278,40966,15503,64139174,370194
87402,29278,10281,3954,19146181,210133
87410,29278,380,170,1223553,0
87413,29278,29,14,56326,8282
87415,29278,1393,609,5796812,0
27828,29305,4815,2254,9169604,0
23901,29332,6972,2929,17750615,180782
23909,29332,2027,0,99065,0
35555,29359,3408,1591,7297500,0
65248,29413,2654,1072,4058634,13515
27546,29440,564,185,606105,0
28301,29440,17165,7693,31810217,117398
28303,29440,30909,14646,41067742,563693
28304,29440,36991,15974,39227516,499645
28305,29440,6073,3366,6734527,150377
28306,29440,35468,14332,76718525,950565
28307,29440,17631,5294,30294513,37064
28308,29440,405,35,9303520,0
28310,29440,3459,0,11754789,54691
28311,29440,30803,14261,40713644,716123
28312,29440,3732,1733,10579919,32694
28314,29440,54520,24124,50669103,1112945
28323,29440,39,15,35650,0
28348,29440,29497,11413,54651512,697666
28357,29440,251,90,1093890,0
28371,29440,2716,1050,10444814,421426
28376,29440,25614,9922,62912438,364288
28390,29440,14445,7101,34278580,157863
37334,29467,9178,4337,25155384,0
64856,29494,2,1,647850,8688
72701,29494,33768,15193,43090559,230917
72703,29494,24722,13422,30416326,516875
72704,29494,15831,7885,28717608,141505
72712,29494,34538,14130,63282196,402965
72714,29494,10883,5140,37094835,869109
72715,29494,12425,6674,40025037,2517216
72718,29494,848,324,3723962,14987
72719,29494,8687,3390,10370005,47348
72727,29494,1274,471,2437157,23516
72730,29494,5183,2130,8414499,32096
72745,29494,6968,2668,13196876,110839
72751,29494,4422,1729,10004974,3590
72753,29494,185,60,276854,371
72756,29494,29272,12450,49175640,441071
72758,29494,31505,12237,52758154,240089
72762,29494,29685,11257,44205060,301841
72764,29494,44885,16096,48389617,495134
27312,29510,2642,1601,6023354,27088
21632,29521,3190,1396,5093172,52160
32948,29548,5294,1443,4847014,0
56537,29575,12081,5882,15862696,1323126
32034,29602,22108,13881,51569253,81686
32097,29602,3131,1245,10900557,0
89408,29656,18283,7535,25525133,0
89442,29656,696,294,1232212,0
71334,29683,5931,2024,11659128,0
83328,29698,2639,1050,2931135,1682
93015,29710,15081,4429,6965789,1776
45840,29737,48065,22130,61035766,311419
45889,29737,376,142,856871,0
93622,29764,7281,2012,3791356,0
80504,29775,12615,4172,17917725,189947
80514,29775,3623,1376,3297871,0
80520,29775,1498,559,1033637,0
80530,29775,3738,1402,4181368,0
31750,29791,11638,5167,22772899,539769
86001,29818,36157,16276,49953601,8841
86004,29818,29438,12386,38489648,5795
86011,29818,6362,10,1756314,0
41041,29845,2795,1441,5195476,11829
48420,29872,11012,5001,31398836,127539
48423,29872,23061,10763,43834970,89455
48430,29872,24484,11138,46046289,9561147
48433,29872,21036,9078,50713961,1315173
48437,29872,474,239,678493,145908
48439,29872,45633,19565,84089336,476032
48442,29872,1670,827,3977078,90178
48451,29872,11468,4685,27785156,4194946
48458,29872,15800,7509,27619667,133820
48473,29872,14124,6156,30435067,19089
48502,29872,1164,440,1027682,7539
48503,29872,25168,13290,21245190,331612
48504,29872,29749,13990,28490553,105999
48505,29872,25641,12919,29300464,325834
48506,29872,29668,13450,45246036,868061
48507,29872,30563,15063,53304174,540539
48509,29872,9470,4059,22947545,118235
48519,29872,7465,3406,20000243,24138
48529,29872,10271,4588,12790887,34971
48532,29872,18297,8767,28084750,233885
48551,29872,0,0,964147,0
48553,29872,0,0,533497,0
48554,29872,0,0,471419,0
62839,29899,4872,2269,5834478,0
35630,29953,32499,16613,56510265,1494338
35633,29953,8266,3467,13891218,12139
35634,29953,3326,1425,13288190,6613
35645,29953,2917,1281,10341137,48669
35660,29953,9042,4694,16716984,395043
35661,29953,12348,5330,30690029,67443
35674,29953,8676,4230,19509611,13808
85132,29980,16586,3330,7479165,1075
81226,30007,7297,1898,10008857,0
81244,30007,17,9,66325,0
97439,30034,10177,6354,18781172,57886
29161,30061,2799,1186,8032009,0
29501,30061,39837,17953,81876185,1196652
29505,30061,19293,8312,24243897,118338
29506,30061,13995,5568,36588025,0
29532,30061,11601,5320,27097472,0
29540,30061,179,76,677982,0
29541,30061,1853,720,5507040,41530
78114,30088,6068,2142,9700003,18837
00612,30115,11182,4911,12689771,289
00616,30115,10438,4635,22369571,2120
00617,30115,22019,9351,28437173,10259
00650,30115,10556,4316,17673854,6138
00652,30115,3499,1461,7729029,1074
00674,30115,2981,1203,7056477,4107
00688,30115,11072,4379,22574982,35075
79235,30142,3009,1375,4296966,0
36535,30171,17774,8622,55986974,115112
36542,30171,8695,10642,22422035,3233494
31537,30196,5961,1769,12456502,166069
53019,30223,892,365,2884711,34292
53049,30223,305,126,730481,0
54902,30223,332,192,825406,1647
54935,30223,41450,18629,36904946,487158
54937,30223,11805,4929,32775993,300391
54979,30223,117,68,599948,7774
71742,30250,3844,1768,10805277,0
39074,30277,4887,1806,9342392,0
50436,30304,3966,1809,6834303,0
28018,30331,1110,486,8901785,0
28019,30331,123,53,392422,0
28040,30331,1180,528,3830909,0
28043,30331,13841,6505,49289623,163537
28076,30331,582,287,1804809,0
28114,30331,464,220,1898160,10771
28139,30331,5530,2560,13684523,0
28160,30331,3588,1705,11087251,0
55013,30358,209,72,495139,272589
55025,30358,16376,6763,35120414,11894222
55092,30358,5231,1906,10677753,327028
95436,30385,3153,1711,7140999,71206
95444,30385,710,275,435477,0
95472,30385,1281,560,3648390,0
98331,30412,3940,1528,6292617,0
75126,30439,25709,8480,45190880,75354
75160,30439,1342,427,3154812,0
72335,30466,13690,4210,15084014,29094
31029,30493,4834,1882,10625076,41821
65616,30520,765,313,1045817,0
65653,30520,2785,1429,6867259,21828
65740,30520,3286,1719,6917697,0
53538,30547,13192,5752,17025244,272566
53549,30547,7913,3343,11984042,573292
95437,30574,10348,4725,20221075,498316
47639,30601,1587,705,1820689,16517
47648,30601,2792,1253,2972906,31165
80513,30628,5068,2059,5442179,16622
80521,30628,33072,12902,21599594,453872
80524,30628,26643,11592,46243448,4409053
80525,30628,47830,21109,45688345,1949544
80526,30628,42115,17722,29430569,270172
80528,30628,17568,6449,23301026,266817
80534,30628,459,228,1237333,0
80535,30628,1575,720,3504908,47034
80537,30628,34173,14710,41310968,3038803
80538,30628,40805,17150,45806865,3541959
80547,30628,168,75,359900,595
80550,30628,14989,5807,20099405,729097
86504,30655,3602,1218,7463500,0
50501,30682,25122,11147,33106638,138465
92310,30736,8845,2487,7978142,0
65459,30748,232,111,1726448,0
65473,30748,14412,1808,20742242,0
65583,30748,6795,2847,19265461,103570
65584,30748,7818,3325,25428787,24314
80603,30755,243,60,54658,0
80621,30755,8812,3039,13744659,0
52627,30763,10794,4808,10655563,5192
62354,30763,0,0,0,23694
62358,30763,54,24,188250,0
33830,30790,134,52,183159,0
33841,30790,5945,2562,14051081,487231
33847,30790,155,56,302182,0
80701,30817,12295,4654,12096405,0
80705,30817,883,347,694541,0
35967,30844,6810,2819,10899009,13274
35968,30844,208,8,304932,0
13317,30858,2214,1028,2670369,92168
13339,30858,2364,1119,3007914,159032
13410,30858,241,108,256023,0
13428,30858,911,414,3830705,112972
70656,30871,0,0,5876484,0
71446,30871,2446,1154,12842004,21081
71459,30871,11854,3416,14722421,13394
66701,30898,7895,3719,10837271,12152
72901,30925,21591,10306,22251974,123315
72903,30925,26121,12071,40507524,556017
72904,30925,21499,8332,20262536,584553
72908,30925,13366,5773,20455050,115186
72916,30925,3566,1445,13044645,56798
72921,30925,5277,2105,10469718,398888
72923,30925,4727,2089,9984209,176080
72936,30925,85,39,409760,1185
72956,30925,24482,9879,40204275,535644
74901,30925,1713,776,2752797,0
74902,30925,392,179,2237148,0
74946,30925,128,69,312337,10862
79735,30952,9339,3491,15364450,0
95540,30979,12721,5324,21780752,124
95547,30979,363,161,730054,0
31030,31033,10605,3869,12537852,32622
