Urban Area GEOID,County GEOID,Population,Housing Units,Land Area,Water Area
44641,48265,28810,13393,45286612,464358
44668,02130,10352,4682,15181639,66748
44695,16013,3919,4180,9046973,74127
44722,17073,12857,5858,14261978,0
44738,55061,2622,1287,3357334,369555
44789,12087,18121,15476,35600253,8587954
44803,24001,239,109,816431,198955
44803,54057,6801,3139,9028721,0
44830,12007,1303,619,4323786,98762
44830,12019,5241,2424,15582689,2291875
44857,12087,32095,17580,21092554,3023323
44884,55015,3480,1628,5729050,16421
44884,55071,3432,1557,4308412,61913
44911,15009,25819,17072,17336970,0
44925,15007,2611,959,6360744,4552
44938,48183,12947,5183,40521448,42171
44938,48401,3010,1169,5180347,2043
44965,37053,397,226,1956183,4931631
44965,37055,18698,21350,61386857,17054072
44992,48027,172031,68660,167866742,661931
44992,48099,45435,15553,51490396,0
44992,48281,164,78,296090,0
45032,29209,3172,2054,11668982,2518877
45073,06053,14529,3746,13377269,37505
45100,40073,4144,1829,5639460,5154
45112,51099,3303,1172,8414951,119537
45127,04015,42107,19489,61518333,0
45154,20095,2978,1450,4803245,0
45181,48053,428,328,1001366,117733
45181,48299,6005,3734,22348281,800374
45235,47073,17505,7979,48437963,248287
45235,47163,76436,36504,201747458,2986958
45235,47179,8487,3741,31852386,17065
45235,51169,4143,2164,12074365,64071
45262,36039,140,76,232346,0
45262,36111,57302,26255,110714955,2270646
45289,45089,6095,2817,13831492,0
45316,48273,26011,10269,25077527,46498
45343,54077,3201,1521,5988889,0
45370,26033,6555,970,8616955,0
45397,37107,29083,14077,82752639,134044
45424,29001,15914,6717,16945969,43747
45436,35045,8200,2733,25788348,104072
45451,12095,105700,42656,110149776,1956334
45451,12097,208371,89364,299762552,7687592
45478,42005,14072,7145,20076242,1981408
45505,41035,41434,18684,56722162,90570
45532,18065,2906,1328,3972175,43202
45532,18139,17,6,32592,0
45586,18149,3309,1459,4540847,0
45613,19125,7346,3532,8439447,0
45640,47001,43341,20696,97622709,1423775
45640,47009,82870,36155,230399061,804891
45640,47093,384976,174478,674710367,6695522
45640,47105,28836,13077,86411394,1958729
45640,47129,25,15,142099,0
45640,47145,3038,1453,6077489,0
45640,47155,15610,6288,39429484,23665
45667,02150,9335,3358,8932388,289251
45694,18067,61712,29918,92640945,271674
45694,18103,294,125,909347,0
45694,18159,176,74,373537,0
45721,28007,6983,2991,13849946,5758
45748,02188,3200,1109,2430647,0
45761,48121,4173,1595,4410105,20117
45775,16001,15234,5113,13833543,14540
45802,42011,10002,2612,8018416,23301
45829,12043,578,159,1384285,4103
45829,12051,11476,4326,26143303,332931
45844,53011,2759,966,2745073,0
45856,33001,18636,10112,33706765,2795660
45883,53057,3297,1805,4195332,228921
45910,27055,5358,2290,7324663,246149
45910,55063,95347,40786,124293194,3279899
45910,55123,163,61,450513,0
45937,12069,16649,10504,26558242,1776902
45937,12083,44104,24189,83973031,119910
45937,12119,52238,35127,73537889,1429009
45964,55107,3449,1681,6838033,710542
45991,13295,7364,3364,15558982,0
46018,18157,147725,61305,166040040,950253
46045,22001,209,86,704231,23227
46045,22045,46310,18820,81473624,633367
46045,22055,203146,86293,362700851,592813
46045,22097,419,168,1236816,0
46045,22099,411,171,3778760,0
46045,22113,2225,894,12749085,27437
46099,47111,4545,2130,10284225,0
46126,08013,66583,26629,76863931,1030992
46126,08014,3103,1473,10002848,576685
46126,08059,0,0,375269,0
46126,08123,9721,3695,15145896,9385
46153,47001,2742,1235,7555259,0
46153,47013,18313,8283,51260031,347778
46180,48453,5281,2720,14093372,0
46207,41061,14909,6541,15685879,53160
46234,13285,34879,14648,76263724,720508
46261,18087,3113,1392,5520459,0
46315,37107,2713,1381,4641021,19594
46328,39093,3246,1288,6606533,102039
46342,48149,5343,2448,9298827,203023
46396,15009,21331,11533,16949224,1564
46423,15003,15071,3861,9703079,103654
46450,08089,8191,3950,9872224,90158
46465,06071,22175,18381,43790882,3532297
46477,22053,2786,1270,4286902,41546
46489,12083,3552,2113,7061488,567452
46504,12125,5057,993,12741105,30923
46531,22019,143440,61740,327697961,11294314
46558,12023,25623,10073,64928009,974353
46585,27049,746,504,1004209,1500
46585,27157,4357,2192,8435619,38789
46612,45041,8485,3641,17723258,19727
46612,45089,11,12,511447,0
46639,48339,10121,4946,18722839,63639
46652,48339,2547,1400,4067052,0
46666,48339,20569,10329,35903046,5202793
46675,27013,2558,1145,3358027,1877
46684,55021,2396,1231,3170455,73696
46684,55111,3077,2260,13735995,1324867
46693,55127,14649,9116,35696576,3226819
46747,04015,53427,32835,76512992,58541
46760,17037,1641,653,1959514,42759
46760,17099,5431,2309,9549494,1250253
46774,06029,3271,1910,6866727,37911
46801,48039,74830,30467,107972064,3277278
46814,39135,3096,1257,5017963,834821
46828,12057,436,370,1154603,51111
46828,12105,262160,114355,377030686,17797825
46836,13173,2910,1202,2745929,0
46845,51033,6165,2517,12317485,1762043
46855,06037,11808,3489,16787415,125676
46868,42001,2563,1059,3425498,1090434
46882,55055,6581,3048,10433185,44671
46895,04025,3429,1727,7332996,29259
46909,51065,9528,4104,14628500,1393887
46918,45063,3626,1702,14462577,56764
46927,37035,2922,1542,14372721,2053149
46927,37109,2681,1202,10654865,22804
46963,06057,4515,2023,6817292,1054252
46963,06061,3411,1439,13071740,203721
46972,51137,9231,4368,19163543,2087534
46980,04017,8805,7552,26399903,543032
46990,12119,3365,2099,6281746,28892
47000,13185,3367,1686,10150330,2628345
47010,12055,16351,9264,48791363,6678823
47017,36031,3581,2232,4826190,429544
47044,09007,9267,4085,25721895,2197159
47044,09011,183,60,691678,0
47071,06033,16583,9672,26961167,408375
47098,22035,5076,1820,7126928,222157
47109,06073,2500,961,1896460,3427
47132,02170,44236,16490,135587789,5278603
47142,01125,3404,1235,8380566,656561
47152,41037,2895,1531,3329117,27431
47179,05017,2586,1208,5067326,0
47233,06057,7096,3512,16133475,1172453
47287,08099,7796,3647,12614090,65095
47314,29011,4470,2077,7192552,4179
47395,48115,11579,4212,13801658,25521
47422,48281,6080,2623,8175468,0
47449,15009,3066,1399,2778621,0
47476,21079,3739,1752,5874014,5750
47503,39045,42557,19267,55718445,204276
47530,42011,298,112,830225,1136
47530,42043,998,401,2926846,0
47530,42071,396691,161647,632240678,7664461
47530,42075,30,8,73470,0
47530,42133,3987,1705,5022958,0
47557,45057,23979,10446,61665834,77921
47584,55043,3688,1745,5695734,0
47611,06037,341219,109200,299145981,436563
47638,56013,7225,3274,6715771,0
47665,37149,1585,1027,4410349,0
47665,45045,140,140,839501,0
47665,45083,2514,1246,6414118,15623
47719,26037,27060,11562,67311702,1503441
47719,26045,48751,22853,90952300,1895965
47719,26065,237482,103927,250363251,5417444
47719,26155,239,93,1037798,884
47746,26087,13424,5871,26320029,1236604
47758,41017,2651,1342,9674719,0
47827,56001,31965,14816,47482478,56631
47854,48479,235730,68892,170121651,185163
47881,20145,4764,2116,7064369,59279
47908,08011,4032,1207,3651419,0
47935,35013,128600,54045,167576559,157977
47989,35047,15609,7270,25056976,0
47995,32003,1886011,806755,1079621093,245987
48016,32003,5949,3949,3664591,0
48043,28067,26131,10589,50399939,89204
48070,30111,8505,3624,16949253,0
48124,34011,3796,1543,4903228,558106
48151,45059,10336,4887,19718317,0
48178,37155,2501,1148,4968907,0
48178,37165,18660,8257,43577162,401424
48205,26061,7325,4021,9760225,8531
48232,20045,88053,37692,78847501,826135
48259,21005,12475,5360,18327565,106605
48286,47099,10100,4892,23691859,0
48313,18029,12977,5734,22242750,233066
48340,17101,7067,3520,14098672,102518
48367,51025,4032,847,6733724,0
48394,40031,94457,39296,114152127,0
48421,46081,3750,2061,5596641,0
48448,08065,5039,2749,8633888,0
48475,20103,45283,16726,53028059,89670
48485,53007,3282,1899,9438257,250301
48502,18011,15415,6915,16878970,0
48529,21155,5646,2592,8118641,29875
48556,29105,14046,6517,31719811,191205
48637,41043,19744,8447,26243971,374894
48664,42011,405,174,1405985,3290
48664,42075,76681,32117,115342932,540053
48691,47189,27653,11556,75211293,0
48718,51167,3375,1649,7816287,1220
48728,33009,19403,7919,39363985,776940
48728,50027,6287,3121,14906794,206959
48745,25003,8049,4405,29465953,909863
48785,13177,3631,1109,9507364,143775
48799,12069,129684,69136,240202392,25096577
48799,12119,1653,1261,4350346,812057
48826,29037,4161,1724,8066932,1755802
48826,29095,80920,32804,98955033,2461665
48853,22115,9605,4338,16151506,56095
48934,21085,6802,2844,13754947,32511
48961,28151,4539,1971,4889389,106035
48988,19149,9237,4008,10216275,0
49042,06031,7438,1627,5475937,0
49069,17177,2602,1155,3403259,0
49096,25017,24,8,99583,0
49096,25027,116936,50819,168347582,5905576
49109,24037,4737,1849,15358684,1117138
49123,17113,3316,1414,3975662,25498
49150,36037,4275,1966,4936272,5196
49177,27079,3763,1656,4794940,0
49204,48219,13796,5489,16600702,5302
49231,10005,24129,24177,55601643,1005989
49258,47117,10464,4706,19046322,0
49285,54025,6959,3657,17359334,306876
49312,16069,31740,14043,41971733,1221735
49312,53003,20184,9099,31121107,541594
49339,23001,59315,27631,91296935,2066610
49339,23005,82,44,383825,0
49366,30027,6090,3110,5696373,0
49393,42087,22181,10761,37806202,690577
49447,29107,4507,2019,6429992,26586
49474,31047,10464,3498,9860803,29823
49528,47077,6560,3057,15612820,6185
49555,51163,1720,815,8705190,75680
49555,51678,7042,2546,6466940,68429
49582,21067,286731,131084,220162503,2074674
49582,21113,2437,1000,5566889,24499
49582,21209,1095,429,992123,4176
49594,24009,18531,7691,33539904,6210026
49594,24037,40344,16099,95792466,4868971
49609,30053,3978,2061,7485323,88551
49636,20175,20329,7066,23950164,0
49663,36105,4470,2194,5928754,0
49690,48291,5801,2217,9060535,0
49717,18113,4789,1652,5559106,140743
49744,42129,3314,1845,7273704,0
49771,15007,13983,5008,19176641,69224
49798,37085,3316,1197,6398895,0
49852,39003,70739,30868,132674554,4239529
49852,39011,2113,944,2901815,0
49906,17107,18224,6707,24356525,0
49933,31109,258719,110643,229135352,2948709
49934,38015,2992,1047,3059523,0
49960,41041,10526,9219,18441477,2618765
49987,37071,595,274,3069726,13625
49987,37109,22091,9779,73369223,327948
50014,48423,10021,4300,29183985,1179498
50041,06107,14610,3945,19838166,0
50068,40049,2796,1376,4768573,10774
50095,20113,3405,1389,3904263,31174
50122,27025,8492,3915,12871946,5817412
50149,18055,5822,2900,12619234,17166
50176,39029,5740,1466,7578774,0
50213,09005,2590,1315,8312896,62477
50230,17135,6956,3167,17678836,23168
50257,27093,6624,2894,8792281,53061
50311,27097,9024,4123,16290418,647359
50338,36043,4956,2670,10061509,370606
50365,48279,5914,2538,6487746,0
50392,05085,30904,11954,67937957,81521
50392,05119,335759,154992,460949656,9026021
50392,05125,64725,26672,140134668,559929
50419,42001,6302,2641,9221253,9796
50446,33009,3518,1840,6588260,225854
50473,06101,8547,2553,4924254,0
50500,12121,6994,2942,14506204,3873
50527,06001,81624,30569,63377833,6919
50554,23001,1680,838,2794158,4453
50554,23007,1412,724,2714149,0
50608,30067,8172,4316,10510222,54709
50635,47133,3485,1635,8641806,62928
50662,48373,5139,2167,14128473,28894
50679,22047,2140,889,4686643,0
50679,22077,1673,670,5313531,0
50716,48299,2832,1412,5436383,102460
50730,08123,4120,1531,3182981,0
50743,48055,12337,4380,20727782,0
50770,42035,17741,7295,27288360,563239
50797,36063,36024,16409,49929867,116236
50813,37025,187,84,374492,0
50813,37167,2738,1134,9541688,0
50851,06077,68738,26201,41207495,452628
50878,39103,2670,1339,3820131,20280
50905,55021,3014,1262,3696232,778
50932,39073,8080,3713,9586211,121732
50959,49005,94983,31130,113776996,100876
50986,54045,10747,5282,20841261,968018
51013,18017,21561,9049,32187499,632575
51026,30063,2739,1095,4288620,154132
51040,06083,51509,17944,27702409,72762
51121,39097,14260,4251,14897150,0
51131,21121,5521,2622,14774097,58328
51131,21125,25398,11246,95914300,550964
51131,21235,6448,2977,19993385,285674
51142,24009,6476,2444,15491984,55859
51175,08013,87082,35372,59290802,1777606
51175,08123,3815,1411,8638098,97409
51202,10005,14150,12253,43906998,3615629
51229,27153,3356,1344,4053588,0
51256,48183,92517,37510,186950053,439638
51256,48203,3205,1281,18582815,415037
51256,48401,3,2,7730,0
51256,48459,3159,1248,9517686,78155
51283,41009,2354,1097,5580525,948219
51283,53015,61598,26707,79529780,3256926
51310,05085,4058,1681,4540084,0
51322,27131,3466,1294,4916077,80009
51337,18027,108,40,314044,0
51337,18101,2864,1364,4390917,10535
51364,39043,6454,3511,8636975,193037
51364,39093,174502,76584,250871308,2871048
51418,35028,10893,5365,20973642,8574
51445,06037,9115391,3208718,3139273227,44208859
51445,06059,2430336,818522,988500065,16417987
51445,06071,603280,189492,362528212,514481
51445,06111,1989,716,5964510,0
51472,06047,35917,11366,20949052,0
51499,35061,63758,24932,179384708,1517272
51513,06103,3800,1682,8307121,13407
51580,21127,3631,1686,6778537,35762
51580,54099,622,336,2504441,442110
51607,20121,3930,1559,5469344,142277
51634,37069,3694,1489,6242567,20858
51661,29163,3091,1625,4518641,0
51688,13163,3273,1273,6188870,114580
51742,28159,4624,1989,10101459,63237
51755,18019,80697,35515,137808733,1968023
51755,18043,59418,25995,105071622,939639
51755,18061,65,31,262648,0
51755,21029,51716,20389,116867966,1617996
51755,21111,730920,333327,734474724,24006883
51755,21185,48055,16088,134116921,2011984
51755,21211,1675,334,6097926,181762
51769,35025,11592,4172,18208768,63302
51796,18089,9844,3787,13068671,71984
51823,26081,6803,2706,12495336,242424
51850,36049,3562,1685,4591602,0
51877,48303,237356,98505,249826818,2046351
51904,39145,2931,655,5450600,13259
51920,28039,2636,983,6536413,0
51958,26105,10710,5729,21845584,585204
51985,48005,44927,17883,99525163,655917
52001,13011,33,17,98334,0
52001,13139,2558,1029,7281363,22702
52039,48055,5379,2091,7569835,0
52066,37155,29739,11989,69011831,332913
52093,51139,4770,2224,10061211,55514
52147,27133,4620,2175,5205842,10612
52174,42043,2973,1470,5002766,0
52201,51009,11756,4741,38762867,205557
52201,51019,13599,5522,51106519,242458
52201,51031,17747,7976,40414494,413958
52201,51680,73534,31122,99729380,524162
52228,53073,14533,5699,24132340,336307
52255,50005,2924,1083,5656563,50731
52309,20159,3652,1668,4512303,0
52341,48013,1978,762,5180755,40891
52341,48029,75,24,236393,607
52341,48325,1422,470,5477599,90488
52352,53077,2534,606,1863026,0
52363,40121,19501,8248,26812863,86403
52390,48215,728825,234474,927184088,2517170
52417,12003,10984,3973,25028209,0
52471,28113,16388,7229,33521636,300560
52498,39115,2652,1304,3613325,336725
52525,31145,7563,3653,12021742,0
52552,06029,12826,2714,9922667,0
52579,05041,3898,1855,6931664,0
52606,48309,4893,1928,5845426,0
52633,47017,4832,2137,9655299,0
52633,47079,76,22,209444,0
52633,47183,158,77,251097,0
52660,17179,3452,1311,5933523,355128
52687,48085,170030,61254,191923463,1798416
52714,17065,2698,1367,3883285,14326
52741,41071,38970,14749,38129251,0
52768,47177,15386,7135,34397694,0
52795,17109,19945,8505,22637640,18499
52822,13021,132490,60348,238389899,2410758
52822,13169,4690,1989,14189001,0
52822,13207,390,175,1275343,0
52849,28103,2998,1210,5495029,0
52876,29121,5014,2473,7767208,1152
52903,20113,13083,5922,17981515,112121
52930,13271,8747,2905,13587693,116153
52984,06039,78413,21437,57994263,0
53011,40095,4419,1732,6101837,174
53038,12079,3843,1751,5182851,87915
53065,13211,4401,1893,10877785,93956
53092,18077,17804,7946,33827161,120361
53092,21223,467,219,1872076,745958
53146,46079,6174,2733,7338124,0
53173,54005,4579,2125,10594171,306099
53200,55025,401661,181348,391086803,17787113
53227,21107,24809,11507,48965317,537407
53254,47123,5391,2409,16447533,0
53281,48313,4454,1690,10269382,125174
53308,41031,8010,3382,13796368,0
53335,28127,4170,1635,7494063,0
53362,05027,10438,4804,19442784,20235
53372,48339,3195,1160,9807800,37416
53416,17019,11044,4317,17733218,296206
53443,37035,3572,1561,10846392,32440
53443,37109,0,0,2585,0
53470,48213,2969,1460,8147891,25077
53497,29069,4590,2148,8087348,0
53524,36033,10825,3099,14695530,124628
53551,05059,11186,4647,24612588,14127
53578,39019,2800,1489,7123095,1973132
53605,06051,7693,8420,8604971,2480
53632,22039,3894,1793,5715316,0
53659,13199,3676,1725,8335134,36367
53659,13263,420,194,1928833,0
53686,19055,5032,2262,6820199,0
53713,21051,4657,1332,11361817,100312
53726,24013,5319,1889,7606382,12416
53740,33011,141306,60840,177171328,3995664
53740,33013,15900,6473,39299110,189681
53740,33015,1171,418,6651243,0
53767,47031,11379,5002,27532222,14083
53794,22103,88319,35865,168027616,1970925
53794,22105,606,246,1864299,0
53821,40055,2954,1489,3687883,0
53848,20149,1789,652,6878548,167834
53848,20161,52833,21852,46769698,205548
53875,05093,3124,1356,4414749,0
53902,26101,9606,4826,19589412,1448135
53929,26153,3482,1955,8972509,381262
53956,55071,46360,22038,64300796,1797832
53983,27013,44240,17770,54090234,467650
53983,27103,13344,5842,14216652,229754
54010,40037,2986,1306,7492048,822526
54037,45027,4998,2228,10476346,26703
54050,48453,5320,1738,9545543,0
54064,22031,6061,2728,10428658,22625
54091,39139,75250,34156,130315995,273945
54118,42117,4152,1369,5334117,0
54145,06077,83578,29056,56548708,898128
54199,37055,5399,2631,11814160,9205680
54226,49039,3290,1119,4233856,0
54253,22085,2860,1177,6105427,0
54280,19097,6159,2859,7301430,0
54295,04019,5456,1953,7695340,0
54307,12087,8965,7504,21274823,961880
54334,48053,6131,2801,9420019,68647
54388,17111,7731,3075,9191082,0
54415,05077,3804,1873,5530474,0
54442,12063,6086,3004,13951039,19055
54469,72093,2697,1251,3384792,220
54477,04021,42337,16736,35437617,119473
54486,39167,18397,8584,31598681,1604916
54486,54107,4031,1798,15086361,1306130
54496,26109,8570,4493,9936846,419939
54496,55075,10861,5453,14554600,821458
54577,18053,43519,19722,58649660,225764
54604,21055,2718,1322,4321177,17828
54631,37111,13363,5969,40769979,182887
54658,39101,46384,19449,71881384,141562
54685,45067,7464,3328,11606227,0
54712,51173,7960,3800,15405602,55484
54739,12083,14160,6407,37119923,16201
54778,28119,3536,1463,6336029,0
54793,22009,7517,3058,16300448,0
54820,48145,5832,2551,9883945,156856
54847,40137,4230,1900,4740599,0
54874,26103,26946,11218,40601343,1303261
54901,17099,4877,2285,5244820,122522
54928,17023,3775,1895,6284270,0
54955,26025,7683,3617,11801427,74884
54982,27083,13464,5630,17759716,0
55009,29195,12665,5144,16073123,121174
55036,48203,21979,9007,47051022,54950
55063,55025,3834,1483,3629647,187142
55090,19127,26858,10927,29654267,21405
55117,29225,6701,2933,11050889,7811
55144,55073,694,341,1650816,0
55144,55141,18727,9255,29156315,70991
55171,47183,11397,4576,23077662,54638
55198,42013,2733,1283,5030727,0
55225,18109,13276,5636,16648631,251158
55252,51089,21270,10419,81679288,486943
55252,51690,13821,7205,28376620,133615
55279,20117,2937,1476,3906167,1739
55306,39159,22348,7975,26756975,377341
55333,53061,145140,55154,211897491,8458188
55360,29147,13220,4891,14019054,81971
55375,17163,7368,3000,7564329,11492
55414,19033,27115,12896,41158915,728919
55441,42051,4443,2052,6968919,0
55468,36089,11259,5121,15873678,623589
55495,48409,5936,2392,10344141,25897
55522,53025,4988,953,1617949,0
55576,17029,18978,9097,27593077,52244
55603,45045,116465,46077,206441229,1274612
55603,45059,2312,901,4734106,15550
55603,45083,1800,671,5253927,71317
55684,55057,4401,1981,6597997,0
55738,72011,1602,698,3538897,0
55738,72023,0,0,140129,0
55738,72067,17216,7757,18974940,486
55738,72083,210,76,524014,775
55738,72097,85465,41247,99699588,86248
55738,72125,5079,2076,16301731,0
55750,36071,2959,1164,2303409,0
55765,21083,11356,5306,19639763,128600
55792,37157,4382,2257,9010196,20002
55819,21161,7801,3886,13137526,133475
55819,39015,3653,1959,6378111,243196
55846,55027,5134,2311,6123789,229895
55860,55025,2956,1294,4681189,67989
55900,42039,23887,12093,46521585,117594
55927,06065,11253,2501,10108820,0
55981,41029,154081,68182,167617526,655828
56008,55119,4046,1984,6631818,74099
56023,53063,4918,1778,5233473,496996
56035,36063,1880,858,2479014,0
56035,36073,6502,2978,10511918,169724
56072,47053,3629,1345,6400136,40425
56072,47113,7,2,37649,0
56089,27145,3121,1201,3400257,310675
56116,05035,40270,16550,59349028,83481
56116,28033,128310,49182,245867944,2279652
56116,47047,124,56,921849,0
56116,47157,891357,384897,981883636,7419119
56143,05113,5499,2753,12292480,88927
56170,06019,11211,2594,5278325,8333
56197,17099,7195,2966,7310996,70454
56224,55033,17844,6971,30150280,4445356
56251,06047,136969,45951,123108189,22024
56278,42085,3838,1138,3935436,0
56305,28075,41531,18839,83651040,875032
56359,55069,10282,4877,18340602,1357212
56386,48381,3460,1344,11075676,0
56413,04015,413,241,1422312,0
56413,32003,13871,7810,18467563,0
56440,17203,3650,1481,5401604,9658
56467,17127,6607,3225,8701676,10273
56494,13043,3633,1576,7793116,42159
56521,48293,6898,2595,11782158,70123
56548,29007,11356,5151,15139911,51280
56575,42111,2596,1273,4053308,0
56602,12011,1747770,810243,1018303566,34963471
56602,12085,4909,2915,6346758,650464
56602,12086,2486340,985898,1064312058,107126127
56602,12099,1263360,644132,1119031889,49224414
56629,40115,16144,6963,20795427,46947
56656,18091,64820,30030,97535590,3634148
56656,18127,610,298,1284790,0
56656,26021,595,739,2080659,254
56710,18039,4064,1545,11473219,36577
56737,50001,5350,1608,8851191,114769
56764,39055,4803,2168,15582006,141595
56764,39155,55,11,281837,0
56791,39105,4446,2272,8284998,450639
56791,54053,4113,1957,9863069,2965020
56818,21013,10765,5187,19516361,267873
56818,47025,4565,1852,12265379,0
56818,51105,0,0,20425,0
56845,10003,29415,10121,45745649,149087
56872,18065,2543,1088,3609044,5172
56899,36071,58381,22762,81106372,452526
56926,39017,62117,28241,79052184,901433
56926,39113,6294,2651,8042075,0
56926,39165,29092,12209,58198250,1413768
56953,26015,3236,1406,4532603,127020
56980,26017,4120,1788,8827083,73442
56980,26111,47852,21194,87576511,3330999
56980,26145,7042,2172,19813663,350543
57007,48329,117807,47059,136955728,141294
57061,42119,4363,2005,6826981,14764
57069,42067,4372,1912,11284395,618517
57079,27095,2831,1398,4584647,3072
57088,26115,2162,919,3788504,110996
57088,26161,5352,1655,4527237,74013
57115,47053,7427,3393,13632885,0
57142,46051,3283,1658,5417145,0
57169,30017,9604,4542,18180704,85244
57196,10001,5975,2539,16916097,201560
57196,10005,12034,5081,29127681,800701
57206,34019,2388,1090,5052738,503114
57206,42017,388,207,1105132,214516
57223,13009,29654,12949,85919533,1267661
57223,13237,154,167,2215657,675865
57250,13165,2827,1398,6652830,9351
57277,39075,2968,1332,4549386,10387
57304,42043,4540,2201,5524634,0
57331,23019,3976,2326,4971342,43366
57358,10005,9395,4167,27871706,2253
57368,42051,2165,103,4584713,620808
57368,42125,1563,753,2094768,447053
57385,17163,3583,1548,4328152,111965
57395,10005,2556,1296,3109625,167254
57402,50007,7125,2722,21186753,137339
57402,50011,1396,491,3604075,0
57439,42097,13603,6358,25154919,1448289
57439,42119,17203,6202,32024302,84786
57466,55055,2172,888,5198182,45070
57466,55079,945915,417246,580833398,3023259
57466,55089,64894,27733,110165546,2072292
57466,55101,7898,3239,20633976,5948595
57466,55131,22842,9286,55237226,845754
57466,55133,332755,138874,641081922,37434878
57493,22119,13338,5967,25469096,100989
57520,31099,2891,1326,3660603,0
57547,48499,5608,2527,15732343,311092
57574,48363,13995,6013,19981157,67344
57574,48367,2114,43,2040304,0
57601,39019,2078,920,2200470,0
57601,39029,542,252,1413081,0
57601,39151,1959,936,2418076,0
57628,27003,279966,108314,387069663,19325301
57628,27019,55482,20887,80824179,8157478
57628,27037,355604,142554,403338767,25886257
57628,27053,1126203,499651,938010556,105655113
57628,27123,507688,216811,383095606,44963436
57628,27139,87904,32002,122394897,7362170
57628,27141,19025,7165,35625246,2126808
57628,27163,184560,71152,230835965,16325148
57628,27171,34182,11891,63980209,1666517
57628,55109,276,138,1281522,658801
57655,38101,42650,19484,58052845,98106
57682,38101,5521,1463,10768939,0
57709,06059,575581,228611,368292132,2392379
57709,06073,8100,1234,21569483,0
57736,30063,82157,37070,117074956,620714
57763,19085,2819,1284,3487528,0
57790,18093,4193,1932,7711916,13824
57817,46035,14955,6979,17691336,20732
57844,49019,6883,3148,11081307,0
57871,32003,5907,2382,19077940,0
57898,29175,13933,5688,22173773,2621
57925,01097,326183,142178,576933846,9972885
57952,46129,3457,1730,4445295,0
57979,37059,5191,2270,15442679,34395
58006,06099,358172,124923,237964402,914405
58020,06029,3236,1385,5126393,0
58033,41005,8752,3267,9439673,0
58060,17091,3777,1538,4699094,352067
58087,48475,7686,3305,16168172,31467
58168,42003,782,372,1946915,150920
58168,42051,11138,5849,18322894,961695
58168,42125,37480,18054,61524386,1830337
58168,42129,16686,8238,34023853,599457
58195,29009,5433,2394,8161580,14605
58195,29109,3037,1256,4184966,3865
58222,17187,9654,3882,10043115,0
58249,41053,18167,6652,14031690,50801
58303,13297,15854,6575,37227365,516777
58330,22073,116533,49410,212228535,5008887
58357,26115,51240,22393,83138329,2475842
58384,55045,10883,5121,11413414,0
58411,01099,4834,2296,13315557,18229
58420,36103,2719,3490,12497287,696073
58428,48071,2410,871,4774727,0
58428,48291,684,277,1917131,0
58438,47141,3010,1237,7412745,0
58469,53027,8522,3558,14316968,83449
58519,27023,5338,2490,7438192,38657
58546,08105,4489,1974,5444967,46479
58573,13193,6900,2405,15315240,127731
58600,01001,31650,12641,50882539,167994
58600,01051,26957,9280,66651739,823628
58600,01101,205300,91077,280228541,2534403
58627,27079,2586,1150,3151212,0
58654,42081,2316,969,4092508,15683
58654,42119,4137,137,3405689,0
58664,54019,3258,1692,4313739,256139
58664,54039,1431,741,1774475,87137
58675,29139,2629,1215,4506161,16559
58708,05043,9505,4109,25182208,69760
58721,13159,2535,1102,5061531,20236
58735,17147,5410,2439,9008038,0
58762,18015,740,646,1508341,22069
58762,18181,7894,4443,15291085,1804598
58789,19105,3180,1540,2956818,0
58816,21231,6716,3090,14755536,82693
58843,36105,7868,3824,11283068,7873
58870,27141,11385,4076,18594927,2865507
58870,27171,14151,5420,25065655,398612
58924,39171,3929,1803,5306005,12011
58951,08085,22706,10001,46969883,0
58961,27171,4470,1779,6913814,1952728
58972,09007,2701,1286,10174135,473606
58992,54031,2732,1302,4656469,6669
59005,12043,3205,1201,5530990,232377
59059,28133,2567,747,2807177,0
59098,27017,2929,800,9559946,1404563
59098,27115,151,135,851010,101280
59113,27065,3670,1714,6360875,485254
59167,21205,7282,2665,12671985,133258
59194,37031,44798,35096,123620282,10593253
59210,49029,3518,1151,6226622,0
59221,22007,28,17,2495161,209020
59221,22101,31994,13573,57221313,2537796
59248,21225,5210,1755,7791197,6769
59275,54061,70350,32056,97111353,3299805
59302,05029,6272,2883,14718143,89196
59329,17063,15668,6774,26109989,454039
59356,27149,5123,2109,6748786,0
59383,17195,4139,1837,5353184,0
59410,47063,48864,20937,126565217,254943
59410,47089,10172,4230,28423658,119471
59437,06079,26772,15046,30941884,55850
59464,28123,2979,1083,6137085,0
59491,16057,24212,10065,15277411,7910
59501,42069,2811,1112,7071431,0
59518,53025,32978,12875,68865769,13187824
59545,01079,2919,1385,8389823,14384
59572,13071,18677,7843,47093766,1351456
59605,01065,1707,726,5633314,16847
59605,01125,871,305,2417789,0
59626,47091,2698,1304,7683881,0
59653,29215,205,84,324156,0
59653,29229,4398,2129,6749937,37400
59680,05005,14180,7259,28546325,40689
59707,16039,16531,7215,19615147,8851
59734,16039,3238,1125,19842014,311404
59745,06077,9616,3214,3715374,0
59761,24023,4720,2256,10866110,41325
59815,37171,19419,9293,61806531,480335
59815,51035,38,17,179832,0
59827,41047,3568,1312,3322719,0
59842,17185,7300,3488,10262931,0
