ZCTA5,Place GEOID,Population,Housing Units,Land Area,Water Area
02660,2516810,289,165,743888,0
02660,2518840,1421,1045,4472420,81348
02660,2563655,3643,2742,11780987,515071
02660,2575820,908,599,2967543,772514
02664,2566035,8727,6715,14471248,1810405
02667,2547590,3,5,29246,0
02668,2503690,3278,1494,39046863,5215492
02669,2575505,285,550,2314379,352414
02670,2575820,1307,2330,5407196,1680718
02671,2516810,31,30,20455,0
02671,2549700,992,1503,5194821,314663
02672,2503690,180,325,1280228,118006
02673,2503690,6,10,2070827,158589
02673,2566035,2365,1341,3543838,403074
02673,2578795,6012,5261,17291826,6250213
02675,2503690,551,305,2616093,30488
02675,2582595,5320,3343,15592507,1147803
02703,2502690,43579,18014,69432190,2583322
02718,2569170,6655,2442,26792559,853248
02720,2523000,30287,14347,28154770,4365377
02721,2523000,26290,12538,10598682,5105238
02723,2523000,14767,7198,4136768,569121
02724,2523000,16908,8465,4811066,1475574
02725,2562465,2631,1035,6146870,6823597
02726,2562465,15534,6359,14313447,3521928
02738,2538575,1111,606,2639363,257770
02739,2539485,2915,1655,11753274,0
02740,2545000,43075,19939,14719079,2119935
02743,2500530,3073,1318,3664953,48402
02743,2545000,4,3,4397,0
02744,2545000,11900,5340,3342654,1345734
02745,2545000,24576,10769,26749138,579370
02746,2545000,15342,6812,5480318,312026
02747,2506170,229,86,376311,1089
02747,2523000,189,57,27029074,2253867
02747,2545000,162,66,1491357,80818
02747,2562300,4760,2000,12059873,187145
02748,2506170,5051,2322,4795382,1528
02748,2545000,13,4,4521,0
02766,2550005,2671,469,4391837,274680
02767,2556095,4100,1551,10961048,326837
02767,2569170,183,76,8600749,7452
02771,2549200,2643,1030,3619667,61039
02777,2550880,2811,1310,1711726,377535
02780,2569170,49036,21378,85565377,3569769
02790,2523000,416,145,11081021,4655540
02790,2549710,4571,1993,13360930,2526611
02804,4403520,1485,617,6159334,107804
02808,4408020,1406,541,4721298,40787
02812,4412340,571,223,3921574,26240
02813,4412340,399,168,2452662,27506
02813,4460260,333,711,3398434,85847
02814,4414860,1653,700,13846252,294336
02814,4433040,979,472,7498341,59824
02815,4415940,121,54,1152709,28284
02818,4474300,4936,2611,14084395,8247427
02825,4415940,179,67,3312689,21408
02825,4427640,355,150,5614383,37467
02827,4431240,888,337,15732556,44569
02828,4431600,7323,3067,10833652,818443
02830,4433400,1605,758,2103494,109415
02830,4454460,179,62,237309,0
02831,4419180,334,140,3145764,87895
02832,4434660,1564,689,8513134,576862
02840,4449960,23280,13065,18666265,5011277
02840,4450140,55,43,61933,0
02841,4449960,1392,4,1208304,1254090
02842,4450140,11714,5687,14802434,530349
02857,4433040,6,2,75525,0
02859,4414860,22,7,316864,11685
02859,4454460,4398,1798,12734198,1272361
02860,4422960,38,16,692938,337801
02860,4454640,44975,20625,13250272,452526
02860,4459000,76,41,13712,0
02861,2502690,14,8,3268,0
02861,4454640,26164,11424,9227750,297809
02863,4414140,19376,7478,3103173,198711
02863,4454640,9,6,7819,0
02864,4420260,7934,3271,8292314,515421
02864,4472500,11547,4807,9067203,322080
02878,4470700,7557,3659,10828439,1429042
02879,4438980,534,196,1491045,14879
02879,4448700,21,6,68718,3070
02879,4473130,8487,3720,12649678,686311
02881,4438980,6440,592,2540226,2600
02882,4448700,3388,2209,9166861,853437
02886,4474300,29269,13682,38654310,5649581
02888,4474300,19912,8889,15358671,3137217
02889,4474300,28217,12188,22521492,21182733
02891,4446000,390,806,3034507,193344
02891,4475200,154,317,2067181,37519
02891,4475920,425,609,3005360,93018
02891,4476820,17936,8577,40979496,1803517
02893,4474300,338,360,146719,0
02895,4480780,41186,19214,20043727,501534
02898,4434660,48,26,45615,0
02898,4480960,270,122,2158121,115607
02903,4459000,10780,5578,4643515,1286186
02904,4459000,12138,5921,5218213,87723
02905,4419180,9479,4309,3616665,2776760
02905,4459000,15744,5230,6090388,2003758
02906,4459000,28387,12949,8394524,1778284
02907,4419180,12,12,149538,0
02907,4459000,27433,10175,5551245,319815
02908,4459000,37215,14501,8110876,664
02909,4419180,15,3,5118,0
02909,4459000,43525,16829,8949868,70926
02910,4419180,20676,8899,8660240,397955
02910,4459000,324,143,252919,68335
02911,4459000,992,140,173122,0
02912,4459000,1370,3,112446,0
02914,4422960,21963,9766,12653252,1002139
02915,4422960,16897,7895,14329687,6198671
02916,4422960,8139,3763,6617778,1042650
02917,4431600,1335,543,2522788,696981
02919,4459000,21,8,143683,0
02920,4419180,37510,15248,23778455,587670
02920,4459000,37,12,1679,0
02921,4419180,12361,4506,34041167,297436
03031,3301220,613,254,1881234,0
03031,3347940,25,9,197899,0
03036,3317860,14,6,62946,0
03038,3317860,22001,9333,39366415,639895
03038,3343140,49,19,104842,0
03042,3324580,1681,847,6878999,0
03045,3329780,3196,1339,8202281,612547
03045,3361220,2043,916,2393676,411112
03048,3331860,1094,496,8723989,0
03051,3337860,7336,3055,7874027,423891
03053,3343140,10988,4086,31768915,61749
03054,3321780,4197,2028,7824465,788957
03055,3347940,8810,4033,14603789,65564
03055,3385140,114,41,1322957,0
03060,3350260,29357,13009,16928572,918102
03062,3350260,26694,11020,31297883,416897
03063,3350260,16216,7038,20987772,373991
03064,3350260,14227,6101,10687706,976988
03071,3331860,14,4,22096,0
03077,3363940,2855,1313,12057417,370396
03086,3385140,1049,457,3719951,0
03101,3345140,3049,2007,2004383,301991
03102,3345140,27005,13273,20032294,878299
03102,3361220,2737,1120,1913351,263
03103,3345140,36476,15040,23183783,988353
03104,3345140,32721,14755,21435083,383904
03104,3371220,77,29,127176,0
03106,3337220,4147,1945,12394405,994363
03106,3371220,5341,1816,13619511,9055
03109,3345140,10314,4213,19074687,2269913
03217,3301940,1244,685,3265067,87985
03220,3304660,1301,570,3257716,32745
03221,3306900,355,171,2024147,18850
03222,3307620,1688,1027,12275217,67512
03227,3310900,123,89,1529222,1476
03229,3314340,1444,638,5960459,265268
03235,3327380,8477,3938,70651113,4754978
03242,3335460,1747,586,3667707,0
03244,3336020,1976,933,4213919,0
03246,3340180,15943,9876,51857916,16893400
03251,3341780,993,1333,6971590,114752
03253,3340180,8,3,87021,0
03253,3347060,1718,943,3816282,958602
03254,3374780,249,546,3040722,12262
03255,3306020,101,159,755914,0
03255,3306900,1,3,30597,28818
03256,3351460,351,128,3293326,44460
03257,3352020,1415,342,2625794,0
03262,3357220,528,759,2169671,88479
03263,3361860,1576,750,3905559,0
03264,3362580,4456,910,9464949,223622
03275,3375140,5379,2408,9595986,423786
03276,3377100,3075,1335,7332812,250192
03278,3378500,444,216,2073935,0
03301,3314200,33008,14455,128255065,7137741
03303,3314200,9687,4397,38137870,1235968
03307,3343300,559,256,4308148,0
03431,3339300,23409,9719,96472993,654531
03440,3301620,1397,607,11678818,20097
03442,3304820,381,154,1115742,0
03446,3383700,1308,617,6562406,47319
03449,3333620,204,115,922365,165291
03451,3336580,1548,733,6122189,353530
03452,3338420,2757,1329,6566240,253348
03455,3345380,1094,492,4378673,0
03458,3360500,3103,1577,12288864,63713
03465,3377300,1221,528,3304206,0
03470,3385460,1733,738,7795442,0
03561,3342500,4412,2253,21924199,238856
03570,3305140,10051,4910,132381524,2142876
03574,3305380,972,531,4232652,9255
03576,3313700,1394,788,6805369,201737
03581,3330180,1600,852,2167028,198905
03582,3332260,1118,550,5334985,231465
03584,3340340,1725,816,5199237,118630
03585,3341940,980,472,8397767,278145
03597,3383620,386,140,1576280,70510
03598,3384340,1142,544,3340471,0
03603,3311300,1152,503,2107483,121062
03608,3378340,605,346,3152286,27471
03609,3356420,828,387,1772351,9081
03740,3349600,58,62,841364,84244
03741,3308900,524,248,1772211,0
03743,3312900,13355,6293,111683390,2497118
03748,3324260,1540,787,5874509,154242
03755,3333780,8636,2276,11704709,1219299
03755,3341300,148,77,521029,7045
03766,3341300,8917,4492,82199503,648794
03773,3352500,4769,2184,34347026,0
03774,3349600,49,44,1893183,2210
03781,3362260,205,91,1496483,0
03784,3341300,4086,2080,21711602,1965851
03785,3349600,381,311,6405526,205646
03785,3387140,1126,558,2283219,52192
03801,3362900,20779,10625,40493554,3144107
03809,3300980,501,270,1190793,81239
03812,3303620,373,229,3854459,61340
03813,3353860,0,0,22096,0
03814,3310820,561,256,2467569,0
03818,3314580,1788,1037,7235881,536549
03820,3318820,29987,13685,69198073,5984104
03824,3319620,10345,1727,6965895,106240
03833,3325300,9242,4342,11384830,428166
03835,3325940,3885,1645,16534272,0
03839,3365140,3671,1577,20646018,36123
03842,3332980,9656,4313,13742065,197489
03842,3333140,2275,3158,3290411,256518
03842,3368340,0,0,16704,0
03845,3353860,42,20,463605,724
03847,3353860,255,195,1152954,2954
03850,3346980,241,274,2324484,12616
03851,3348580,575,261,2090566,4243
03852,3348740,299,127,2227881,17091
03856,3351300,301,130,984324,0
03857,3352260,5297,2594,4996195,236439
03860,3314580,35,25,117147,380
03860,3353860,2052,1589,9444426,140729
03867,3365140,20758,9464,77390106,875900
03868,3365140,5323,2331,19557049,20455
03872,3367460,1056,482,4106640,3626
03874,3368340,992,1042,2471126,1121306
03878,3369940,11766,5199,25358664,509147
03887,3377780,204,93,820307,0
03894,3386340,2838,1858,17610841,846940
03901,2304685,2187,920,4070584,73479
03902,2310320,49,25,154272,0
03903,2370660,3550,1574,18626245,1076830
03904,2337235,4562,2533,7204413,1923709
03905,2337375,1012,596,4938281,1719999
03906,2350290,1615,664,8273547,3160
03909,2310320,2191,2901,8615174,466026
03909,2388160,2783,1546,7402171,430058
03910,2310320,328,577,880516,153277
03911,2388160,250,285,900654,314990
04005,2304860,21181,9934,77731280,13140212
04006,2304860,96,130,194734,0
04008,2306330,570,252,8067015,0
04009,2307135,2015,1406,18965270,5515462
04011,2308395,15175,7183,37580456,4015907
04015,2311090,587,348,8502446,667575
04019,2360545,71,155,1864047,13363968
04021,2315500,2499,959,10959298,7409
04032,2326490,1485,792,4443770,0
04037,2326875,1631,797,7715277,56484
04038,2328205,6882,2319,19831173,51691
04038,2340350,708,291,2979689,254659
04039,2328835,884,431,7601769,0
04043,2336500,5214,2946,17477288,0
04043,2383330,1176,458,9010659,0
04046,2336710,1238,1036,7650202,382180
04048,2337795,680,362,7773683,1715881
04050,2360545,0,0,3811,1176473
04055,2348050,428,430,6698264,1968850
04057,2307135,56,23,142740,0
04061,2337795,2391,962,5723301,1318981
04062,2353685,4904,2141,16917422,562470
04062,2372900,1374,296,3092626,173356
04063,2355120,412,647,1735833,6356
04064,2355120,8212,6239,17519294,1802982
04072,2364675,18482,8508,99620114,7750030
04073,2365725,9412,4358,10702068,215708
04074,2366110,4403,2066,12880391,34431
04083,2365725,349,148,2541855,12432
04084,2373635,469,207,6936973,0
04084,2373985,46,17,6642092,40118
04085,2373985,1093,385,19345332,378351
04086,2376925,5931,2942,28632847,371089
04092,2382105,17494,7989,44347314,543689
04096,2314800,490,260,2747039,2388884
04096,2340470,118,75,884607,1007425
04096,2387810,5869,2651,13556658,290795
04101,2360545,17227,9950,5134232,2392131
04102,2360545,17335,8387,15318671,1536163
04103,2360545,30606,14053,26438888,2107307
04105,2324480,1855,988,6344894,2116721
04105,2324530,1511,647,3935235,374301
04106,2371990,24988,11478,31039027,5251099
04107,2371990,14,6,2755,0
04108,2360545,862,983,3084815,1703927
04109,2360545,93,308,3341947,28380971
04210,2302060,23045,11013,153542566,16596031
04224,2317705,1076,518,2222822,0
04239,2312770,1380,699,5662104,508
04240,2338740,36592,16731,88439163,3595457
04252,2340105,4100,1824,9505567,487109
04254,2340735,1594,831,3122195,268016
04256,2344620,2237,967,13838982,336142
04257,2345250,1743,928,2602845,0
04258,2302060,10,3,121628,5166
04268,2353965,2748,1412,13068527,473684
04270,2356240,1263,691,21466854,1702162
04276,2345250,0,0,164660,0
04276,2364255,4218,2461,20372573,304696
04281,2371780,2267,1093,10043508,188852
04287,2306330,152,79,1142626,0
04294,2385815,2198,1105,10597486,2325200
04330,2302100,19136,9756,142796157,7516741
04344,2324635,1939,940,6148411,531878
04344,2330550,26,12,12301,0
04345,2324635,31,19,27304,0
04345,2327085,5412,2601,38681860,1274237
04346,2361735,1772,900,5516107,262892
04347,2330550,2355,1317,15209805,554970
04357,2362610,1760,865,18416115,0
04359,2327085,388,177,1860714,1096467
04364,2386935,2650,1379,14449533,4214755
04401,2302795,33039,15674,88574054,863407
04401,2330760,0,0,9310,0
04401,2355225,6,6,495051,7435565
04412,2306925,9482,4457,39455711,1168417
04416,2308780,2885,1495,29554087,8115807
04421,2311230,1029,459,3993190,16201
04426,2318230,2528,1318,21705423,593277
04430,2321065,1567,798,2476879,0
04441,2329500,1257,967,10657368,1730663
04443,2330060,903,491,4967018,136953
04444,2302795,0,0,160499,0
04444,2330760,4343,1913,28378198,1731859
04448,2334225,1096,554,19262862,730628
04457,2339440,2884,1332,19233333,2007993
04461,2345635,2233,1046,8658767,105169
04462,2345845,4466,2570,14240446,328301
04463,2345985,1847,993,20066086,843183
04468,2355225,7637,3580,99611536,4046150
04469,2355575,2702,2,625565,0
04473,2355575,6772,2622,17643337,1708806
04489,2355225,197,79,519680,0
04496,2386725,1340,623,15006030,1952021
04530,2303355,8514,4437,23562529,10671533
04538,2306085,1086,890,2194156,0
04543,2316200,1142,727,8942457,1760336
04553,2348610,667,384,5625794,1620888
04572,2379515,1233,716,12630762,0
04578,2387040,1097,670,10098484,89404
04605,2323200,7741,4240,205323403,37927956
04609,2302830,2552,1761,8223820,0
04614,2305665,943,671,12142409,22609
04619,2309585,3121,1736,88890838,14981780
04631,2321730,1331,1083,9402019,22546345
04652,2341575,349,358,1351540,220
04654,2341925,1274,719,6434409,237451
04671,2309585,2,1,4460,0
04679,2372830,720,705,3487875,0
04693,2386620,426,451,5617052,0
04694,2387250,952,514,3062889,623796
04730,2333945,4856,2269,13609948,0
04732,2301675,709,388,11548611,60412
04734,2305350,301,154,7070854,0
04736,2310565,8189,3914,205279025,2166240
04739,2319385,625,356,10243096,795039
04742,2325580,1825,926,7584918,301143
04743,2325720,2488,1221,13927652,582335
04750,2339265,1075,502,6859836,0
04756,2342485,2967,1712,13704557,264474
04757,2343220,683,322,7800555,0
04758,2343675,980,473,5489142,82692
04769,2360825,9692,4608,196210371,4776762
04785,2378535,1937,1061,10848439,676577
04786,2380250,997,471,11571962,156569
04841,2363590,7297,3925,33258651,1946205
04843,2309690,3570,2360,9748205,7464
04861,2376330,1875,977,5474041,110340
04901,2380740,15722,7065,35175637,1221750
04901,2386480,7794,3692,95356786,4798802
04911,2301360,742,347,3329767,164243
04915,2303950,6668,3582,88164080,11204238
04920,2304965,758,458,5885565,0
04927,2313435,1419,618,22932730,804184
04930,2317495,2158,1149,12250506,1517250
04937,2324285,2638,1257,4739526,0
04938,2324740,4222,1823,10385141,25106
04943,2331705,813,366,5761361,125616
04950,2342625,2630,1243,16645613,735602
04953,2349100,1776,938,9080910,3526207
04957,2349800,1438,667,27468368,1192337
04958,2301360,10,5,24756,0
04963,2354525,2602,1254,13999721,776338
04967,2358970,3150,1330,24336265,539683
04974,2366600,992,648,11268033,2560899
04976,2368875,6297,3178,34615581,1873307
04988,2378220,469,286,4746058,0
04992,2324740,66,43,66813,0
05001,5057775,129,140,1146862,47122
05001,5083575,2286,1178,4277412,108016
05001,5084025,1690,776,2106125,17247
05032,5005725,569,298,4134265,115436
05033,5007225,788,348,1404398,44807
05045,5025600,189,96,1509213,99064
05046,5030475,437,196,5305943,55031
05048,5032350,380,174,2814686,4513
05048,5050500,0,0,9122,0
05051,5048100,365,215,12848352,809614
05052,5050500,302,131,2592712,62708
05055,5052825,878,401,3762957,1605
05059,5057775,527,382,3650371,172581
05060,5058000,1974,985,11034272,96185
05068,5068050,694,448,2881208,183210
05081,5078025,399,216,4858135,95548
05089,5001750,445,240,2554111,308
05089,5085000,2066,1070,3145105,278263
05091,5085900,900,591,2582072,87067
05101,5004225,3148,1500,3560491,44009
05101,5052375,247,111,856301,21770
05101,5062950,0,0,2077,0
05142,5012175,164,108,1622592,31314
05142,5057400,0,1,183030,48518
05143,5013600,1005,570,3265746,86666
05149,5041200,811,752,3465800,53119
05150,5051925,421,189,1876266,60695
05151,5001750,95,42,1699908,13247
05151,5054850,130,65,472012,20672
05153,5012175,15,7,72449,0
05153,5057400,454,365,7256571,68050
05154,5062950,565,241,1213898,44269
05156,5051925,152,72,983739,0
05156,5069475,3979,1958,5943019,199366
05158,5052375,0,0,5600,0
05158,5081325,282,130,3459478,14610
05201,5004750,9074,4122,12435695,92895
05201,5053125,139,75,952064,0
05201,5068200,10,7,115961,0
05250,5001375,1123,573,8003987,130336
05251,5017650,249,224,3153735,39833
05252,5001375,90,49,1527454,17921
05254,5042700,273,302,5213000,39320
05255,5042700,476,398,3966998,39438
05255,5042925,2120,1261,11701745,42340
05257,5049075,1643,510,4824620,68593
05262,5068200,673,316,5690231,8246
05301,5007975,7414,3748,10832459,907249
05301,5078850,2740,1388,4232861,14653
05342,5036025,219,117,2945553,65619
05345,5048325,118,78,454060,436
05346,5057625,523,318,3710493,11052
05346,5081325,9,4,12372,0
05350,5058525,321,176,3182582,25767
05361,5036025,4,1,4439,0
05363,5084625,463,292,2577427,39043
05401,5010675,27897,12586,15160903,341170
05401,5066175,288,144,180463,0
05403,5066175,17593,8285,42477974,451648
05404,5085150,7240,3383,3697712,205994
05405,5010675,4406,3,602184,0
05408,5010675,10114,4308,10930278,714657
05440,5000625,497,330,1651646,0
05443,5008950,2030,912,5511766,69486
05444,5011425,193,96,2775947,50849
05446,5085150,27,10,9757,0
05450,5024025,1329,637,9207507,262731
05452,5024400,9271,4009,11824533,456932
05464,5011425,43,19,427736,10847
05464,5036475,729,367,2010008,67463
05468,5045175,1861,770,3634144,108365
05476,5059050,1361,641,4802305,100294
05477,5059200,723,319,2300598,153440
05478,5061675,6918,3231,5246849,4265
05482,5064225,592,281,1634140,0
05482,5066175,23,0,56552,0
05488,5071650,2386,1083,1970220,83069
05491,5074650,2588,1072,6293582,202346
05602,5046000,7855,4034,26043297,501569
05641,5003175,9052,4504,10218373,83413
05641,5019075,596,249,6310988,28891
05641,5066025,1198,550,5036689,8963
05641,5077800,387,171,2529066,8922
05647,5011050,233,115,2926457,475
05649,5019075,230,107,608163,7496
05651,5021850,80,39,236269,12982
05654,5029425,784,369,4343094,77843
05654,5066025,21,10,42030,0
05655,5034975,462,216,2999832,10305
05656,5037000,1443,481,3022636,135489
05658,5043525,273,118,668588,24417
05661,5046825,1958,973,4811664,176399
05663,5050200,2101,887,3546312,86295
05667,5055750,401,195,585105,13027
05672,5070450,495,412,2001771,22001
05673,5075250,164,104,995748,38485
05676,5076900,1763,900,4866838,115583
05677,5076900,0,0,17977,0
05678,5029425,0,0,50201,8927
05678,5077800,163,77,1781504,109952
